,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00169101276683322,0.0287052723426411,0.54940792035247,0.167152592074137,0,0,0.500568653295077,0,-0.0793701441593749,0.137750666292568,0,0,0,0,-0.0271984367219212
ETH,-0.724974652292469,0,-0.11847675951957,0,-0.463562807939538,0.512924095504603,0.207637800278943,0.919734690025929,0.715476242568778,-0.461932378913274,0.507070065143149,0,-0.620606789508167,1.68231395792451,0,0.694864783745248
ETC,0,-2.37436265375892,0,0,0,4.1034555613671,-0.897965253752111,4.54057627086265,-2.40288806510843,-0.762400984492936,0,0,0,0,0,-1.47370740256642
XRP,0.133748259229601,0.0126735480822445,-0.0195711071613482,0,0,-0.0428528658629383,-0.0387784366715357,0.20379680929184,0,0,0,0,0,0,0,-0.0627519971974736
LTC,0.449650777332047,-1.73472347597681e-18,-0.00400260210258919,0,0,-0.211206004430256,-0.0343044021743389,0,0.0452077802944569,0.0932578319006263,0.0756206739061141,0,0,0,0,0
DASH,0,0.155171652070357,0,0,0,0,0.0225155287673991,0,0,0.190013754573958,0.0377198815073978,0,0,0,0,0
XEM,-0.0883201422772215,-0.393332135836645,0,0,0,0.536243421169888,0,2.17397527982936,0,-0.050083440221811,0.284006891722642,-0.470291473910426,0,0,0,0
DOGE,0,0.0872435209144126,0.0454188010839963,0.709177216818662,0.438900155009979,-0.00587397295988942,0.139805847730757,0,0,-0.126759772452546,-0.199213120704756,1.33389967017489,-0.539987018959875,0,0,-0.778638076417616
XMR,1.27436604258846,0.112670057592826,-0.0338559169510477,0,0,0.210558888588292,-0.0517048127059423,0,0,0,0,0.358656419649144,0,0,0,1.05833340830754
XLM,0,-0.481359638773928,-0.0763328824593366,0,1.20414044829683,0.642810315468618,0.0652889255136173,0,0.0605383041641465,0,0,-1.13506797118998,0.138687326976287,0,0,0.459072969960753
DGB,0,0.423101733561211,0.137695970262583,1.69460721221697,0.620483416915355,0,-0.0913880404298045,0,-0.111269972297267,0,0,-0.279109547201159,0,0,0,-0.724735061982058
BV010082.Index,0,-0.0631664369689057,0.00868855339203055,0.0214117139310387,0,-0.0323325219599638,0,-0.200531407716569,0.120565117499846,-0.0441310086159482,0,0,0.157441534388804,1.70498532135069,0.621049257574175,0.0106850815173622
CVIX.Index,0,-0.108413792947482,0,0,0,0.0762118843481441,0.0628143836414272,-0.375746458707531,0,-0.103849402004767,0.0774546372631472,1.11427548511574,0,0,0,-0.423534057094201
DXY.Curncy,0,2.16840434497101e-19,-0.00203341637949625,0,0.042993408977357,0.0485805168628676,-3.46944695195361e-18,0,0,0,-0.028389731772801,0.1075276295594,0.145871017187976,0,0,0.0510909830746759
SPX.Index,-0.00944308739306338,0.00930065488408824,-0.0012428218172769,0,0.0120669286238092,0.0148303961047611,-0.00410790733740034,0.0199201719325981,-0.0212324218791404,0.0173954128968852,2.88213080061497e-05,0.186917585100161,-0.0124301436138,-0.474110732406232,0,-0.0260033009275056
VIX.Index,0,0.0834421102366323,0.05603772481037,0,0,-1.73472347597681e-18,0.0390682590977474,-0.819325482096928,0,0.031334203612892,-0.0878545605392546,1.08101993738179,-0.242971811956545,0,0,0
