,BTC,ETH,XRP,BCH,XEM,LTC,MIOTA,NEO,DASH,ETC,XMR,EOS,ZEC,XLM,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.596222183119082,0,0.059599708545347,0.00409243861522565,1.15410901831701,-0.0275075148534541,0,0,-0.0244534440674,-0.40522900823954,0.493659643251189,0,0,0.196188473958739,0,0,0,0,0.164868439352583
ETH,-0.0932237473184166,0,0.646492812994701,0.0310900358524821,-0.0474696740817564,0.407086117296331,0.0246679242455166,0.0616207397456264,0.108127075632105,0,0,0,0.120319278770607,0,0,0,0,0,0,0.110309808243743
XRP,0.100205916852534,0.266924959843258,0,0.0274155366204751,-0.0474977791492454,0,0.027714735217573,-0.0718426975338567,0,0,-0.320426997276257,0.185285150037836,0.234197774138306,0.128174831934744,0.137596483214552,0,0,0,0,-0.110714170994642
BCH,0.830096668911023,0,0.857569582760738,0,0.850913768670382,-2.05377521253926,-0.413467945288197,-0.341878688498094,0,0,0,0.428881510297219,1.85636107511788,-1.72173958976256,0.285402862055769,0,0,0,0,0.363440726327133
XEM,0,0,-0.769575019002884,0.168943183223496,0,0.256483592158582,0.0729495574627639,0.184223020252509,0,0,0,0,-0.0667165752288786,0.409214738094694,0,0,0,0,0,0
LTC,0.255175389427445,0.261561343303386,-0.210881375168482,-0.0599392215265638,0.0211676516124618,0,0,-0.0146606378817525,0.37077667864143,0.408685373381509,0.063688724055442,0,0.0394191186207105,0,-0.0810582946050765,0,0,0,0,0.012557108307672
MIOTA,-0.0971775373153503,0.0470354657655741,0,0.0610210696624752,-0.00283730128601886,0,0,-3.46944695195361e-18,0.242853915673517,0,0,0,0.558438106853611,0,0,0,0,0,0,0.179911776250611
NEO,0,0.30973398834678,0,-0.0567689714202976,0.466924947382526,0,0,0,-0.21868934721323,0,0,0,0,0,0.290328439130953,0,0,0,0,-0.224338789522147
DASH,0.100168079906432,0,0,0.0425811280978936,0.0487205418727456,0,0.145050541861269,0.0784982486413576,0,0,0.0502368122325048,0.102605342685503,0.0920081548263027,0.105754246528119,0,0,0,0,0,0.0602299142432502
ETC,0,0.287530148769855,0,0.00407605337671386,-0.0279840220201325,0.259782035241267,-0.0156773409287976,0,0,0,0,0.151487444103251,0.0178066847696278,0,0.0605109774560127,0,0,0,0,-0.00508400896835367
XMR,0,0.308432656109305,-0.35864347570414,0.037999433358243,0,-0.0547569323158939,0,-0.0346178292802043,0.818131731437869,-0.277676391736851,0,0,0,0.406982430996045,0.0328345895215726,0,0,0,0,0
EOS,0.00182769493069523,-0.372952435389235,0.0466077386242053,0.136900142267299,-0.355481947577011,0.353764090790795,0,0.203928925591752,0,0.45999989003458,0,0,0,0.492827097552622,-0.0948704994284915,0,0,0,0,0.061091354515502
ZEC,0,0.870036143829468,0,0.0248670097680703,0,0,0.0938336293669959,0,0,0,0,0,0,0.142782599715181,-0.0957041927250574,0,0,0,0,0
XLM,0,0,0.733958232058003,0,0.0576897006861693,0.0704235210568045,0,-0.182087374966745,0,0.144819110801974,0.207945329284015,0.223355557112127,0,0,0.396432446813453,0,0,0,0,-0.19757544375514
BAT,0.0837039363420757,0,1.91716035987446,-3.46944695195361e-18,0.132272013791083,0,-0.301670765599025,0.113678228232881,0,0,1.35034118468187,-0.505287863312466,-0.630191451400113,0.0911231691469523,0,0,0,0,0,0.439755722601851
BV010082.Index,0,0,0,0.0174750803853447,-0.0159055210582183,0,0,-0.00232060041439718,0,0,0.0840742327564187,-0.0911110291186022,0.0303354881584379,0,0,0,0,0,0,-0.00966290824610189
CVIX.Index,0,0,0,0.00103702255612786,-0.00899761471848098,0,0.147399308432973,-0.0120400563304299,0,0,0,0,-0.240850706562755,0,0.0106874799757965,0,0,0,0,0
DXY.Curncy,0.036918582870914,-0.0316993776054673,0,0,-0.0232935499509008,0,0.00542170104768592,0.0112938479819924,0,-0.0124755608133963,0.0397906530333293,-0.0275784649324654,-0.0122443979336826,-0.00566514356087735,-0.00847702107479912,0,-0.0896041387138118,0,0,0
SPX.Index,-0.000641549305296812,-0.0190497535039457,0,0.00101871627683098,-0.0112210368997156,0,0,0.00099171570655194,0,0.0159876942667329,0.00175336814806414,0.0162255854021443,0.0117093652446077,-0.00907555914660114,0.00229123540051833,0,0,0,0,-0.0393917384132058
VIX.Index,0,0,0,0,0,0,0,-0.0944850448013727,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
