,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,ETC,TRX,DASH,MIOTA,NEO,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.43275857632787,0,0,0.0478855097692811,0.426708351313946,-0.239478958404149,0.35228005256416,0,0,0.0706235457566224,-0.00408439189099251,0,0.399892132187876,0,0.205461062090867,0,0,0.0236410417950814
ETH,0.546318641573864,0,0.201184155395017,-0.202256268039154,0.0376305601806491,-0.340537405828316,0.166650594645046,0.47221866701623,-0.324176926071047,0.0338725303388135,-0.182461688484412,0.330044170949351,-0.0636347617226272,0.323173151196326,0,0,-0.167000360719667,0,0,0.0597830926471868
XRP,0,0,0,0,0.279580391477711,0,0.0328951211116818,-0.261873459050626,0.527870109788792,0.0464765201041645,0,0,0.160241833108165,0,0.039254658502539,0,-0.444385850499304,0,0,0
BCH,0,0,0,0,0.0298360926810434,0.038038997434009,-8.67361737988404e-19,0.344580192156507,0.400723474396446,0.0857013358347603,0,-0.118881123589332,0.0379765734924338,0,0,0,0.0645183193120795,0,0,0.0516210883241634
EOS,0,0.153795134169641,1.04277530785251,-0.87866373188817,0,0,0,0.161093940261638,0.347417136426795,0.114099627670621,0.642813977148977,-0.554349474568576,-0.0919377327362328,-0.131690701536391,0.046733318039394,0,0.724854147276295,0,0,-0.0446128037702009
XLM,1.0264114884047,0,0,0,0,0,0,0.463501365082022,0.0445222487239435,-0.220616993600052,-0.203618784939684,0,-0.0550739770993291,0,0.603951160372629,0,0,0,0,-0.157676683119535
LTC,0.337812652724378,0.593863361419577,0.142780194138036,0.167350035416156,0,0,0,0,0,0,0,-0.0432475601944624,0.150530551029825,-0.349046408984494,0,0,0,0,0,0.0667177550248787
ADA,-0.257570725836,0,-0.303112394200766,0.801044288593843,0.241299429297173,0.23221094519841,0,0,0,0,0.15478188603911,0,0.0421208068351397,0,-0.140781403864314,0,0,0,0,-0.178996139350884
XMR,0.275663872044891,0,0.143234202299462,0.178985289655004,0.0925906846791535,0.119169600574975,0,0.0636020564551127,0,0,-0.272799883051423,0.484418046331253,-0.138124845275663,0,0.352201324044246,0,0,0,0,0
ETC,0,0,0,0,0.468431668056148,0,0,0,-0.131068076724692,0,0.0865607386535292,0,0.209625036640043,0,0,0,0,0,0,0.0136680232577472
TRX,0,0,-0.276059992082062,0,0.390393295932227,0.102039707199249,-0.355089703954835,0.359434819886339,-0.0714107607423403,0,0,0.266075803551982,0.106362722533083,0.39720517930605,0,0,-0.207814636871576,0,0,0.160453911429063
DASH,0,0.560248137968572,0,0,-0.196915762529172,-0.186355576567941,0,0,0.417237838679466,0,0.19519751980952,0,0.0589861430410511,0.210307699593772,-0.162415452775435,0,0.0569265161454175,0,0,-0.084711582520078
MIOTA,0.0453179296754755,0,0.690806262310086,0,-0.763781065813697,0.450601975750086,0.173358134447431,-0.378731981354763,0,-0.0399772457857433,0.505796203816587,0.126073231543923,0,0.484882420084447,0,0,0,0,0,0
NEO,0,1.06759809622409,0,0.207178638978521,0,-0.0102065320821766,-0.581229509354785,0,0,0.0802214641475176,0.174923505232036,-0.0776297767077778,0.129471720273262,0,0.288747461140206,0,-0.0351016598945989,0,0,0.157295823483832
XEM,0,-0.0790356820890895,0,0,0.205939251486073,0.116783731381652,0,0,-0.0776229117462995,0.0240323181834645,0.0115456937177492,0,0,0.593633145101068,0,0,-0.0986281821671694,0,0,0.0181907298558985
BV010082.Index,0,0,-0.134567424941664,0,0,-0.0648286229237795,-0.0220686486364312,0,-0.0183819149347836,-0.018785136375738,0,0.0865112815553447,-0.00606726495961754,0,0.169501551300823,0,-0.110716549153237,0,0,-0.0670952857776449
CVIX.Index,0,-0.48097830065118,0,0,0,-0.0667619887520547,0.209200675228626,0,0,0.0971134126190878,0,0.358674194813376,-0.0803013780677536,-0.0841160923058268,0.0958991947166971,0,0,0,0,0.167575096443163
DXY.Curncy,0.0304295766933092,0,0,0,0,0.0497771430877246,0,-0.0711891032385812,0.0224770502233819,0.00396257377955132,0.0257973984071019,0,-0.0263687788364163,0.0302911877883163,-0.0590982131550539,-0.0703968341554888,0.00794701198529376,0,0,-0.0162465817012514
SPX.Index,-0.0288728537928142,0,0,0,0,-0.0036587952794935,0,0,0,0.00485022069634367,0,0,-0.00625042551862498,-0.00867738957676239,0,0,0.0638904188762534,0,0,-0.0660581036370209
VIX.Index,0,0,-0.189150841024182,0,0,0,0,0,-0.500830145622929,0.0269660955736162,0.209560522178001,0,-0.14112564541862,0,0.542263695736175,0,0.0375403244542477,0,-7.50896599582511,0
