,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,5.42101086242752e-20,0,-0.13618531972783,0,0.26809714403244,-0.807139087315591,0.530754958375134,0,-0.167361581297142,0.157003281484922,0.3353208862922,0.0807439528648183,-0.155519957584357,0.282611224789344,0,0,0,0,0.363755668504397
ETH,0,0,0.854052237618717,0,0.142267079145056,-0.0220307963530015,0.259429423066459,-0.123595664152797,0.131582747076634,0,-0.0228784847445864,0,0.0523340201056734,0,0,0,0,0,0,0
XRP,0.058204933246246,0.540718867396857,0,-0.147331252263476,-0.155710689287973,0.230074389318299,0,0.177233696136396,0,0,-0.0827848377449313,0,-0.10748134536675,0.130350857018229,-0.010678160806405,0,0,0,0,0
BCH,0,0,-1.62127164007501,0,-1.49613549633836,0.519606342241048,0,1.16652685276935,-6.93889390390723e-18,-1.52534696761816,-0.561632074049971,0.762053653362227,1.34967222175562,0.318500314391484,0.523201489391602,0,0,0,0,-0.617490178971746
LTC,0.15257955288777,0,-0.381356262698824,-0.0418563986161289,0,0,0.461515599194982,0,0.0820193492973435,-0.0636348025159275,0.00345300995617001,0,0.420089847874404,0,0.0646058962027247,0,0,0,0,0
XEM,0.752145842582153,0,0.173864433153275,0,-0.0471349114609825,0,0,0,0,0,0,0,-0.0923612855341168,0.595054231633031,-0.101237150705503,0,0,0,0,0
ETC,-0.0737838884600975,0.525507275786319,3.46944695195361e-18,0,0.376773842143267,0.0990112113233895,0,0,-0.152173085057303,0.117887900238253,0.188343399982771,0.281364874487112,-0.0557322586108921,-0.119750625170223,-0.359382895872434,1.63049832627947,0.317430608608198,0,0,0
DASH,0.413039245977525,0.310313994583312,-6.93889390390723e-18,0.00325500965073732,0.324693258466254,0.113183721142099,0,0,-0.0536938353728027,0.293410142848095,0.0523218777571151,-0.0652831838420302,0.123905296089838,0,-0.246489501944302,0,1.501744943003,0,0,-0.705772736313643
MIOTA,0.4395838838408,0.395080907027818,0,0.176187924994787,0.444547084952937,0,0,0,0,0,0.432970132529872,0,0.667865758198747,0,-0.768146015660982,0,0,0,0,0.927272762286647
XMR,-0.175524579925481,6.93889390390723e-18,-0.0088036290587898,0.0221371925771598,0,-0.0285894893213699,0,0.76986661244129,0.0220199658434102,0,-0.0534491759150921,0.193181518578428,0,0.341863810055229,0,0,0,0,0,0
NEO,-0.158174554270701,-0.791184581494461,0.264607887818441,0,0.457718416125971,0.104711017131087,0,0.590244154745535,0,-0.71690096336401,0,0.278741534334784,0.766322849660492,0.322291669253933,0.409130372694652,0,0,0,0,0
EOS,3.46944695195361e-18,-0.13384199503487,-0.122195819978002,0,0.0270514614547408,0,0.290158823412445,0,0,0.371172869150646,0.108093336118628,0,0,-0.0980786335911473,0.567666377356118,0,0,0,0,0.139668580653127
ZEC,-0.124460640694526,0.503145294769371,0,0.0396318308058548,0,0.0792126993801592,0,-0.602665587180168,0.00444155745843408,0.628071749278044,0.135509572567058,0,0,-0.11912261968282,0,0,0,0,0,0
XLM,-0.14227228376942,0,0,0.0601222558130527,0,0.274997413317709,0,-0.37353511894944,-0.166097836287829,0.744150538607618,0.436581358983618,-0.186457678532104,0.383735588189839,0,0,0,0,0,0,0
DOGE,0.154775807260891,0.368783610614817,0,0,0,0.0425991511495365,0.0623802556657265,0,-0.181432134712757,0.335504858168325,0.116585716067449,0.247691126588235,-0.0272497160729753,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.00627592810908151,-0.0486574046974112,-0.0159774118879305,0.132418541244203,-0.0757076873400505,0.0630775565996239,0.122502798422874,0.00628866695794088,-0.152136380382076,-0.0407306596900098,-0.0994260571069177,0.0963959175485121,0,0,0,0,-0.246944372586553
CVIX.Index,0,0.0394471284661083,-1.0842021724855e-19,0,-0.00815471495405194,-0.017928076640851,0,0,0.0282106289506195,0,-0.0600401332881007,0,-0.0357256604517788,-3.12555663197951e-05,0,0,0,0,0,0.30822871920595
DXY.Curncy,0.0383079037245014,0,0,0.00863390297630563,0,-0.0274617976829988,0.022574826710772,0,0.0237625675492248,0,-0.0133670535477201,-0.00966450048055432,-0.0409408119004322,-0.00398813229339908,0.0167505834643541,0.0776740508745452,-0.0307895617786788,0,0,-0.00305149950482788
SPX.Index,-5.42101086242752e-20,0,0,0.00138622341328259,0,0,0,0,0,0,0.00506787353448825,0.00382275453480121,-0.00894613491983138,0,0,0,0,0,0,0
VIX.Index,-0.0211326413610304,0,0,0,0,0.00168461060703618,0,-0.249063312799204,0.0969869827352206,0,0.0851524811492792,0,0,-0.167819066194174,0.243441232715792,0,0,0,0,0
