,BTC,ETH,XRP,XMR,LTC,ETC,DASH,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0416186296958419,0,0,0.222793871817835,-0.202852444845267,0.458790098451936,0,0.341623747818765,0.190831073927518,-0.181185164405413,0.165001911862555,0.0392505405668251,0,0,0,0,0.138565595607452
ETH,0.553584936230368,0,0,0,-0.574457929613516,0,0.268858013950624,-0.22869539213975,0.011484368625048,0.108901280963409,0.100076285616704,0.00811851743689931,0.624417281057637,0,0,0,0,0
XRP,0,0,0,-0.101042003742644,0.0184387713028466,-0.0454559634213345,0.287957344619761,0.0208638922517959,0,0.0340516927694109,0,0.0520960349058003,0,-0.0753237299259931,0,0,0,0.187893728889581
XMR,0.345395837391051,-0.326611736662587,0,0,0.198971058794096,-0.264359908481908,0.649707439479632,0,0,0,0.200479464214611,0.0712869864264159,0,1.1894984853611,0,0,0,0.174685750727969
LTC,0.893560395184349,0,0,0.0642409331856408,0,0.0705125402554253,-0.275953919699201,-0.200471864263101,0,0.0100089363397864,0.399459276576526,-0.141234003398851,0.0306168354402985,0,0,0,0,0.0475236321731578
ETC,0,0.218052360089426,0,0,0,0,0,0.343989258722029,0,0.134086398799497,0,0.136209988499166,0.311208521875383,0,0,0,0,-0.277470806273691
DASH,0.0561984176786854,0.304205062201745,1.59440507150969,0.190099850284705,0,0.124902043815974,0,0.124139949812131,0,-0.0225175395005596,0,-0.101332071940801,-0.0102284267449888,0,0,0,0,-0.288002365112028
XEM,-0.788868181426082,0,0.560382128042443,0,-0.121551247007566,0.0188180452767351,0.392404882967545,0,0,0.317631504878997,0,0.0288063569966809,-0.101119179011131,0,0,0,0,0
DOGE,0.172841216733741,0.0159654516140752,0,-0.163557732775974,0.242627812073354,0,0.0243310748381164,-0.113311666763361,0,0,0.0784666452755333,0.0529215008102646,0.0517995988974322,0,0,0,0,-0.124215059789008
ZEC,0,0,0,0.376598138674694,0,0.102697923592581,0,0,0,0,0.11765581071085,0,0.493717036000465,0,0,0,0,0
XLM,-1.30324006401071,0.16161201705692,0,0.0696314099356101,0.160284346723021,0,0.293050235688305,0,0,0.43541752707485,0,0.218683346310375,0.173490536124484,0.602646729631435,1.26304038795631,3.35662718948286,0,-0.310841044887141
NEO,0.506082096588293,0,1.71186387301322,0.357122168931117,-0.622541210624364,0.110990900417644,-1.024114608724,0.28019426359405,1.37401572632938,-0.330215835421311,0.830549852375052,0,-0.39494879161436,0.680571929408713,0,0,0,0
DGB,0.535917311421812,0.77201229680962,0,-0.132450190733524,0.644910044732518,0.0950971554704693,-0.108735667072959,0,0,-0.0310453715382542,3.46944695195361e-18,0,0,-0.906416582040989,0,0,0,1.07661269553647
BV010082.Index,0.0500552150465757,0,0,0.103700595846147,0.133061696248991,0.0187056226259909,0,0,0,-0.110297098667587,0.200340535158097,-0.0101044249532874,0,0,-1.03407756234084,0,0,-0.0713267369622637
CVIX.Index,0,0,0,0.0550622180421114,0.13977529725142,0.0607791873506511,0,0.0743300073356911,0,-0.0700812570850867,0,0.028263029022378,0,0,0,0,0,0.0622180014575452
DXY.Curncy,0,0.0504650842324108,0,0.0110907395619853,0.0164791548597584,-0.00652561363533981,-0.0204878987633915,0,0,0.00214192895865648,0,0,0.00876216193201146,0,0,0,0,-0.0326975692134968
SPX.Index,0,-0.000180522955045673,0,2.16840434497101e-19,-0.0256725290842911,-0.00202858290799667,0.00889856572723606,-0.026498106964649,-0.0200052439181485,0.00514442957779153,0.0126177302914838,0.00719471719923742,0.00842859466028767,0.0549898303552921,0.0657251065150078,0,0,-0.0894932569734355
VIX.Index,0.0937404895320278,0.130542613270238,1.5091253732921,0,0.266788472210811,0.311277549482732,-0.619870707821164,0,-0.937263688963134,-0.051966288301313,-0.192289775357013,-0.00131849516557498,0.17779630357983,0,0.648126777663561,0,0,0
