,BTC,ETH,ETC,XRP,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.545754263031377,0,0,0,0.339540282836861,0,0,0.181838075287164,0,0,0,0,-0.0560488068197876
ETH,-0.718751839084748,0,-0.122248223407284,0,-0.276727732089259,0.537457343673772,0.183170015403729,0.982176735518059,0.58988841481604,-0.451638029556776,0.528935685275992,0,-0.268884930168579,0,0,0.848728836519573
ETC,-2.44812969066312,-3.12186470056256,0,-7.14176320209007,0,5.65894560135434,-2.07103806012639,10.7512024674512,5.55111512312578e-17,-1.91906334509633,0.710253226547975,-6.37631746242268,2.50370575370538,0,0,0.700163486313866
XRP,0.337601545162623,8.67361737988404e-19,-0.0161781649705972,0,-0.333665545941537,-0.0396783038855876,-0.0303350036241446,0.0374494940641239,0,0.0618353669004525,0.0334179379493477,0,-0.0780041662679946,0,0,-0.0848343526021639
LTC,0.635826670885296,-1.73472347597681e-18,-0.00771530079428772,0,0,-0.107067080133705,0,0,0.0624292231432355,0.0392826190460453,0.0274302935243303,0,0,0,0,0
DASH,0.131700445556316,0.209685177556242,0.0206032121687659,0,0,0,0.127162444758014,-0.455209183466457,0,0.312372743198004,0,0,-0.413835880529215,0.0254985727840535,0,0.0876660155061069
XEM,-0.039116684325017,-0.267992168998649,0.0101345573039875,0.650432523709428,0,0.431376739276842,0,1.99813784265189,0,0,0.217714116074757,0,0,0,0,0.170052774309363
DOGE,-3.46944695195361e-18,0,0.00817226843778736,0.4776153857847,0.611005980909064,-0.00770141544287309,0.176867792589209,0,0.0854151276978627,-0.323194921352526,-0.068470272192858,0,0,0,0,-0.131686016444048
XMR,1.46753304540864,0.231223482403395,-0.00223172285245268,0,0,0.101371476905777,0,-0.290628515617258,0,0.235596538879395,-0.195564118198267,1.7101825643226,-0.689695376182906,0,0,0.47367757149272
XLM,0,-0.474004175248352,-0.0793159603319372,0,0.877609760794715,0.707792584283514,-1.73472347597681e-18,0.426974762042661,0.0324243998542146,0,0,-1.69179418009267,0.244744276660799,0,0,0.676333433540893
DGB,2.77555756156289e-17,0.306227890591879,0.0950789381314449,1.08683605074407,0.262425970361765,0,-0.2788255713141,1.59055681785108,-0.0919922180082433,-0.132704509424355,0,-2.52174162172106,0.699360627234101,0,0,0
BV010082.Index,0,-0.0848100074301584,0.00269048281999475,0,0.143658234878109,0.0201905766994045,-0.0333670531310434,-0.0633395091680824,0,-0.0487749401516357,0.0343425306768238,0,0.371688015019947,0.507343093407313,0,0.118054230778434
CVIX.Index,0,-0.103140976738689,-0.0176861621975242,0,0,0,-0.0724302927309717,0,0,0,0.185273397966936,1.26175121943369,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.0492532670269824,0,-0.0640341774952469,0,0.0215745704433155,-0.00908185533876989,0.270179982314044,-0.00428835318140004,0,0,-0.00976880950689329
SPX.Index,0,-0.00466591872345522,0,0,0,0.00509402559866425,0,0,0.0109684194936678,0,-0.0137588913426994,0,-0.0120284979963847,0,0,-0.0432506191617374
VIX.Index,0,0.0676382975284975,0.0520781483670358,0,0,-0.0114567492741844,0.0582473872682195,-0.892199407256586,0.122857747186948,0,-0.118910757460261,1.09715289609984,0,0,0,0
