,BTC,ETH,XRP,BCH,MIOTA,XEM,LTC,NEO,DASH,ETC,XMR,EOS,ZEC,BAT,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.507075588901542,0,0.0701541576595204,0.201859293061017,-0.113870429314906,0.953241821101577,0,0.37065496402936,0,-0.140004236843901,0.245971744935905,-0.346850488399137,-0.0217887347884011,-0.211457641937883,-0.833177242229513,0,0,0,-0.00630028038306121
ETH,0,0,0.538831939558456,0.0361109991266632,-0.0283275947652458,-0.0516234799150034,0.111423266743799,0,0.179872603244222,0,0.251519905430653,0,0.218684979747888,0.153845430289376,0,0,0,0,0,0.0158783953707278
XRP,0,0.586019656814089,0,-0.00777467411704626,0.175658182001415,0,0,-0.0369683139489649,-0.196759464575373,0,0,0.196562746360271,0,0.0611010904134411,0,0,0,0,0,-0.0703494538464304
BCH,1.51241214764293,1.93302245490063,0,0,-1.64277354843353,0.987454608775409,-4.54827678105914,-0.330984882542272,1.05354027701887,2.20174487780666,-0.243623244341883,0,0,0,-0.683355173340622,0,0,0,0,0.428804230278462
MIOTA,-0.0194732925150844,0.585981656852439,0,0.174178468715102,0,-0.0553543913152298,0,0.0783103363624443,0.514178393767038,0,0,0,0,0.0653655618249116,-0.395970080093271,0,0,0,0,0.220711696474373
XEM,-0.359090628936255,0,0,0.0376084788198888,-0.267970132092468,0,0,-3.46944695195361e-18,0.474354947084332,0,0.421220357869955,0.731106554326725,-0.14455237645254,0.0640313136519032,0,0,1.2132586042202,0,0,0.0347305599746569
LTC,0.117715221787345,0.227353503751714,0,-0.0642290904898705,0.0307292427273763,0,0,0,0,0.372563151289667,0,0.0724945074984872,0.0738184097001004,-0.0824848928534543,1.6940658945086e-21,0,0,0,0,0.0770078964297832
NEO,1.16278685672642,0.639031289523901,0,-0.0506287716239625,0,0.583665096189019,0,0,-1.6981562149372,0,-0.387798387304575,0.554124427081716,0,1.03568314687104,0,0,0,0,0,-0.614232675308535
DASH,0,0,0,0,0.0747265162147197,0.0898415697823034,0,0,0,0,0.243355729034851,0.108510261555198,0.118677607298279,0,0,0,0,0,0,0
ETC,0,0,0.387696027986603,0.0183491594039857,-0.0273386067513018,-0.0329720703695165,0,0.00102254242881259,0.0865518103377174,0,0,0,0.0963230765245468,0.0680347290978497,0.177926725492892,0,0,0,0,0
XMR,0,0.263803793690815,-0.0734440660018025,-1.73472347597681e-18,0.363539319480221,0.31818870243203,0,0.0234786139603717,-0.127431484590585,-0.656944326289415,0,-0.0877428132730805,0.277359069533688,-0.0193087016838576,0.612854566942171,0,0,0,0,0.03296083790608
EOS,-0.168746744272718,-0.722717992596288,0.676708684091575,-0.0139804070148535,0.0151301495279735,0.0658221913674712,0,0.0623412364551146,0.0149557221063132,0,0,0,0.279303652627646,0,0.707625062912607,0,0,0,0,0.115950137823892
ZEC,0,0.542171015141577,0,8.67361737988404e-19,0,0.153882509135535,0,-0.0951709602911804,0,0,0.189233483598918,0,0,0.0770823821904664,0,0,0,0,0,-0.0177898783170561
BAT,-0.5272477751428,0,2.06845412950393,-0.143343185861085,-0.211527873930823,0.296002604393209,-0.572420713024491,0.432065775500559,1.83552090328955,0,0,-0.300358560080511,-0.372221960815524,0,0,0,0,0,0,0
DOGE,0,0,-0.115171568372675,-0.0475958166325325,-0.125681659208607,-0.145387364339748,0,-0.0130363574639333,0.289180274499622,0.401525803460699,0,0.441624894726986,0,0,0,0,0,0,0,0.0743881467798925
BV010082.Index,-0.0488151479402958,0,0,0.00880832555006067,1.73472347597681e-18,0,0.0626427733182008,0,-0.083803599030921,0.0511271415224054,0.0820699819066987,-0.113931693137032,-0.0658870740758209,0.0283212441165164,0.0880411578735817,0,-0.421167497827535,0,0,0.0114682880857252
CVIX.Index,-0.037958626723148,0.0122237969369429,0.2698221391817,-0.0196914870138299,0.0908484887921792,0.0786068832667431,0,0.00679985247181737,0,0,-0.11657370252977,-0.120314163864589,-0.235997590998029,0.0230597165727434,0.131735570398715,-0.845815264004188,0,0,0,0.058695205315615
DXY.Curncy,0.0358112280049199,-0.0586325357928027,0,-0.0013302712949051,-0.0041252482279547,0.0129458507507573,0,-0.00236355641703767,0,0,0.04647298726591,-0.0288781565009708,0,0.0121361832125149,0,0,-0.0855793185890387,0,0,-0.00409875688271413
SPX.Index,0.0119155436204368,0,0,-0.000501752252637459,-0.0047122637685125,0.00191833992269784,-0.03673957202182,0.00316513564349408,-0.00411100378755113,0.0270370177239797,0.00519816544366307,0,0,-0.00660322965135414,-0.000926015364710577,0,-0.0230183289682792,0,0,-0.0342097957355123
VIX.Index,0.402194122774895,-0.271562126699158,0,0.0666358387194713,0.00963299524117722,0.123197761869738,0.383696437471793,-0.115981783884158,-0.535891164467125,0,-0.286249269208886,0.194073385095395,0.42518188729273,0.268308431495346,-0.236069271869436,0,1.4290689697113,0,-10.7741093891637,0
