,BTC,ETH,DASH,XRP,XMR,ETC,LTC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.200203226277004,0,0.0433629144875831,0.174390119500607,0,0,-0.188234530792213,0.659293372646146,0.18214573022421,0,0,0,0,0,0,0
ETH,-1.0851328950243,0,0.00111085259012378,-0.0293794037006238,1.33769164087187,0.88997308437452,0.709768549067925,-0.00736735122177431,0,-1.22909982324218,0.465736039674519,-0.742133730140639,0.360309108826503,1.62102980423865,0,0,0,0.553308594123153
DASH,0,0.256553840133923,0,0.27755465341597,0,-0.228667970904956,0,-0.0370088492116854,0.0641797965369489,0,-0.202300690344055,1.26082422531395,0.0382128469141095,1.34459385273007,0,0,0,1.38777878078145e-17
XRP,0.221454998448176,-0.0527942665236577,-0.0438749995183636,0,0,0.0404007145145779,0,0,0.219359750821035,0,0,0,0,0,0,0,0,0
XMR,0.303675413402446,0.454824763282794,0,0,0,0,0,0,0.162372925238663,0,-0.336631168564473,0.162412458712606,-0.166626203555779,-0.638155218950626,-0.314141123783969,0,0,0
ETC,0.434591877311985,0.581677837801159,0.0195016649139635,-0.0997079473100982,-0.602758339533541,0,0.324693943644201,-0.0243608023228559,0.0886513860931336,0.607497469673473,-0.252880493596229,0,-0.152744610572315,-1.7855467460438,0,0,0,-0.174930145581987
LTC,0.19886693633662,0.0541480898378544,-0.0203546926668346,0.0361364411474711,0.00215927322903193,0.0433996277503914,0,-0.121772048943878,0.109587594452202,0.0133077590520906,0,0,0,-0.0899183995429826,0,0,0,0.0239860498303313
XEM,0,0.370188875160208,0.186738950367701,0.221893244029496,0,0.335620558071038,-3.16082687272828,0,0,0.32272383650159,-0.162985333201833,0.199914383102159,0.413914297090033,0,0,0,0,0.0341141694935874
ZEC,-0.809455638819101,0.194149514181156,0.272324735108995,6.93889390390723e-18,0,0,0.88041567861285,-0.0520238172674733,0,0.625211340829537,0,0.186625301716409,0,0,0,0,0,-0.271312078545762
DOGE,0.124819029247964,-0.0965242704694398,-0.0438922481471914,0.0274132910960831,0.202910495773498,0.175968985075854,0.330198490358843,0.0593626927660696,0.120901577066829,0,0,0,0.154728177472433,0.629437198236662,0.331576787480044,0,0,0.119435896984558
XLM,0.0508730894519144,0.300159758672137,-0.114447684097467,0.405684323054099,-0.292318025290557,-0.22006263272655,1.62195833397281,-0.0603908577587531,-0.35428785196847,0,0,0.246617690087407,0.613518999296283,0,0.199818073878268,0,0,-0.797104243971689
NEO,0,-0.208745441111741,0.152218623546698,-0.121807300059066,0.180105661505199,0,0,0.105595586808724,0.171113487289605,-0.363367857415779,0,0,0.0540646912599309,-0.637352146760738,0.553197640226471,0,0,-0.10784810642217
DGB,0.464621804833228,0,0.312862664936098,-0.208246400870799,-0.501379106908582,0.341293677960165,-0.398285200052386,0.18544431509053,-0.0642207868931135,0,0.517313783745185,-0.184498020593449,0,-0.7550483129034,0,0,0,-0.00534298966750424
BV010082.Index,0.265761595690702,0.114585987173664,0.0417731778686483,-0.0404617231664645,-0.290013362143375,-0.172359399221684,0,0.0209900903805476,-0.0331102004193533,0.332396578298639,-0.0450581780256834,-0.0137121638721392,-0.147571802894856,0,0,0,0,1.0842021724855e-19
CVIX.Index,0,0,-0.0435487030385949,0.100282750166464,-0.00946995821337164,0.0227861134872469,-0.603830993518225,-0.0406380450787018,0.10919145054291,0.547253972679432,0.284779207335734,0.155287800764313,-0.184326048432928,0,0,0,0,0.448503952045942
DXY.Curncy,0,0,-0.00717785901197513,-0.00978101679583462,0,0,0,-0.00790100899922185,0,0.023987670822902,0.0282449223431178,0,0,0.0727855856538611,0.00863339157499873,0,0,0.0259772836677513
SPX.Index,0,0.00650473331908963,-0.0120313638422943,-0.0252155396756825,0.0159512403450699,-0.0160256411572139,0,0,0,0,0.0565249430704085,0,0,0,0,0,0,-0.0157752626199987
VIX.Index,0,0.152069876767053,-0.0939114271855229,0,0,-0.24360145672581,0,-0.154574165933187,0,0,0,0,0.211535569857463,0,0.465291268703938,0,0,0
