,BTC,ETH,XRP,BCH,LTC,ADA,EOS,NEO,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0337348687999324,0,0,-0.0507259286871996,0.121342188099861,0,-0.045470569986214,0.218293045333132,0.183002867675944,0.261986155969816,0.0792591602671591,0,0,0,0,0,0,0.0585283290446443
ETH,0,0,0.0767711537154412,0.319098413506032,0.370277448465161,0.108800210000813,0,-0.34296880976868,0.0989872842197314,1.73472347597681e-18,0.17442552686343,0,0.0884742620637392,0,0,0,0,0,0,-0.087389968611873
XRP,-0.781667587622102,0,0,0.556667988036411,0,0.305632511357469,0,0.264117438266248,-0.0875803219542564,0.184853744150334,0.390452821261295,0,0.0971899117131766,-0.618396317377729,0.406782785655331,0,-0.0464722226419274,0,0,-0.0842127637299423
BCH,0,0,0,0,0,0,0.00856997208014697,0,0,0,0,0.118369221280129,-0.12845382093155,0.437245857920768,0.194034679969651,0,0,0,0,-0.0786937177194503
LTC,0.054297968263024,0,0,0.0216060927906569,0,-0.0460909257523245,0.133628296525778,0,0,0,0.171146768361962,0.384130973134744,0,0,0,0,0,0,0,0.184802942083441
ADA,0,0.744154166594326,0,-0.315782022721302,0,0,0.47065010955079,-0.145268479250868,0.445760082486311,0.256768343126804,0,0.0330560720475495,0.0929031577063293,0.255825154981789,-0.225667519204888,0,0,0,0,0.0278230841816932
EOS,0.755414894866961,0,0.106238603443617,0,0.144950091932927,0,0,0,-0.243229034467098,0.0926378641570525,0,0,0.123779504374003,0,0.153494312899938,0,0,0,0,-0.255133011306803
NEO,0,0,0,0,0,0.212679581265533,0,0,0.237870225763958,0,0.0408908344950139,0,-0.0259132514448497,0.307759832013575,0.0852672784028087,0,0,0,0,-0.0617387739142937
XLM,0,0,0.147251605220108,0,0,0.0176156624291752,0,0.587431904235221,0,0,0,0,0.139494349349303,-0.0288681646935104,0.103796424195953,0,0,0,0,0
MIOTA,0.381163860678662,0,0,0.0305803941082124,0,0,0,0.465439026003091,0,0,0,0,0.0658962562726145,0.159625632879823,0,0,0,0,0,0
XMR,0.411273453220372,0.742530361876321,0.403692524606751,0,0,-8.67361737988404e-19,-0.0930617001934906,0.491414863371977,0.0659818964091504,0.0396956830852308,0,0,-0.235457715610482,0,-0.529018133065696,0,0,0,0,0.177458581286782
DASH,0.306223791444825,0.623521668633056,0,0.214471499989072,0,0.0799612622713047,-0.0547683417323534,0,0,0,0,0,0,0.0121996754534496,0,0,0.12055866229535,0,0,0
XEM,0.831609700696613,0.524224142026793,0,0,0,0.115293718722784,-0.286846162340593,0.0743271731979475,0.612901906694362,-0.399397813250682,-0.963272251089464,0,0,0.443601615855988,0.121406653801314,-1.72731996106806,-1.34630788551323,0,0,0
TRX,-0.283188329352084,0,-0.161059090929883,0.606044233477009,0,0.259699284686618,0.0300572087432837,0.487055106405724,-0.310489969439597,0.254316693600353,0,0,0.0022179135598313,0,0.108867919776954,-0.582361718902706,0,0,0,0.0427450661737166
ETC,0,0,0.729369578796721,0.156764345701426,0,-0.012394538301009,0,0.577958658130538,0,0.103257440164525,-0.684811368587355,0,-0.00666477473661218,0.190644402000105,0,0,0.292584396790606,0,0,0.122009394874457
BV010082.Index,0,0,0,0,0,0.0248858479596268,0,0.0995736151686262,0.129555175654716,0,-0.255914323202755,0.25399886028633,-0.108508913929347,-0.0535323008120301,-0.128243884483709,0,0,0,0,0.0532187895142849
CVIX.Index,0,0,0,-0.24323552361188,0,0.112571471722752,-0.155469904564528,-0.0551341023069373,0,0,-0.0566264656371037,0.0729812401254808,-0.251140828680113,0.198851884100923,0.278828880309064,0,0,0,0,-0.0478736623728375
DXY.Curncy,0,0,0.0328598473178582,0,0,0,0,0.0421883375814312,-0.052978172957229,0.0215902619266196,-0.0246689605507189,0.0304692178732695,0,-0.0262050340743519,0,0.0906948697549823,0,0,0,0.00430675479277344
SPX.Index,0,0,0,0,0,0,0.00916590899413452,0,0,0.0196362394862011,-0.011199884180168,0,0,-0.00827588425316781,0,0,0,0,0,-0.061279890123764
VIX.Index,0,-0.419319930620322,0.484624295555776,-0.162369223006135,0,0.163609679925304,0,0,-0.492476299435968,0,0,0,0.0530572524545139,0.235453804513797,-2.77555756156289e-17,0,0,0,-5.02595661669849,0
