,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0306514746934059,0,0,0.928523405542299,0,0.0405072172739512,0.0808954260501201,0.0575203205000824,0.144043678037606,-0.0894958050362001,0.203762825902371,0,0,0.0956221273895316,0,0,0
ETH,-0.936399524314018,0,0.0877161389436686,0.176785231107401,0,0,0.779638780302744,0.140503185930843,0.292685911488604,-0.445368080274936,-0.542351896526912,0,0.125285380986143,0,-0.0211051692150084,0,0,0.0790125003994206
DASH,0,0,0,0,0,0.609447425437445,0,0,0,0,0,0.157170515860594,0.250782408633505,0,0,0,0,0
XRP,0,0.0935812423226754,-0.0507945521418623,0,0,0,0,0,-0.0543139030935592,0.506427454303643,0.0178486559612975,-0.337719601675459,0.0795572870640276,0.122516055464598,0,0,0,0.327475950958535
LTC,0.285683696137113,-0.10188013728343,-0.0130835727870297,0,0,0.076160501667878,0.230884082902762,0,0.0311381399338452,0.0252338549345774,0.0339561396511957,-0.124872985417747,0.0133848032599336,-0.107413433448536,0.0235198039898705,0,2.22088334132725,0.0526662651684798
XMR,0,0.610816010500529,0.157388725556408,0,0,0,0,0.10244903821752,-0.116831214418802,0,0,-0.425816731260627,0,0.748451048653413,0.43450141229512,0,0,0
ETC,1.16986766181258,0.320182832298125,0.09129349940088,-0.114128221121052,0.0508842273365529,0,0,-0.321257729270269,0,0.208970545457004,0.628389285495053,0.062536717185302,0,0,0,0,0,0
XEM,0,0,-0.186853636444865,-0.605706372317646,0,0.337708027950602,0,0,0.226816402701481,0,0.669651624937624,0,0,0,0,0,0,0.430200652873593
ZEC,0,0.697703415547886,0.212014034290224,0,0,-0.881699886213677,0.122040344390856,0.530245493294134,0,0.837495814984253,-0.42413678658963,-0.667949989007138,-0.222142672139847,1.73472347597681e-18,0,0,0,0.566211121607586
DOGE,0.34195902054794,0,0,0.868300241108886,0,-0.0679557347741288,0.0352910564750639,0,0.153030877843699,0,-0.295312359759912,0,-0.162208408901712,0,0,0,0,0.0872006045022256
XLM,-0.501696686864888,0,0,0.153858935521571,0,0.118950507109745,0.369304695041045,0.105153843862695,-0.136866198546272,0,0,3.46944695195361e-18,6.93889390390723e-18,0.0814493496798095,-0.235186113779539,0,0,-0.0423215418572265
NEO,0.468016156919105,0.11727036014856,0,-1.01711666795438,0,-0.33846135251342,0,-0.299602281635332,0.0683624122449131,0,0,0,0.146064465243484,1.51531404313018,0.0125996434400521,0,0,0.603198961091673
DGB,-0.342247185514932,0.234968000210575,0.127385200015956,1.59794509356453,0.0271402784986966,-0.484013294651792,0,0.513887836613029,0.249284093609134,0,0,0,0,-0.935358696820826,0.435889624686069,0,0,-1.25693585904045
BV010082.Index,0,0,0.0573400536449778,0,-0.319082319129706,0.0321212471543244,-0.0289368036526053,0.00995953559667162,0.0640693794666036,0,0.433288786094555,0.145797010986338,0,0,0.307403424320388,0,0,0.13645373329047
CVIX.Index,0,0.0592296925478851,-0.0156326104411819,0.349347526424442,0,0.0397166150881868,0,0,-0.00998233791899918,-0.208162238044083,-0.271757912236007,0,0.048157168240929,0,0,0,0,0.0634111206216969
DXY.Curncy,-0.0106590560213992,0.0201232949446802,0,0,0,-0.0142016132840576,0,-0.0123422842320208,4.16640593524341e-05,-0.0101677286458454,0,0,0,0.106062370362681,0.0342889710814748,0,0,-0.0167175794759183
SPX.Index,-0.0093581220942763,0,-0.00262749928200721,0,0,0,0,0,-0.000577079532721805,-0.000364802246803636,0.00113621058182726,0.0132124406755572,0,0.0212084323351563,0,0,0,0
VIX.Index,-0.28640527926674,0.142081914795979,0,0.983550460234969,0,-0.0494889532441244,0,0.118899186504301,0.118631280807286,-0.63482270676646,0.199140482269495,0.901028365365829,-0.203438971857367,-2.77555756156289e-17,0.460446021359931,-4.61670961220889,0,0
