,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0652462371150197,0,0.0448571726830418,-1.0842021724855e-19,0,0,0,-0.0576591440968062,0.0212610474639069,0,0,0,0,0,0.0031715974041284
ETH,0,0,0.0530014213139593,1.02667311983461,-8.67361737988404e-19,-0.0136944392279077,0.0694259039861874,0.0611700877281892,-0.0586488363501041,0.280542956367141,-0.0313938088017856,-0.157281956697824,1.1704065066334,0.00916415100397567,0,-2.60317222158915,0.0766754966380588
XRP,0,0,0,0.991895606651193,-0.137408582293985,0.236362696039654,-0.509757317090077,0,0.245927914556634,0.431954577841722,-0.147187748617716,-0.358552175973425,0,0,0,0,-0.0317205703159262
LTC,0.570838145441341,0,0.00298714190813135,0,0.0248629134680888,0,0.106370408424457,0,0,-0.105144376426742,0.00200311173256901,0.0188850144247218,0,0,0,0,-0.020012749970993
ETC,0,-0.117599975125005,0,0,0,-6.93889390390723e-18,0,-0.141730686191815,1.76868336090318,0.000117131623548238,-0.104069979957905,0.488224174296478,0,0,0,0,0
XMR,1.02592384066037,0.933013942382153,0.118727386960241,-1.07438872882236,-0.101762607403589,0,0.189940047138858,0.333935152680696,-0.988614197543976,-0.179855654819266,-0.132336280984828,-0.155751363893246,0,0.546854480088548,0,0,-0.0318142894758941
DASH,0,0,0,0,0,0.0558736220540081,0,0.143372897508011,0,0,-0.0920181552333531,0.0511697007512348,0,0,0,0,0
XEM,0,0,-0.0841389043386207,0,0.13588315629249,0.302081948513653,-0.0248419968723117,0,0,0,0,-0.252651509609791,0,-1.10114386595384,0,0,0
DOGE,0.0269645346846364,0.0218204571154016,0.0660638791363623,0,-0.0191460155212052,-0.163910668246007,0.071577535627155,0.072567033829626,0,0,-0.00352809648811881,0,0,0,0,0,0
XLM,0.0163913605611187,0.351071427022446,0.20336405247895,-0.621534122853722,0.133071253348815,0,-0.737545772653982,0.577226159410011,-0.950766312011644,0,-0.053909156367889,0.233099407877219,-1.19051722280498,0.951302944011371,0,0,0
NEO,2.72945309272249,3.44839689566955,-1.85603659475485,0,-0.446366538181555,-2.31951187099307,-1.35775030913923,0.958560304069323,0,0.627328729187835,0,-1.19095395182444,0,0,0,0,1.0602659983087
DGB,2.11513862082675,-1.74303785154479,0.6750402258201,0,-0.17085678294176,0.0912089336800659,0.65784821861621,0.0396786726794604,-0.869921648669532,0.343067195996172,0,0,1.35102836819627,1.04144069099181,6.79235995085209,0,0.106329580119818
BV010082.Index,0.0998357741300767,0.00326761982167052,0,0,-0.069667125606275,0.0911555811999681,0.100983437344065,0,0,-0.0646081057465696,0.0232903782740135,0.105549333232581,0,0.337547784059605,0,0,-0.178021311993231
CVIX.Index,0,0,-0.229092561943898,0.699896051314962,0.0107569178955862,0.059251371834811,0,-0.14475286085245,0,0.201229998141389,0.0257967244684382,-0.0887908127068786,0,0,0,0,0
DXY.Curncy,0,0,-0.0217044838132982,0,0,-0.0081322070416752,-0.0372556980458946,0,0.0669315454210979,0.00264477308171877,-0.00418754688366643,0.0197549183083751,0,0.0165845970909045,0,0,-0.000415272640333628
SPX.Index,-0.0537796061710752,-0.0492838304222313,0.0104561667965767,0,0,-0.0125872118223214,-0.0199929883678328,0.0285568699912526,0,0.00748869795084916,0,0.00502525436538552,0,1.73472347597681e-18,0,0,-0.0556142438300746
VIX.Index,0,0,0,0,-0.0125201827885125,0.1922323934844,-0.219920296152756,0,-0.934538109879482,-0.0696327305007283,0.0153293364831586,6.93889390390723e-18,-0.208138033528683,2.44664833659712,0,0,0
