,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0455662604284163,0,0,0.250917975746685,0,0.149761623814139,-0.331448030541701,0.462715091537248,-0.252819175122905,0.207741876854469,0.0423112402279059,0.273088300772435,0.0318503914562924,0,0.0676428855736286,0,0,0.278731474794487,-0.00774521649818619
XRP,6.93889390390723e-18,0,0,0,0.255004158586494,0.0115785688829027,0,0,-0.327249787501942,0.798921780728005,-0.148497204293453,-0.385770357355019,0,0.373998553672928,0,-0.47973110837928,0,0,0,0.204094457083921
ETH,0.354266524372094,0.0757015233871213,0,0.0371540734716787,0.112266161935166,0,0.219331993211689,0,0,0,-0.0757206553327342,0.00933113025842218,0.127534224870345,0.0605227769732964,0.23426745545738,0,0,0,0,0
BCH,0,0.205490882201801,0.221600393598379,0,0.200219115163106,0,0,0,0,0,1.38828506690142,-0.719117079522576,0.475843839404004,3.46944695195361e-18,0,0,0,0,0,-0.268517418472334
XLM,0.696590905090287,0.381975557952092,0,-0.0515931790452811,0,0,-6.93889390390723e-18,0.960124709661781,0,0,-0.21448803347264,0,-0.352778047057963,-0.0816598259578821,0,0,0,0,0,0
EOS,0,0,0.120372287009298,0,0.0724393635637157,0,0.680005118307868,0.23632867234745,0,-0.00729698660042942,0,0.0626241328377367,-0.345597067042394,0,0,-0.149295223425226,0,0,0,-0.0212841150567688
LTC,0,0.0266778221858131,0,-1.73472347597681e-18,0.0478511412362807,0.164531607588183,0,0,0,0.0347397508357332,0.0194426588877057,0,-0.085284532902849,0,0.732349652083987,0,0,0,0,0.0268398652900697
ADA,-0.014157437641008,0.0245310695748144,0,0.213192555443064,0.17908032372953,0,-0.220535959358142,0,0.175880774273285,0.158918868276103,0,0.331225459980278,-6.93889390390723e-18,0.0584397783230924,0.0115331544388336,0,-0.223040188709172,0,0,0
XMR,0.631390815386432,0,0,-0.177755031485577,0,0,0,0.0787846311123565,0,0.35192999646592,0,0,0,0.0592921181125272,0.247307568059157,0,0,0,0,-0.0111629193438917
TRX,0,0.194230850459808,0.272913272482674,-0.04391752113071,0,0,-0.294757630888192,0,0.0726466575950816,0,0.575015812311682,0.32597312723463,-0.0502101608653317,-0.192259254189274,0.133534908791374,0.11710707292509,0,0,0,-0.0646118605065309
MIOTA,0,-0.21114557998868,-0.315027597852733,0.246249974939534,0.137328249640151,-0.00987739206506196,0,0,0,0.512660888730624,0,0.123242159515507,0.246480567580837,0.248348512784759,0,-0.261917728728858,-0.784656876067071,0,0,0.170207975466283
DASH,0,-0.264190782729192,0,-0.307269786256289,-0.037624215046586,0,0,0.577030837017191,-0.643651821444192,0,0.470626069942823,0,0.319150806580537,0.120966245588274,0.748781240208313,0,0.858265041598664,0,0,-0.0399354939476549
BNB,0.077618610683006,-0.128392205454313,1.02245623304693,0,0,-0.351291219810483,0,0,1.38777878078145e-17,0.110579649428059,0.100675801710822,0.0445453230998276,0,-2.16840434497101e-19,0,0,-0.160822240957132,0,0,0
XEM,0.705394315514123,0.0888290631864356,0,0,0.175613395836225,0,0,0,0,-0.268138120303229,0.00576380670226545,0.185662792452617,0,0,0,0,0,0,0,0.0374351848537186
ETC,-0.109744603623186,0.132009857130158,0.216727437739672,0.0442377142921209,-0.132420633041412,0,0.188729420926675,1.38777878078145e-17,0.254266696544115,0.0882966662330299,0,0.18956289537044,0.119685672977073,0,0,0,-0.0272931314713474,0,0,-0.034066898949211
BV010082.Index,0,0,0.00910309815795327,-0.00450712073399266,-0.178255318538538,0,0.0360795559783589,0,0.0436904609057256,0,0,0,0.124271773464549,0.00236961927343165,0,0,0,0,1.56094481126018,0.177657110538401
CVIX.Index,0,-0.181343810543497,0.0272067823116509,0.19555362328379,-0.00997060208180693,0,0.0962159166828096,0,0,0,-0.452490368804962,0.119110222790396,-6.93889390390723e-18,0.113853079551561,0,0,0,0,0,0.150159398214619
DXY.Curncy,0.0195958259126968,-0.00443018846865922,0,0,-0.0258534623677493,-0.0968257784708013,0,0,0,-4.33680868994202e-19,0.0590326494424541,0.00227884240907696,0.00866762247995813,-0.0116041676331046,0.049673530777911,0.0392471274403041,0,0,0,0.0173128675987727
SPX.Index,0.00691687621743085,0.0646367630359121,0,-0.00949657198007364,0.019105400428647,0.0582048499237589,0,0,0,-0.117577584549658,0,0.0286079526912281,0,-0.0114459251522419,0,0.233202073940085,0.22244290378415,0,0,-0.146031060060616
VIX.Index,0,0.490787875766241,0,-0.0889792979017184,0,0.475806477047422,0,0,0,-0.96894059793088,0.08981420787008,0.202309311206979,0.148599929308302,-0.028593448381971,0,1.47004474140781,1.52173387699419,0,-6.47684133825683,0
