,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.130398788696812,0,-0.00894982212181828,0,0.0708784337114776,0,-0.0453819959279443,0.0749360013246754,0.0660845082019656,0.0334226350274089,0,-0.0711715154139373,0.330716842626681,0.02186864487488,0,0.0708023219396066,0,0,0
ETH,0.812843142135779,0,0.0955010845065858,0,0,0.258475318345377,0.0187118880720486,2.77555756156289e-17,0.0620596829173234,0,0,0,-0.074356519233538,0,0.0476069356606435,0,0,0,0,0
XRP,0,0.259620275280973,0,-0.0595569591604803,0,0.167646127816617,0.112399874462606,0.132506306826789,0.0361458985494845,0,0.094518986273259,0,0.233998654062547,0,0,0,0,0,0,-0.0388386212926075
BCH,0,-0.135257486740497,0,0,-0.0631743136451462,0,0.0486710540387357,0,0.222621676113168,-0.190392596695601,0.356706639370063,0,0.629404717026394,0,0,0,0,0,0,1.73472347597681e-18
EOS,0,0,0,1.08956426615132,0,0,0.107928942685447,0.964465305168684,-0.492379407549388,-0.388358331972947,0.781158264640146,-1.13210623108053,0,0,0,0,0,0,0,0.541391439733708
LTC,0,0.517810415036132,0.0804328490945246,0.0521593574899431,-0.0307442907782269,0,0.0225207505115014,0,0,0.195319576355437,0.0618064393532296,0,-0.0238774908469617,0.0130616731467404,0.119776529717672,0,0,0,0,0
ADA,0.1721836419005,0,0.447978507573645,3.46944695195361e-18,0.0937881097689272,-0.389551917194346,0,0,0.212844929619577,0.213491201097064,0.0415782777907026,0,0,0.17192769980336,0,0,0,0,0,0
XLM,0,0,0.0693572662164466,0,0.0705129921925149,0,0.243912133619793,0,1.73472347597681e-18,0,0.42569686370033,0.144900126731415,0,0,0.05037220147975,0,0,0,0,0
MIOTA,0,0.044818217744689,0,0,-0.113800513121442,0,0.19262534756235,0.384910032931397,0,-0.0812965591476039,0.0909083150270981,0.376747196320146,0,0,0.253954178386477,0,0,0,0,0.452473904185508
TRX,0.310442598360006,0,0,-0.0928598823226114,0.219128878250455,0,0,0.0778438252060597,-0.47286055659116,0,0.125375056180068,0,0.274785548169002,0.903098081154131,0,0,0,0,0,0
NEO,0,0,0,0.0565719793926742,0.0544224566817154,0.142997794778844,0.044871023657704,0.223982943719392,0.145903700971288,0.13767699491641,0,0.202029759405287,0,0.0418063499895469,0,0,0,0,0,0.027720773456734
DASH,0,0.154224480875972,-0.259055837344618,0.283850812067755,-0.120229148893731,0.00912185796572286,0.0281153496148951,0.41333607878718,0.016963466597426,0.20346223397368,0,0,0.325035934963939,0,0.0369329992793735,0,0,0,0,0.0399258921207613
XMR,0,0,0.394080323703161,0.151508584104964,0.0345910775183895,0,0.0930778665119122,0,0,0.120952477894305,-0.0822294791546502,0,0,0,0.173761544541817,0,0,0,0,0.0628707833748619
XEM,0,0,0.0264662586064781,0.0205978155889999,0,0.0324084391587797,0,0.192229090313001,0.282064038962528,0,0,0,0,0,0.159983998623596,0,0,0,0,-0.0592696510367374
ETC,0,0.522588373712061,0,0,0,0,0.0106639767881486,0.276843718234602,0.015977814843654,0,0,0.0872617449173406,0.12451982669105,0,0,0,0,0,0,-0.105605371055715
BV010082.Index,0,0,0,0,0.0271461994255625,0,0.0110113713995411,0,0,0,-0.00950619889766571,0,0.0243143132179512,0,0,0,0,0,0,-0.0117883477327208
CVIX.Index,0,0,0,0.0326478917064623,-0.0191445712237465,0,-0.125823188131015,-0.0299452939834475,0.08283778257155,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0199573341327976,0,0.0254875950914138,0.0108448074659583,5.42101086242752e-20,-0.0487187233003729,0.00687430925101782,-0.00296274592010548,0,0,0.00273628776422397,0,0,0,0,0,0.0437458873341364,0,0,0.000822690890039576
SPX.Index,0,0,-9.81245731745074e-05,0.0167850996230183,0,-0.0137733030060474,-0.0185837571755337,0,0,0.00466305768268285,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.139435013956566
VIX.Index,0,-0.118895698363882,0,0.0102721912288341,-0.0377582840697105,0.0664851825356312,0,-0.260674662998255,-0.0198258102372526,-0.000362303658079999,0.224848820777216,0.0929615460022516,0.146379603268555,-0.274745493213589,0,0.4457234185737,0.153770967062913,0,-5.92403163586878,0
