,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.152052634049509,0.0980634156496736,0.152546611954539,-0.0630681351971509,0,-0.340412874196,0.0502055202670552,0,0.0174257502974417,-0.266753380178159,0,0,0.155180941705805,0,0,0,0.258433743339142
ETH,-0.324748048744984,0,0,-0.0789856724537455,0.411122966682351,0.109225868007368,0.421412632043582,-0.0640385552468242,-0.369910749300744,-0.0160182810808475,0.195168750951584,0.482377482195556,-0.0318923465902699,1.07446592041355,0,0,0,0.641344575106455
XRP,0,-0.851587785240591,0,-0.606869385286673,-0.64309187115198,0.904881905875029,0.70262033912351,-0.987036333676479,-0.472846864199538,0.20523905104807,1.77955533169978,-0.775713273797921,-0.087726411896934,0,1.77901343278338,0,0,-1.2506851607255
LTC,0,-0.454025537005323,-0.0664001838953288,0,0.336360253591226,0,1.20414137531574,0.129592514565474,-0.765636294166268,0.634829832322852,0.141133146704904,0,0.186039022666273,0,0,0,0,-0.0776309619120497
DASH,0,0.772629516689086,-0.00135737236657489,0.0693196587861068,0,-0.423226858459434,0,6.93889390390723e-18,0.376575614712628,-0.345840270891553,0,-0.0529341317044806,0.188276347215495,0,0,0,0,0
XMR,0,0.34141922746101,0.0419807656128935,-0.0382456877668334,-0.177520923502247,0,0.0194587294640883,0.315335426424119,0,0,-0.121904429269676,0.205616622695055,0.10331956031939,0,0,0,0,0.234651533825914
ETC,-0.596445397196957,0.154099720561475,0.111140884551499,0.313864170075321,-0.109773738217625,0.0917855116153028,0,0,0.301749027154887,-0.183796463968147,-0.228983276226295,-0.205879884378841,1.73472347597681e-18,-0.146873854849007,-0.0651674728627729,0,0,0
XEM,0,0,-0.61533029556333,-0.198691918692821,-0.543257859802299,0.672055775456876,-0.153420294705164,0,0,-0.352192291286587,1.31491007874576,-0.28604580990802,-0.221917797224864,0,0,0,0,-0.724628223856017
ZEC,0,-0.191655243489837,0.0652509398291463,-0.38435714172331,0.240160426099388,-0.128598651150938,1.29166012387189,0.252735977948023,0,0.643057510994471,-0.33046760286904,0.496347413086688,0.0136957174933936,0,1.59299173507322,0,0,0
DOGE,0,0,0.234368410296606,0.669605541750985,0,0,-1.30355640061763,0.208056478190901,0.602990701925854,0,0.158753352995658,-0.210481050343916,0.146817184160612,0,0,0,0,0.311336206212316
XLM,-1.48159576050287,0.202474210731923,0.331461279276759,0.185033864598965,-0.111478885362963,-0.223232550091266,0,3.46944695195361e-18,-0.178861887633235,0,0,0.385669966077185,0.128767550516548,0,0,0,0,0.396529347921058
NEO,0,0,-0.0766287129218363,0,-0.104918427802458,8.67361737988404e-19,0,0.121570549475043,0.211178202898921,0,0.239593228328316,0,0,0,0,0,0,0
DGB,0,-1.65018695230356,-0.349877360715955,-0.751890086312754,0.370937250100031,0.271228779735832,1.90602841520011,0.696159489645082,-1.28241153785355,1.32115206033153,0.23315785770689,0.943156480435271,0,2.83946446903165,4.49800975388408,0,0,-0.578635590680632
BV010082.Index,0,-0.0123939313818658,0.00256421716948976,-0.0264021473895482,-0.013618956641963,0,-0.0228919667266691,0.000925591709357624,0,0,0,-8.67361737988404e-19,0.0292791427477765,0,0,0,0,-0.10680735152841
CVIX.Index,0,0,-0.000112935266280496,0.0218957056287055,0.0426787590681915,-0.0320324049843146,0,-0.0211447649089172,0,0,0,0.0479037799980612,-0.0149967240631968,0,0,0,0,0.024374553346727
DXY.Curncy,0,0.00522237023594804,0.00933742478498312,0.00588035658572011,-0.0144135451961356,0.0265851494669122,0,0.00155062441890252,-0.00342751685538117,0,-0.02196452413075,-0.0155033385429595,0.00168021569278814,0,0,0,0,-0.0171859001161879
SPX.Index,0,-4.33680868994202e-19,0.0127961335976794,0,-5.42101086242752e-20,-0.00435111864809349,0.035157339467416,0,-0.0312232247750706,0,-0.0208292886341487,0.0113329062330237,0.0204260530083259,0,0,0,0,-0.00998605798866524
VIX.Index,0,0.120086582879462,-0.110090940046526,0.00313141967023965,-0.087338900328319,0,-0.34055228316585,-0.0482768341037262,0,0.0345023345089313,0.149378258401398,-0.141537811069096,3.46944695195361e-18,-2.33159759722562,0,0,0,0
