,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,XMR,DASH,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.148662085449604,0,0.0952205607234275,0,0.0965931425235302,0.00659581424473578,0,0,0,0.127572805664177,-0.0365191464507633,0.0961038277781582,0,0.0710242101395315,0.063760913859371,-0.177482952673301,0,0,0.0394237957104029
ETH,0,0,0.370381091335577,0.154457048944851,0,0,0.113389031100808,0,0.114632981189163,0.0453536783160449,0,0,0,0,0.175525747892322,0,0,0,0,0
XRP,-0.170181059541633,0.380755211824092,0,0,0,-2.77555756156289e-17,-0.157370310950486,0.382841717717071,-0.0224781804115665,0.0132483303198315,0,0,0.114685347802491,0.310432307295029,-0.0359577636437249,0,0.414624164893518,0,0,0.0934139019053244
BCH,0,0.199769789349937,0,0,0.430888516903444,0,0,0,0.204512526664841,-6.93889390390723e-18,0,0,0.160889342750841,0.0843120005224429,-0.0612588049127812,0,0,0,0,0
EOS,0,0,2.77555756156289e-17,0.113196732375946,0,0.945335523464524,0.0354877548164329,0,0,-0.0610897739975113,0.488660798289856,0.31426185498177,-0.829654463720602,0,0.127466327865213,0,0,0,0,-0.0259877616344446
LTC,0,0.249162884733727,0,0.0984894409960649,0.0263735188570832,0,0,0,0.0460542154695725,-0.00130433146639491,0,0.036046774802893,0,0.371907182946173,-0.132843390337442,0,0,0,0,-0.0477720947970022
ADA,0,0.173300746537028,0,0.0947537151038185,0.0946173551706796,0,0,0,0,0.176452600252934,0.252416246428892,0.114492481426353,0,0,8.67361737988404e-19,0,0,0,0,0
XLM,0,0,0.739392499701715,0.098827222485181,-0.0567669061329851,0,0.420237115239686,0,0.0460450998884471,0,0,-0.23234305320338,0,-0.0849613065589664,-0.0524948570262334,-0.279983689228491,-0.276191039606534,0,0,-0.208425885874924
MIOTA,0,0,0,-0.331954549866624,-0.0317380753035209,0,0.165894679616915,0.827586209891398,0,-0.277396943826487,1.05957306262959,-0.379385336949254,0,0,0.0258552912035802,0,0.141102041924185,0,0,0
TRX,0,0.881451073109106,1.30958637435786,-1.10890205932584,0.404903885628334,0,0,0,-0.348027054877532,0,0,0,0.420948570330675,0,-0.109378952118662,0,-0.172801336532733,0,0,-0.015031650560312
NEO,0.518945462960691,-0.022676564463361,0,-0.0861476366546508,0.0613797978613758,0,0.0126363804478864,0,0.192713231491815,0.0958857915450668,0,0.127508245204767,0.0354778621023999,0.295700986160344,-0.00437574338720233,0,0.0813884735042461,0,0,0.00423853102851367
XMR,0.266573664004699,0.502434594293865,0,0,0,0,0.249206548521388,-0.483771294650784,-0.540627952322073,-0.263150299600809,0.871252832189734,0,0.517097218847946,0,0.154051999577843,0.0889690311192765,-0.112762585288842,0,0,0.012803985489848
DASH,0.834660047065285,0,0.565124109779132,0,-0.0966552168113746,0,0,0,-0.0404580867316585,-0.0702415910627771,0.133704824349365,0,0,0,0,0,-0.806268320774649,0,0,-0.0792539859419102
XEM,0,0,0.233245119051799,0,0.103110122625396,0,0,0.145045576435794,-0.229899073655903,0,0.714471256916076,0.0520570912020152,0,0,0.0518965598314223,0,0,0,0,0
BNB,0,0,0,0.480714926425352,0,0,0,0,0.233554040282555,-0.268546018987517,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.255681807738276,0,0,0,-0.356062353708814,0,0,-0.209305446658636,0.107424582586317,0,0.179585517166756,0.0789292123999241,0,0,0,0,0.254440671892461,0,0,-0.316431424394537
CVIX.Index,0,0,0.572261023464896,0.192203668328795,-0.150910532992534,0,0.100525611437789,-0.436620011005414,0.125326975636596,0.00297312648873937,0.12466567106216,0,-0.521598281127946,0,0,0.465748397425624,0,0,0,0.0657021838184863
DXY.Curncy,0,0,0.0371404759303844,-0.00228527667449062,0.0438591316269784,0,-0.0138225094020262,-0.0245733258876814,0,0.0147153687528946,-0.0155597063312143,0,0,-0.0353540843900892,-0.00940285828085473,0,0.0140303539652589,0,0,0.0256914967275903
SPX.Index,0,0,0,0.0417001123793874,0,-0.0186489864731623,0.00721178774280387,0.0125045891242151,0,0.00577467256929281,0,-0.00408542737890774,-0.0171491126127541,-0.0653256680287098,0.0194139721832203,0,0,0,0,-0.0369175530798627
VIX.Index,0,0,0.621204975385746,0,-0.609279279014123,0.0635578094209977,0,-0.514479090219423,0.096127827725748,0,0.703805795126989,0.00104346062115635,0,0,-0.432935674914097,-0.937219168642522,0,0,0,0
