,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.265206319046026,-0.105723571013223,0.0411184231247119,0.0256729121779864,0.295305420981351,-0.03073079378405,0,0.0476775656653943,-0.163272718415616,-0.108626382434501,-0.0406246180445127,0.0316185931883528,0.201414180076596,0,0,0,-0.00911970065626602
ETH,1.39260085689107,0,0.0401837641282013,-0.269693089488627,0,-1.06724786292057,0,0.786859246880414,-0.191223099025982,0.523891432927895,0.751551428663574,0.240965120498066,-0.128396433661921,0,-0.0117211297999662,2.1738148589232,0,0.121355878718582
XRP,0,0,0,0,0,0,0,0.592255984411622,0.351958883092401,0,0,0,-0.362372181479017,0,0,0,0,-0.123915999001576
LTC,0,0,0,0,-0.12356412002864,0,0,0,0.146859938926903,0,0,-0.104065779121158,-0.0645084856807777,1.05016318313412,0,0,0,0
XEM,0,0,0.213400833075747,-0.273040258385045,0,0,0.775911898449687,0.431543648058226,0.518204741470627,-0.675796270568854,0,0.0731372974543287,0,0,0,0,0,-0.710238910650376
DASH,0,-0.307636556278745,0.03483254862978,0.0497173335802326,0,0,0.0252916173783069,0.429309690370786,0.0258521344398358,-0.00351862350312059,0.492188906333276,0.0637765790019674,-0.0606516367197499,0,0,0,0,0.249458983351799
ETC,0,0,-0.233912433759941,-0.203711167094884,0.147001441682104,0.598647642397794,0,-0.30644218531669,-0.0319770916685879,0.29921097893357,-0.603083706353347,0.534326602303977,-0.239547945343693,0,-0.410360191078455,0,0,0.138212557852796
XMR,0,0.321751261522347,0,-0.0689404578819956,0,0.323431359484644,-0.227972406012813,0,-0.0245411525401759,0.0520825827982829,0,-0.00965391495907657,0,0,0,0,0,-0.000890341323249701
XLM,0,0,0.704555863730617,0,0.0748514328353408,0,0,0,0,0,0,0,0,0,0,0,0,0
DOGE,-2.14762877638609,0,0.397854610577264,0.184253048442415,-0.0849919233920223,0,0.398573357346097,0,0.0843439159777643,0,-0.289114221877708,0.0378794916527781,0.241925894254157,0,0,0,0,0
ZEC,0,0.114253338134164,0,0.0557401881321283,0.0562179716572099,0.854288892081082,0,-0.596618397839772,4.33680868994202e-19,0.148541567393631,0,0.134268644336415,0.0656385251175475,0,-0.202606954100214,0,0,-0.198905585387752
NEO,0,0,0,0,0,0.785299541320293,-0.00708085380152373,0,-0.161847934249653,0.340538665192321,0.290602277164019,0,0.104366920923437,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,-0.0429520867836794,0,0,0.230944247302471,0,0,0,0,0,0
BV010082.Index,0.142500093435748,-0.0456195489250551,-0.000492939896316704,0.0629668455485185,-0.0932015737733843,0,0.101511378586018,-0.0251060651205325,0.0537541830739004,0.00334040200033122,0,0.0311075824375569,-0.0410069156288875,0,-0.201221856247545,0,0,-0.248449439118944
CVIX.Index,0,-0.280068556322177,-0.0113934885492439,0.288101217009916,-0.423665620817739,0.285217291688792,0.186426754573409,0,0.203680155549296,-0.20983917664821,0,0,-0.00579160427995113,-3.56683797037631,0,0,0,-1.00154223607659
DXY.Curncy,-0.0158766783052779,0.0359567650742626,4.33680868994202e-19,0.00685916015399832,-0.0162042124203014,0,0.0045903501205814,0,0.0117054834137761,-0.0207873869758566,0.0134977721758171,-0.0105178731537484,-0.00912615740088351,0.0363578045769242,-1.73472347597681e-18,0,0,0.0217272786166618
SPX.Index,0.00298060796950868,0.00696340195110455,0,0.00639142023365752,1.6940658945086e-21,0,0.00241273765075549,0,0,0.0078704166123521,0,-0.01213829767375,0.00561569764641097,0.0619173001265845,-0.0232061755575133,0,0,-0.0417792375419559
VIX.Index,0,-0.195444658986219,0,0.262158318968738,-0.431174166566329,0.158271527926918,0.416468334500277,0,0.240893445058809,-0.151177336319469,-0.147657111652728,0.149721088803203,-0.0598078238757239,-3.46464455438168,-0.896430109747312,0,0,0
