,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0351864770100321,-0.0604802436975075,0,-0.0792789177041196,0.0398334207819509,0,-0.00361455008758015,0.148419093462424,0,0.0446337812985918,0.247969420482734,0,0.135221642390953,0.063513441248577,0,-0.390931735664871,-0.203862790999622,-0.00683885998428076
ETH,0,0,0.126184592053998,0.0904664017815441,0.247397767865104,-0.0620511278635326,0.0455250080127381,0,0,0.00267743635467616,0.215322020759059,-0.030760156615373,0,0,0.129227652949524,0.0187833982645395,0,0,0,0.00431943053791599
XRP,0,0.842729193432427,0,-0.132143424564972,0,0,0,0,0,-0.0248786983499504,0,0.245086373700829,2.77555756156289e-17,0,0,0.14669842271106,-0.0443644674928006,0,0,-0.0131501031601156
BCH,0,0.684557080277345,0,0,0,0,0,0,0,0.0416487669588021,0,0,0,0.198863042349552,0.159315136441766,0.0305684960243681,0,0,0,0.0491602136752583
EOS,0,0.436967531435777,0.0567369815157405,-0.124451368334521,0,0,0.247655293140121,0,0.196363560899215,0.13182428568344,0,0,0,0.171271735815855,0,0.0414862336978448,0,0,0,-0.022873565704202
XLM,0,0,0.466304399467673,0.1874012031802,0,0,0,0,0,0,0.0252472101096872,0,0,0,0,0.284710427846178,0,0,0,0.0685715332603657
LTC,0,0,0,0.207013361050726,0.0527924627510583,0,0,0.119208863812404,0,0.207019151179414,0.0298766135704606,0.211631604588511,0,0,0,0,0,0,0,0
ADA,0,0,0,0.172056354480792,0.321295804684511,0,0.232724890472391,0,-0.170106590360799,0,0,0.224645012107496,0,0.0100379079037458,0.334863854949572,-0.0729820317213104,0.0722325783476922,0,0,0
XMR,0,0,-0.0230179705886752,0.319768132124768,0,-0.156352588206198,0,0,0,0,0,0.205367722582399,0,0,0,-6.93889390390723e-18,-0.187171911316209,0,-0.133651996805318,0
TRX,0.607818008448307,0,0,0.090847151679453,0.0526004276224442,0,0.40512453232446,0,-0.322068280987465,0,0,0.240866412504979,0,0,0,0.0667366198493714,0,0,0,-0.0116409652360042
DASH,0,0,0.241349543238326,0.20121115693382,0,0,0,0,0,0,0,0.153840983866506,0,0,0,0,0,0,0,0.0248708024779037
MIOTA,0,0,-0.0649788483869851,-0.228758787284621,0,0.136242148812706,0.116255856551125,0.390189677432413,0.599234011642331,0.255704931530209,0.192867997241932,0,0,0.133282638563771,0,0,-0.105983357536276,0,0,-0.0841356173964613
BNB,0.376158699458341,0,0.0799984179293585,-0.00942470777568475,0,0,0,0,0.226528936716364,0,0.0494582954573031,0,0,0,0.0404965027479164,-0.0604308448924019,-0.0225481126549993,0,0,-0.00428748013584566
NEO,0,0,-0.0971902140982644,0.137997879725142,0.494025114790878,0.0555887659176231,0,0.20072614901437,0,-0.567199174671861,-0.121299617222993,0.239886055259893,0,0,0.395855934675796,-0.00598066884948253,0,0,0,-0.0391602860249798
ETC,0,0,0.0437376815181264,0,0,0.0542163577281715,0,0.41383373726419,-0.147267730146477,0.279419514668873,0,0.139261077305261,0,0.0374340194316627,0,0,0,0,0,0
BV010082.Index,0,0,0.110274126094951,-0.0648677146052857,0,-0.0686858273426673,0,0,0.232039596297256,0,0.193535464101203,-0.335445526031072,0,0,0.120387779711997,0,-0.162546048065885,0.788102738456947,0.871672767923608,0
CVIX.Index,0,0,0.357376094007306,-0.0577246575926172,-2.77555756156289e-17,-0.427676710520617,0,0,0,0,0.19759506685473,-0.39035644848443,0,0.554191218137036,0,-0.789851663771945,0,0,0.709685695809434,0.0445712620721885
DXY.Curncy,-0.0682852160259186,0,0.0109588722261749,-0.121656029949247,0,0,0,0.0984436767939922,0.0778534611649633,0,0,0,0,0,0,0,0.0162312456287435,0,0.0786305758083209,0.0272432191173399
SPX.Index,0,-0.290963035028975,0.0377459748061183,0,0,0.117504251876742,0,0,0,0.148122970370162,0,0.0455781629990579,0,0.15133000883201,0,0.185145663428468,0.0743132701585189,0,0,-0.0838316699211408
VIX.Index,0,0,0.243772799524825,0.811742842151681,0,-0.240626878032804,-1.79297193278257,-0.149309055862523,1.12115560941688,0,0,0,0,-1.59870894259514,1.11398700830024,1.48010150819851,1.87335702125093,0,-2.37381265107316,0
