,BTC,ETH,XRP,ETC,LTC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.129170466885377,0.0902821914566019,0.0300245535976523,0.522805842217375,-0.304119221019284,-0.0863767127077936,0.122115870791622,0.121500605092777,0.0288220066711714,0.214793210676118,0.34845559221475,0,0,0,-0.18894929685378
ETH,0,0,0,-0.121510269396698,0,0.529226421452193,0.387015642416991,0,0.545481555472955,-0.595352050961268,0.354903709339682,0,0,0,0,0.654676057062738
XRP,0,0.019910469917945,0,-0.0025377540660558,0,0,0,0,0.0646679692247827,0.101552236287312,0,0,0,0,0,0
ETC,0,-2.46575956511633,0,0,0,2.33124412162113,-1.08428813508685,0,0,0,0.918152695854851,0,0,0,0,0
LTC,0.61107866404182,0.0440866240895277,0,-0.000684303525567503,0,-0.203579685138428,0,0.0278926027250187,0,0.0522065022530787,0,0,0,0,0,0
DASH,0,0.295229839274634,0.137869593360168,0.0264186255725435,0,0,0,-0.125065694504076,0,0.206497488193237,0,0.264039496377792,-0.521182986452264,0,0,0
XEM,0,0.058175843917467,0,0.0396888743605774,0,-0.314897430176011,0,0.146568437039495,0.362119243859643,0.568048567942051,0.429175675396334,0,-1.20537032319673,0,0,0
DOGE,0,0.079474361142644,0.072737678011865,0,0,0,-3.46944695195361e-18,0,0.0503405554681599,0.351542243496453,-1.73472347597681e-18,0,0,0,0,0
XMR,1.49351000232284,0.0257909717517226,0,-0.0664089544300712,0,0.237454974409421,-0.0070861920665544,0,0,6.93889390390723e-18,-0.116897014436666,1.40925903345096,-0.40331106087639,0,0,0.508951609850512
XLM,0,-0.312866327032313,0.422255517443138,-0.0407369699877887,0.865289450476935,0.659531630975358,0.272237228594825,0,0.210227984233059,0,-0.227794024900648,0,0.929258918070512,0,0,-0.0191257691653121
DGB,0,0.277299867047232,0.487828597806381,0.0769343730274663,0.914551270963485,0.479456921128078,0,0.260204685912974,0.00885247065353948,0,0,0,1.41481834859357,0,0,0
BV010082.Index,0,0,0,0.0265134237975231,0.226066474780931,0.136374548310732,-0.00471862799668068,0,-1.73472347597681e-18,0.0411453879689073,-0.0925423398145396,0,0.313893815438466,0,0,0.00842944599046631
CVIX.Index,0,0.136077602794712,0,0.00109604514290515,0,-0.687850686706502,-0.185623168244953,-0.0232605064778273,0.115724429993918,0.168468453707629,0.191649870748182,0.759430751405878,0,0,0,0
DXY.Curncy,0,0,0,0,0,0.06852294678009,-0.0338877261198383,0,0,0.0354268050093037,-0.026766715548115,0.107064552053747,0,0,0,0
SPX.Index,0,2.16840434497101e-19,-0.00993249826771695,0.000590268050298251,0,0.0167186131809101,-0.0132626073392763,0,0.0148859568453731,0.000742190093800841,-0.00860712050284108,0.0460975308904474,-0.0126484090744937,0,0,-0.0648640967321058
VIX.Index,-0.521865725920394,0.121221533236618,-0.092180883687644,0.061570734538295,0,0,-0.337827176024029,-0.219986959426048,0.148765487627339,0.337506373704882,0.157290468943613,0.32792219846824,0,0,-8.81418802830281,0
