,BTC,ETH,XRP,BCH,LTC,ADA,XLM,NEO,EOS,MIOTA,DASH,XEM,XMR,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.154478770304266,0,0,0.0699664231960559,0,0,0.0744897032755155,0.0671283423036747,0,0,0.0786139417818325,0.313594935183476,8.67361737988404e-19,0.0501071484438502,0,0.193039489063483,0,0,-0.0385327898259649
ETH,0,0,0,0,0.176086065582438,0,0.468562586321382,0.0514655650081414,0,0,0.0505068401562651,0,0,0,0.151860266033133,0,0,0,0,0
XRP,0,0,0,0,0.0931243257083613,0.400189715070489,0,0,-8.67361737988404e-19,0,0,0.166358996491542,0,0.0917567035936595,0,0,0,0,0,0
BCH,0,0.410461203595522,0,0,0,0,0,0.282096564665079,0,0,0.414783345126058,-2.77555756156289e-17,0,0.0358019584048511,-0.00378746153623751,0,0,0,0,-0.0856647957771531
LTC,0,0.391182655930823,-0.241788106381898,0,0,0.624982084690593,-0.288536464615828,-0.205429499769679,-0.0972904626822924,0.220068403910746,0,0,0.106229555668094,0.326941994918574,0.0278768413182274,0,0,0,0,0.0555282429982679
ADA,0,0,0.643342297132987,0,0.058746762867076,0,0,0,0,0.0942581614332162,0,0.101419172516879,0,0,0,0,0,0,0,0
XLM,0,0,0.090487195612948,0,0.189465323374214,0.378957759711062,0,0,0,0,0,-0.0400011852510619,0,0.17065583486403,0.172932164644689,0,0,0,0,-0.043223844703841
NEO,0.595663167903987,0.404474488889444,0,0.0781919315705044,0,-0.0119798597417381,-0.26196325731536,0,0.296622827117176,0,0,0,0.16322758703511,0.171718231178371,-0.260814284749337,0,0.610546351921392,0,0,0.0698614937002215
EOS,0,0,0.113055714899034,0,-0.127883280116956,-0.0862123095140415,0.452038508445255,0.0852153368052216,0,0,-0.519152389690027,0.150821882548091,0.856727398972064,0.256242148484864,-0.198565595390516,0,-0.0759815157145997,0,0,0.0358629627735836
MIOTA,0,0,-0.0754027186764603,0.136323645405816,0.139377658715891,0,0,0,0.491931000375901,0,0,0.0942790125849831,0.138809673799974,0,0.0955802093322726,0,0.699151843404249,0,0,-0.0901788548794717
DASH,0,0.148313691612996,0.182725873566853,0.0509892550897676,0,0,0.115823185125919,0,-0.517132043882545,0.0675405075173851,0,0.0175842742173468,0.798102420537905,0.144005860901051,-0.00808221054314524,0,0,0,0,0.0489443894505296
XEM,0,-0.398451629084073,0.532641342450267,0,0.348951174336664,0,0,0,0,0.0431808089373964,0,0,0,0,0.217022535486623,0,0,0,0,0.00276158440978977
XMR,0.325570355802713,0,0,0,0.159007232007894,0,0,0.157899244513244,0,0,0.390042656965384,-0.00287275531471084,0,-0.00647697985108399,0.0379688528407972,0,0,0,0,0.000188061260918158
ETC,0,0.26252447466421,-0.00280927297662626,0.465009428399185,-0.258685161134677,0,0,-1.73472347597681e-18,0.433598189899921,0.346784029772241,0,0.0170416664251277,-0.210352748818228,0,0,0,0,0,0,0.0516364464136995
TRX,0,0,-0.116151579979382,0,0.0180543932415158,0,0.344903767585831,0,0,0.505123655150103,0,0.306349927263506,0,0,0,0,0,0,0,0.0940611645084084
BV010082.Index,0,0.100318924280458,-0.0757640914375098,0,0,-0.031645530506496,-0.114296176810632,-0.0673898046941559,0.103934166090314,0.0832192013077907,0.0788563778191587,0.0215792993235602,-6.93889390390723e-18,-0.0706825945597755,0,0,0,0,0,-0.0555395625127732
CVIX.Index,0,0,0.141831881081088,-0.0865779280631785,0.0563052638168055,-1.73472347597681e-18,-0.111776415020747,0,0,0.112987283527031,-0.160226836189614,0.0749980089575127,0,-0.0118660247677632,-0.00782069478740883,0,0,0,0,0.0360764709099945
DXY.Curncy,0,0.00829751951766071,0,0.0366461456247459,-0.0147995231393125,0,0.00260206634539187,0,-0.0522029590147519,0,0,-0.0110065014609935,0,0.0222284761067874,0.0112916461458638,0,0,0,0,0.0113105527288458
SPX.Index,0,0,0,0.0125611967580205,0.00867749015927223,0,0.0242139489421229,0.0359011694624601,-0.0550340517517283,0,0,0.0545052103475974,0,-2.16840434497101e-19,-0.0850550798745333,0,0,0,0,-0.0727039410483599
VIX.Index,-1.52931903246983,0,-0.680753036870129,0.189066588417778,0.314384336844628,0,0,0.0788653322597719,0.0699123567601315,0,0.751778215964871,0.503010902931819,0,0.200719694385928,0,-4.70002255344347,0,0,-4.62287446474074,0
