,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0636786117046281,0,-0.0119524901487812,-0.0658377239210789,0,0,0.00683044618934573,0.173293606546448,0.162810877588889,0.188344577799039,0.0474677311076242,0.00706306762318395,0.04101712724232,0,-1.46209677343739,0,0,0
ETH,0,0,-0.109582828661866,0,0,0,0.185265556998246,0,0.154782390835436,0,0,0,0,0.0747293550409466,0,0,0,0,0
XRP,0.445209393880364,0.148448216800748,0,-0.213138247217987,0.456613244679752,0.262480409192886,0.201790236096883,-0.782593699618392,0.32976621029122,1.31282416916239,-0.385550488559813,-0.125468088071902,0,-0.178033652626857,0,0,0,0,-1.84568923801976
ETC,0,-0.168317978921089,-0.752865101265228,0,0,0.725623626454169,0.500127528718743,-0.170106927498433,0.095382201982743,0.211855801558349,-0.456153677102557,0.01087683887173,0.164421622539756,0.273382353457485,0,1.53475041652344,0,0,0
XEM,0,0,0.399751981297431,0,0,0.150466711510362,0,0,0,0,0.470607124600859,-0.0932605407046142,0.0795092558914552,0.0338123751206081,0,0,0,0,0
LTC,0,0,0,0,0.222157391435744,0,0,0.328523581321979,-0.164909565172682,0,0.449879496673842,0,0.0108294605500851,0.246364756353875,0,0,0,0,0
DASH,0,0,0.740603367693334,0.885688010434623,-0.000130403976696103,-0.366117054006809,0,0.516724737656644,0.115552136096961,-0.696708536297941,0.341420900593885,0.21600013346265,-0.0664630351216952,-0.168628836621184,0,-1.95849096410521,0,0,1.36524791498199
XMR,0,0.103686852824592,-0.109276352845252,0,0.325255957647557,0.0719472415230359,0.36028261403548,0,0.117763524035394,0.418777113244829,0,-0.0146467025519774,0,-0.275693953845865,0,0,0,0,-0.384033400237461
ZEC,0,0.438320938405104,0,0,0,0.26434565650314,0,0.0724056158499506,0,0,0,-0.0173203127672548,0,0,0,0,0,0,0
XLM,0.272226637804417,-0.0043734336303181,0.756001818451353,0.189394638047462,0,-0.266221370577405,-0.166777002888274,0.387652662532871,-0.311231065430862,0,0.330130589014939,0,0,0.0227102184537056,0,0,0,0,0
DOGE,0,0.00222361692134895,-0.00223601405440383,0,0.626233252570009,0.00870181701769531,0,0,0.192618998458409,-0.144610945273,0,0.179268017521738,0,0.11862948660853,0,0,0,0,0
DGB,0,-0.850457529819643,0,0,0,0,0,0.173839876695527,0,0.252090773456289,0.590654239579529,0,0.204630225483354,0,0,0,0,0,0
BAT,0,-0.377912939317679,0.496657789763405,0,0,0,-0.124125481072663,0.219680131343265,0.0725858255946306,-0.494763342008868,0,0,0,-0.0131780140048017,0,0,0,0,0
NEO,0,0,0,1.64203881939516,0.402851603232445,0,-0.775991726621752,-0.371951018233676,0.623386503882512,0.789973880057236,0.223116318231284,0.194995721633094,-0.182203590899017,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014749662232738,0,0,0,0,0
CVIX.Index,-0.237522335006993,-0.0093852220094269,0,0.0717972712469532,0,0,-0.0543305954089319,0.0438115706785478,0.0457423988395297,0.0231608439782603,0.0758851460048096,0.0163161792731481,0,0.0085562503321045,0,0,0,0,0.306481984977386
DXY.Curncy,0,0.011675437677791,0,0.00642128272890318,0.00647044383499733,0,0,0,-0.00470404545184826,-0.00380275283018872,0,-0.00748306002504507,0,0,0,0,0,0,0
SPX.Index,0.00818416767688207,-0.00165425854482182,0,0,0,0,0.000738920762685149,0,-0.000863985205198112,-0.00467956537935394,0,0.00290068054205961,0.00115010005269377,0.00107992894824326,0,0,0,0,-0.0356909345307476
VIX.Index,0,0.154873014080415,-0.255434240849287,0.0288150989377275,0.117744666545205,-0.115609142114946,0,-0.263851815724996,0.119795224777279,0.533192197776779,0.0457164409028969,-0.0547242006792046,-0.0227586932691605,-0.0938451008531123,0,0.0391120550562541,0,0,0
