,BTC,ETH,XRP,LTC,EOS,BCH,BNB,XLM,ADA,TRX,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0516502806367641,0,0.124479439559446,0.0306747600470997,0.023588316226443,3.46944695195361e-18,0,0,0.185482585337599,0.0731495080278663,-0.0325448255701737,-0.0623144022434374,0,0,0,0,1.73472347597681e-18
ETH,0,0,0,0.107240412116943,0.207577237124267,0.166379731360205,0,-0.0234132788203638,0.0644071306565094,0,0,0.187254974699214,-0.0246156625489159,0,0,0,0,0,0,-0.0289556932914329
XRP,0,0,0,0,0.0824628176831865,0.0948148569528682,0.00899646143821059,0.063397397177507,0.0464822076725954,0,0,0.113184372231721,-0.0240667256563076,0,0,0,-0.0290159582545856,0,0,0
LTC,0,1.06585458579375,0,0,0,0.016809933849045,-0.0323997782509417,-0.0830637775199812,-0.0331556575500288,0.0448948471213182,0.428768892271274,-0.33133283235721,0.0709891090464631,0.299600226307959,-0.0315858505431641,0.0757910072642391,0,0,0,0.0295089153014392
EOS,0,0.656792053999439,0,0.103117067767401,0,-0.0970681356890457,0.0970277604685915,-0.0442193586634825,-0.244051444543947,0.398090434819771,0,0,0,-0.0143536637135136,0.391052106620297,-0.316289235920526,5.89325403198864e-05,0,0,-0.0472412852040905
BCH,0,1.65363364018356,0,-6.93889390390723e-18,-0.165679291186071,0,0.0964347177217582,0.113971477307416,0.130627962617386,0.13501855102949,0,-0.612111201995027,0,-0.0138412224302235,0,-0.029473280361211,0,0,0,0.0396099059783811
BNB,0,0,0,0,0,0.292604899388276,0,0,0,0,0,0,0,0.377425009872102,0,0.249844857860358,0.00489903260409178,0,0,-0.210695352342751
XLM,0,0,0.184550923918437,0,-0.683144156152567,0.378185907945059,-0.0381423572644336,0,0.179177831852983,0,0,0,-0.230180563961113,0.444532493384919,-0.436482040718208,-0.406039958616353,0,0,0,-0.182280151819526
ADA,0,0.528756283398417,0,0,0,0.600309124221755,-0.120347008745721,-0.0452941505562498,0,0,0,0.0648180704206379,0.375761582802826,0.459285639643291,-0.324327245828352,0,0.650329846589266,0,0,0.273550660106814
TRX,0,0,0,0,0.282132121855486,0.278502154827028,-0.153765264632388,0,0,0,0.29641214982887,0,0.013594913433794,0.19294065413676,0,0.0338797655852219,0.212882037816574,0,0,0.0676255552254
BSV,0,0,0,0.232525420490335,0,0,0,-0.0584175274756783,0.0671290244050025,0.211787157636814,0,0,0.143366413882668,0.0343763068468513,0,0,0.0745725793037,0,0,-0.0455703354012389
XMR,0,0,0,0.194942906483264,0.120487572310404,6.93889390390723e-18,0.158586307351177,0.188939177965223,0.0744134676090394,0,0,0,-3.46944695195361e-18,0,0,0.0827871987622603,-0.0436651723111803,0,0,-0.00100162423475531
MIOTA,0,0,0,-0.104583305673446,0,0.115320454035649,0.0901255879799327,0.0192451323003129,0,0.204214075753384,0,0.569554028544617,0,0,0,0,-0.0512041270049077,0,0,0
DASH,0,0,0,0,0.0958725210667527,-0.0863177817529707,0.175357631938389,0.133691177045411,0.208747367762648,0,0,0,-0.0875813754733561,0,0,0,-0.0773511806853614,0,0,0
MKR,0,0,-0.268851642217563,-0.0410618750725067,0.232838204669791,0.231413657730413,0.0755969585861428,0,0.0270159106862236,0,0,0.133759907251622,0,0.0250351343545428,0,0,0,0,3.18281807353298,0.362006603369574
BV010082.Index,-0.913691717601417,0.75810512849908,-0.0439439471824752,0.141195726427836,-0.7311020814955,0,0.0536343437913363,0,-0.219259235063373,0.146767623654998,0,0.277303503728931,-0.32222061239129,0,0.393811359570519,0,0.0253301112437133,0,0,-0.0983598681930779
CVIX.Index,0,0,0,0,0,-0.182928306733632,0,0.158025264436062,0,0,0,-0.644906871452246,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.140915301951647,0,0,-0.069106194500129,0,0.00405915663030389,0.00230223697714956,0.00095209798622546,0,-0.0180949625753509,0.00487260145520962,-0.0855677657586663,0.0108008005217135,0.0129834238343042,-0.0168514529246225,0.0565146802223146,0,0,0.012380503887768
SPX.Index,0,0,-0.0279542995051306,0,-0.110681257648895,-0.0511214562739863,0.0104212733409409,-0.0737914096667176,0,0.107325827481738,0,0.0998735339105057,-0.0158008380268991,0,0.059855599053625,0,0.04391311149225,0,0,-0.122830889950264
VIX.Index,0,0,-0.825699295403912,0.372170612467426,-0.453785435352377,-0.0994478115001482,0.139690120987404,0,0,0.42094516081278,0,0,-0.193739477353188,-0.522557831337499,0.383451778888661,-0.241059333010345,0.0909556935425294,0,-4.7553333223625,0
