,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.314755296113615,0,0,-0.0814016683819845,0.176279830165658,0,-0.410888366548221,0,0.490987354187091,0,0.57721578225075,0.0213319017096729,0.194878015365356,-0.103486505937281,0,0,0,0,-0.109873656854939
ETH,0.0480259065228641,0,0.110078224589836,0.05063518911383,0.0769704055072686,0,0.10705138989715,0.122286158561446,-0.0455952615580348,0,0.200955851132846,0.0551428222748368,0.0547607330117786,0,-0.0463614024558358,0,0,0,0,0
XRP,0.0810933045399165,0,0,0,0.249406212061301,0,0.145976642891598,0.226991949811404,0.0205217766324327,0,0,0,0,0,0.116495565082937,0,0,0,0,0
BCH,0,0,0,0,0.320104658282977,0,0,0.493890955381474,-0.310937803453801,0.215171409016937,-0.179819262108798,0,-0.112995112739555,0.580040207277404,-0.117140157228261,0,0,0,0,-0.0278490040330924
LTC,0.243390740470313,0.57100245694117,0,0.525798734600374,0,0.406508019334726,-0.289265106318472,-0.342363495266143,0.162983667090124,0,0,0,-0.263133898213113,0,0,0,0.00215484650475224,0,0,-0.067041506557895
ADA,0.10817248847447,0,0.326672008400899,0,0.0238943654390442,0,-0.123925442464498,0.299986561192939,0.1125117719452,0,-0.149575683317689,0,0.239134463942731,0,-0.0627143632005021,0,-0.751789638764264,0,0,-0.129574611537449
NEO,0,0.238659068693608,-0.0931390738249476,0,0.163340260279676,0,0,0.242828398151376,0,0,0,0,0,0.126891930760375,0.178395760966355,0,-0.785818048173284,0,0,-0.0457988312233683
XLM,-0.241253938579585,0.41146666851469,0.421112969994574,0.252425487087951,-0.0501161383894043,0,0.0706947554362829,0,0,0,0.0588043970968635,0.33182437843301,0,0,-0.0531535216538632,0,0,0,0,-0.0503004770812518
XMR,0.699418042169794,0,0,0,0.0669684587293527,0.601611607886339,-0.546277060125551,0.113832830938008,0,0,0.128795080581099,0.504437805068996,0,0.109952371094673,0,0,0,0,0,0.123162521082995
EOS,0.404890859117278,0,0,0.382466243830652,-0.0347818913320888,-0.11073393771191,0,0,0,0,0.437801298100539,0.0618156123637684,0,-0.253194794416658,0.060177455872727,0,0,0,0,-0.0102586600243539
MIOTA,0,0.853596088510153,0.20377160992107,-0.104270744277887,0,0,0.0615058655587559,-0.0361712965714709,0.128427268202541,0.206559811183118,0,0,0,0.127364176351778,0,0,0,0,0,0
DASH,0,0,0,0.226259160647977,0,0,0,0.0604632195514897,0.352241701641767,0.0808117216102008,0.0364909294771273,0,0.262402620827637,-0.194816419205415,-0.00756920129482574,0,0.277776357762155,0,0,-0.0133678644237907
XEM,0,0,-0.329808667825446,-0.0237875317334903,0.114033649499635,0.171791703700459,0,0.161782665301702,-0.336774676105829,0.363995468129044,0.211538355142338,0.415190165445123,0,0.355849145975843,-0.175492355601629,0,0,0,0,0.0316921463945811
TRX,-0.0388322995291709,0,0.11695608489801,0.482001780446939,-0.170133423479526,0,0.100218189753066,-0.265047429948379,0.118068508186964,0,0.178028412300468,-0.193647646618469,0.703766443840091,0,0.122463949106292,0,0,0,0,0.100103202420596
ETC,0,0,0.400976005104911,0,0,0,0.360648434575159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922480557278011
BV010082.Index,0,-0.0990562112581998,0,0.0848888830304747,0,0.0118650085048312,0,0,0.0999295807973654,0.0187239882102731,-0.0820600458399194,0.041592714296048,0.12897822648881,-0.152160318511151,0.0209659844995292,0,0,0,0,-0.0779702297775448
CVIX.Index,0,0,0,0.129254084191142,0,0,-0.172203147347213,0,-0.130440974706281,-0.0932889292176308,-0.0226470736873113,0.399147977363856,-0.0675748721500761,0,-0.0325976846199062,0,0,0,0,0.0261004681929576
DXY.Curncy,-0.0270236537674849,0,0,-0.0250254109064787,-0.0174921526299724,0,0.0154155643282621,-0.0227050825462103,0,0,0.00491337352952772,0.0269862893345309,0.0415632019187052,-0.0315949350799892,0.00830748242243463,0,0,0,0,0.0160487069275673
SPX.Index,0,0,0,0,0,0.0472841297109456,0.0282322813604608,0,0,0,0,0,0,-0.0223469943938049,0,0,0,0,0,-0.042556600168574
VIX.Index,-0.461073083533294,0,0,0,0,0,0.150623033556815,0,0.5349662522161,0.624910329328894,-1.36411837341279,0,0.774889784957298,0.352426320282953,0,-5.87974559252529,1.51957087691445,0,0,0
