,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0131980976161689,-0.0196161902453908,0.218480820103173,0,1.41259874022765,0.0252275738898307,0.0895899587382755,0.13346208592104,0.128507781699753,0,0.18628177022302,0.00320059863904283,-0.443901207959501,0,0,0,4.33680868994202e-19
ETH,0,0,0.0610908323290445,0,0.354960617700185,0,0.361307163276273,0.194794528439194,0.0807866611043815,0,0.0437969703706556,0,0.238109072537828,0,0.11209639982861,0,0,0.294729666483243
DASH,0,0.345536396728498,0,0.184018502621455,0,0,0.431016555617075,-0.0945579853650616,0,0,0,1.28053136288326,0.232684900557407,0.207028945432922,0,0,0,0.181360373859782
XRP,0.296525034879859,-0.0898891119678111,0.0246991839114625,0,-0.0193847430122817,0,0,0,0.00205444589339125,0,-0.043784080659309,-0.229032036882805,0.151937556789871,0.809620046760236,0,0,0,-0.161096428496617
XMR,0,0.22629061340644,0.241262290167767,-0.979807741270866,0,0,0.322302088843516,0,0.220983579630263,0,0,-0.77009259992247,0.243753358389467,2.09998470207247,0,0,0,-0.898458854942374
LTC,0.291910647671141,0,0.0189416343225892,0,0.027653194850464,0,0,0,-0.0347567486120417,0,-0.0487144396036135,0,0.014235977893935,0,-0.0328368276955137,0,0,0
ETC,0,0.103576423631436,0.189065635000314,0,0,0,0,0,0.0283755895911135,0,0,0.0661887487820673,-0.00961332797571774,0,-0.0580137962262824,0,0,0
XEM,1.77568784024931,0.235977071098012,0,0.21920112719394,0,0,0,0,0.133504276923417,-0.84080151162183,0,-0.500610626388652,0.227372242675228,0.966552665119387,-1.81717850584664,0,0,0
ZEC,0,0.295809669475471,0.242613119295571,-0.282294171235074,-0.540146247549614,0,0.579697549302393,0.217692614315832,0,0.830364746337635,0,0,-0.109749815855002,0,0,0,0,-0.556238458104689
DOGE,0.286420544185753,0,0,0.326856672162957,0,0,-0.203651716241118,0,0.195636639311081,0,0,0.0789109135403774,0,0,0.0436439930476952,0,0,0
XLM,0,0.280367959847826,0.0565860111793544,0.275623763957931,0,0,-0.335725463781372,0.0711796109556589,-0.224072754454262,-0.222585126896943,0,0.166399937604717,0.213605879498973,0,0,0,0,-0.517605396694897
NEO,0,-0.132974177804878,-0.0129099007889752,-0.972162445570109,0,0,1.16176275603775,0,0,0.429905945736269,0.0320548126064909,0,-0.0506806527238603,0.857317461104577,0,0,0,0
DGB,-0.859132980199847,0.12543560446318,0.231320548698709,1.16814053744137,0.050964211519536,0,0,0.206157486117133,0.283404697678508,0,0,0,0,-2.65951224343938,0.847542396376294,0,0,0
BV010082.Index,-0.0646601564642494,0,0.0191303864605071,0.58442606546249,0.0689272624009614,0,0,0.0452820374020516,0.0994474076694732,-0.254800499488427,0.0370788995589603,0.111026594069834,-0.218525549496049,0,0,0,0,0.11447630720262
CVIX.Index,0,0.208631736636614,0.101974777537677,0,0.0631384454553577,0,0,-0.249401212358184,0,0,0,-0.18180669530902,0,0,0,0,0,0.161448039379784
DXY.Curncy,0.0174099084302019,-0.00420837550253782,-0.0068491425970945,0.0134809984404462,0,0.0535752223072136,0,-0.0139423540010924,0,0,0.0100948545592188,0,0,0.031653539734951,0.00228510034330067,0,0,0.0543016448343112
SPX.Index,0,0.00533544477366201,-0.00280051689127035,-0.0487858511148233,0,0,-0.0158461974277583,0.00176025071668764,0,0,0,0,0.0171756535193156,0,0,0,0,0
VIX.Index,0,0.188568940177557,0,-0.306646770102086,-0.123549357391515,0,-0.4421913320579,0,0,0,0,0.0785985222817916,-0.183828353646433,0,0.759830600774992,0,0,0
