,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0901377391714455,0.122659451656795,0.901526834402501,0.00305250950416659,-0.0435445275814354,0.0747440743690709,0.0852891198820506,-0.0130258992145445,-0.189488159617089,0,0,-0.163452202078293,0,0,0.0237937001117611
ETH,0,0,-0.499346490051433,0,0.0265392213036988,-0.0231523357552781,0,-0.0436627061179713,0.0605542120567279,1.05267117717708,-0.193282533675886,-0.128515149584733,0.452112330675964,0,0,0.0551868125145036
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0.654434669833189,-0.0261061702057441,-0.0749795795839078,0,0.00734644195745255,0.070622663655888,-0.036062753025068,-0.0130464473456929,0,0.127461359209064,0,0,0.190861355424159,0,0,-0.0063454503209198
XMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETC,-1.86552610078743,-0.349201874184525,0.161118817788662,2.88443525791104,0,0,0.521160302085377,0.218027621814354,0.173571942802792,-0.0253613079603811,-0.0205505983136162,0,-0.483905175296143,-0.670787781845286,0,0.222646389638721
DASH,2.32651131168841,-0.289774339864179,-0.673165001163561,-3.56075647324997,0.0928465757178916,0.246435562627721,0,-0.443347504444634,0,1.03590892028018,0.231720585925015,-0.343331364437389,0.534221234336922,0,0,-0.104085967304688
XEM,0.687667610152234,0.00571411214866632,0.317426451759158,0,0.0376589333049515,0.0287449814018198,0.183877848065716,0,0.287216781789176,-0.499129979411074,-0.154667863050632,-0.234074003145494,0,-2.77555756156289e-17,0,-0.133002344791585
DOGE,-1.57740438379816,0.462238806915553,0.00925686662096306,0,0.0593758988675323,0.0116464213526542,-0.0809593955225293,0.319124993714647,0,0,0.0218058351220165,-1.04557042892343,0,0,0,0.0261667255075711
XLM,0.584340612562877,0,0.560725381583197,0.464489948497341,-0.0466270147367783,-0.0228923408167403,0,0,0,0,-0.122146339935677,0,0,0,0,0.0314095020372658
DGB,-3.47981502411088,-0.612660449834526,0.261727689930414,4.43930490268255,-0.0720089711447719,-0.284868830874732,0.287962487763533,0.813872725370592,-0.576582191896272,0,0,0,0.802421399498407,0,-13.211854146182,-0.933032240341512
BV010082.Index,0,-0.215695230854133,-0.294750870356067,-1.15751538749854,0.0376188165387066,0.221120664056434,-0.0245188020122612,0.143582346912636,-0.260701067555079,0.54812032489614,0.0244968961132024,0,-0.20265684477053,2.19557384730229,0,0.0622017850011735
CVIX.Index,-0.428470615238375,0,0.04077918629203,0,-3.46944695195361e-18,0.022687959658192,-0.00953358094738945,0,0,0,0.178453573930447,-0.3776142673544,0,0,0,0.136682277755459
DXY.Curncy,0,0.0448898398234081,0.00770288250118709,0,0.0109060038186198,-0.0207284455868733,-0.0200297752557823,-0.0633111025528851,0,0,0.0174989988455288,0.232080902426784,0.0893490988596385,0,0,-0.00591241819102466
SPX.Index,-0.0805371526349774,0,-0.00111868391387807,0,-0.000832676109282771,0.00479778842192426,0.0215981769345569,0.0427476695364275,-0.024566505823455,0.0135158347075989,-0.0231077210838052,-0.0613087107582938,0,0,0,-0.0695262671950302
VIX.Index,-1.29123225541304,0.278963936230303,0.0558530273011589,0,0,0.0342434501541851,0.152675130239281,0.602987278100382,-0.475080747211979,0,-0.216886677183198,-0.880230280080919,0,0,-11.915386164704,0
