,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,XMR,DASH,MIOTA,BSV,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.121485973288193,0,0.0667195288395436,0.582722868187671,0,0,-0.440373257570718,-0.083511285621382,0,0.591226530990882,0,0.186078711031416,-0.00803262824890423,-0.157162349820579,0,0.0827784229039256,0,0,-3.46944695195361e-18
ETH,0,0,0.199064591223102,0.0935400302507574,0.344408046425856,0,0,0,0.0935849076845023,0,0.128912095945803,0,0.123628624466331,0,0,0,0,0,0,0
XRP,0,-1.0842021724855e-19,0,0,0,0.300516537456787,-0.0504437792343213,0,0,0.565830106600484,0,0.104952391752894,0.0391781937619809,0,0.0678701683977341,0,0.144674320620798,0,0,8.67361737988404e-19
BCH,0.740472225697613,0,0,0,0,0,0.0014567291208203,0,0,0,0,0.256466845317044,0,0.0100038764796818,0,0,0,0,0,-0.0240122581629708
EOS,0.148174195484402,0.192506654041037,0.169543309050834,0.274896707668106,0,0,0,0.17293208541691,0.061940735981586,0,0,-0.0627184608916206,-0.108715642353086,0,0.0234160895195635,0,-0.23255268256153,0,0,0.0588369283951071
LTC,0,-0.10627616578851,0,0.332509885820234,0.094272770303847,0,0,0.176804581995162,0.156808396437889,0,0.179910530442979,-0.127136001862598,-0.12622660947621,0.149353538691255,0.206541361886197,0,0,0,0,0
BNB,-0.272158229404909,0,-0.442760249238073,0,0,0,0,0.448745982742786,0.0967360842270219,0,0,0.119263660816692,0.489167063004056,0.0375560965204932,0.0219976128597864,0,-0.488348417678529,0,0,0
XLM,-0.222206143576577,0.224609967381741,0.407540991770528,0,0,0.320059286593811,0,0,0,0,0,0.0467821359281716,0.131054544663712,0,-0.0617871885760319,0,0,0,0,-0.00821721257436065
ADA,0.0286181329894622,0.26871197727725,0.375865653435927,0,-2.77555756156289e-17,0,0.0468089245646082,0,0,0.39947474751375,0.232360381672817,-0.0481639791392358,0,-0.261993369760545,0.0547444428887851,0,-0.255692665661122,0,0,0
TRX,0,0,0.0706471258518152,-0.415829358819417,0.0460573523204747,0.058432727502074,0.0117203316994632,0.0217758976518007,0.560307652014029,0,0,0.362228550048088,-0.097007126158086,0.29108098809676,0,0,0,0,0,0
XMR,0.159196496071244,0,-0.165909892923296,-0.463545547656263,0,0.757570869684271,-0.0656447312940009,-0.281080125793461,0.153008164236518,0,0,0.524809140891522,0.25994054835451,0.140443595205809,0.0529730957409915,-0.281396909728618,0,0,0,-0.0566811944438403
DASH,0,0,0,0.262371665027026,0,0,0.180082988983477,0.323184553137696,0,0,0,0,0.0307694806587031,0,0,0,0,0,0,0.0704738337321002
MIOTA,0.278842707509433,0,0.376305081279209,-0.234031720900337,0,0,0.267597556001749,0,0,0,0.566652858957109,0,0,0.302560385134612,-0.107532942697397,0,0,0,0,0
BSV,0.376007957807104,0,-0.162262626177169,0.101894130772857,-0.575370846564544,0.489283840682072,0.0368223179144007,0,-0.227597825060906,0.912296354853162,0,0,0,0,-0.00918908976526738,0.0883834033599578,0.0146123954564949,0,0,0.015026796509232
XTZ,0,0.42354350417877,0,0,0,0.441973390793123,0,0.509824496009381,0,0,0,0,0,0,0,0,0,0,0,0.0826733171095778
BV010082.Index,0,-0.0750428035460742,0.0808528186278364,0,0,0.0687920026794734,0,-0.2083394466648,0,0,-0.209969163182436,0,-0.0492996320717766,0.196191980073581,0.134769232564839,0,-0.0371554988576212,0,0,-0.108246980745451
CVIX.Index,0.45527317335859,0.389833146948173,0.171365922705016,0,-0.935642022174947,0,-0.0295982985174859,0.371614957830607,-0.242609153496326,0,0,0,0,-0.16049990537187,-0.107869154206596,-0.171285249963163,0,0,0,0.0854360724505782
DXY.Curncy,0.00556983247470829,0.0108244537176232,0,-0.0219739254648978,0.00903183723760496,0,0.00299208644386855,0,0,-0.0209951892472062,-0.0422928222168202,0,0.0110733395470519,0.0179879314114897,0.0182303214769995,0,-0.0388615131992695,0,0,0.00438222193191003
SPX.Index,0,0,0,0,0,-0.045164653419798,-0.0255075413183329,-0.00769206887819199,-0.0360469346868486,0.0348964494474715,0,0.0126508463397703,0.00553948736043077,0.0244857653170008,0.00601452500927227,0,0,0,0,-0.0842714368271215
VIX.Index,0,-0.233778066305689,0.404305447045624,0,0,0,0.0513856300812623,-0.700420437150054,0,0.625693437164574,-1.03874817093431,0.30127524486342,0,0.150163650247545,0.336252062670073,0,0.804140845975144,0,-7.2128634872813,0
