,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,DASH,MIOTA,XMR,XEM,ETC,TRX,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0886859794490334,-0.0399742977009808,-0.0352214616565946,0.00656685209514301,0.0316001766404923,0.285204982145935,-0.0733975469289349,0,0,0.197958131113292,0.302719228630442,0,-0.00758506127975962,0.0704566932317214,-0.990685466085634,0,0,0,-0.119440097887319
ETH,0.484210857917865,0,0,0.00113443324091479,0.111952639413402,0,0,0.530690229047889,-0.117376840188495,0.340816491062588,-0.337191453689035,0,-0.328467421907126,0.0929219924364497,0.165265988162138,0,0,0,0,0.0798677252301282
XRP,0,0,0,0,0,0,0,0.0410059041186242,0.188699864124249,0,0.468697643612663,0,0.0211400123495597,0,0.184226034032422,0,0,0,0,0
BCH,0,0,0,0,0.242696287747178,0,0.621278039803743,0,0,0,0,5.55111512312578e-17,0,0.0357814129934489,0.0845120750619144,0,0,0,0,-0.101039904887939
LTC,0,0,0,0.051813671345402,0,0.0833224651621318,0.201178432937992,-0.0594748734620384,0,0,0,0,0,0.26915205716005,0.180585101974987,0,0,0,0,0.0248395199578313
ADA,0,0,0.589466745226888,0,0.027329693888882,0,0.0440644227443625,-0.043672975621438,0,0,0,0.0416516684049348,0.25757415536166,0,0,0,0,0,0,0
NEO,0.383962447311597,0,0,0.0491233838834661,0,-0.536337443137152,0,-0.117265539236097,-0.108907798454575,0.108344986120724,-0.0474502774693481,0.311757428508403,0.795547969772716,0.183992812211526,0,0,0,0,0,-0.00323025951339612
XLM,-0.490803257924417,0.596497857237159,0.131850663066141,-0.0261847549165603,0,0,0,0,0,0.118767403520222,0.343311961543799,-0.247944485283142,0.51583936844465,0,0.0563877486078253,0,-0.450485653370846,0,0,-0.0947198868603773
EOS,0,0,0.114290022027215,0,0,0,0.216809418427201,0,0,0,0,0,0.110506324952061,0.393621605145117,0.0468539667269871,0,0,0,0,0
DASH,0,0.207184215466149,0,0.13495171175984,0,0,0.0284463500483312,0.234615340250398,0,0,0,0.520870123420577,0,0,-0.0412551735289601,0,0,0,0,0.0203295558040928
MIOTA,0,-0.390276317013456,-0.132696575114158,-0.0209143641901284,0.034678893985788,0,0,0.386194503613323,0.261627355740143,0,0,0.633832511512385,0,0,0.163992221953129,0,0.343493532772658,0,0,-0.0522474223040905
XMR,0.182730891127247,0,0,-0.0994038204909189,0.112191332717825,0,0.226786789583292,-0.115372252288487,0,0.667201701830957,0.0257250001054567,0,0,0,-0.0434757818633718,0,0,0,0,0.0154221162858611
XEM,0,0,0.130699111064809,0,-0.10532026079988,0.519002960066231,0.491028273408879,0.0509193084660262,0.277728664075017,0,0,0,0,-0.376503840220191,0.0398162226084856,0,0.393839210120121,0,0,0.0975811812356344
ETC,0.0724822030083981,0.0320565254003972,0.405628099628936,0.0596737399020329,-0.205112386243276,0.721723019847573,1.18520007443682,-2.77555756156289e-17,1.03782159910277,0,0.204570314340774,-0.675662386706105,-1.73002366353602,0,0,0,0,0,0,0.140251868493953
TRX,0,0.171311900574137,0.190521694698819,0,-0.198615693528387,0.626126867718544,-0.0612129490279924,0,0,0.519544906470191,0,0,0,0.122834143303496,0,0,0,0,0,0.0423355938714961
BV010082.Index,0,0.0821332024308244,-0.0841499271495448,0,0.0328504214524591,-0.0238999333211209,0,0.0338660797421246,0.0128752251519472,0,0,0.0131644378510533,0,-0.0410074700148712,0,0,0,0,0,-0.0513453261625352
CVIX.Index,0,0,0.0881677437701975,-0.0326288810142452,0.0467101110354988,0,0.184455744508602,-0.148031697679141,0.127191725033079,-0.0401785133842502,0.266214251986859,-0.362184255295725,0,-0.148850872975345,0.0459517843637318,0,0,0,0,0.0171473538801467
DXY.Curncy,5.42101086242752e-20,0.0170937804348322,0.0230466071243948,-0.00468964134717168,-0.0230032246292405,0.0101178584350728,-0.0369789713397984,0,-0.0979786280556995,0.0454777529542362,0.0156851714337786,0.0197573949560232,0,0.0391111801539958,-0.00949543378341383,0,0,0,0,0.0172035856203865
SPX.Index,0.0112730358943963,0,0,0,0,0.0210286200360521,0.0893792696784177,0.0351949637506309,-0.06969288500549,0,-0.0211271149559665,0,0.039493288740886,0,-0.0890194564274026,0,-0.0057731332076428,0,0,-0.0720802305594578
VIX.Index,-1.06294560595623,0.206589687658976,-0.560726063433663,0.124687156246301,0.143790708464778,-0.3333943078518,0.853142969010704,0,0,0.226114960035936,-0.702506398207701,0,1.3613356240699,0,-0.138507287000025,-3.17392109504917,0,0,-5.92782952872336,0
