,BTC,ETH,XRP,BCH,EOS,LTC,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.355238739728014,0,0.122472423766742,-0.019661659697038,0,0.0375059266542144,0,0,0,0.0780827532356295,0.0512012780869936,0,0,0,0,0,0,0,-0.0258938183109958
ETH,0.707580678795692,0,0.316968667946031,-0.0411802137414526,0.147064798365685,0,0,0.164987069923484,-0.143611574125894,0.187200587932507,-0.0395863821817162,-0.0141725766908056,-0.0671781035865663,-0.139102858185217,0,-3.46944695195361e-18,0,0,0,-0.0801228064601225
XRP,0.082807975510108,0.31106858329771,0,0,0.0709709306343279,0,0.0750832750209866,3.46944695195361e-18,0.0662975867044518,0,0,0.206198476455275,0,0.0674766119344006,-0.000278966896326557,0,0.0113431325843142,0,0,0.0344903359123638
BCH,1.2505136435899,0,-0.212221991013742,0,0,0.889365805382131,0.0938523606119263,0,0.280995105948933,0,0,-0.36751806049086,0.494851009865629,-0.262412620239327,-0.350917164239849,0,0,0,0,-1.38777878078145e-17
EOS,0,0.41225612190287,0,0.198250273827912,0,0.334365919428691,0,0,-0.0828739325039215,0,-0.278662328842281,0.321715754766429,0,0,0.0593961248159353,0,0.25504922134658,0,0,0.0520637828575087
LTC,0,0,0.441408710942455,0.435767583667394,0.133725066737376,0,0.0021741971524395,0,0,-0.125650210160705,-4.33680868994202e-19,0,0.161637879954193,-0.265690789241004,0.223676188243823,0,0.0579556969195651,0,0,0.0231111100337763
BNB,0.984193217251735,1.38777878078145e-17,0,-0.312936296354554,0,0,0,-1.07521927456788,0,-0.287666086619845,0.501270352382571,-0.323368043292421,0.52625006696493,1.04157528572152,-0.0602580986086007,0,-0.546045368133167,0,0,0.0616269075330108
XLM,0,0,0,0,0,0,0,0,0.0907722713222266,0,0.347337818518516,0.215368890467933,0.118930403377105,0,0,0,0,0,0,-0.0567259463055919
ADA,0,0,0,0.400666992294466,0,0,0,0,0,0,0,0,0,0.191284259226219,0,0,0,0,0,0
TRX,0,0.467172344111927,-0.375129244087518,-0.193841269195983,0.103698609894669,0,-0.161430297270326,0,0,0,0.410419175540552,-0.220633638548696,0.381681339437432,0.793305559571119,0,0,-0.276260443534776,0,0,0.24549801600312
BSV,0,0,-0.208662867800825,0.061222211020778,-0.0157820010979359,0.553853426551933,0.059816313384861,0,0.0510949542477432,0,0,0.265477877299878,0,0.281777005972052,0,0,0.217343044966408,0,0,0.0320458185969545
XMR,0,0,0.560854036403891,-0.0850372479041562,0,0,0,0.336849044629652,0,0.154587333749957,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,-4.33680868994202e-19,0,0,0.21524877053231,0.403745978818599,0,0.288109860271184,0,0,0,0,0.0699281514319245,0,0.229452684333816,0,0,-0.161590119067545
MIOTA,0,0,0.360591792626052,-0.0110086231269262,0,0,0.102480340485932,0,0.0843596872485323,0.0952814139057662,0,0.108340123929187,0.108491257041934,0,0,0,0,0,0,0
NEO,0,-0.221215753957133,0.495991070395636,-1.73472347597681e-18,0.322956043294075,0.0603066813712784,0,0,0.127042270453687,-0.158273501837494,0.167090218603522,0,0.362907947841964,-0.0745032317222331,0,0,0,0,0,0.137139598018147
BV010082.Index,0,0,0,0.122106540511743,-0.221935488535988,0.0537139054499442,0.0949768811159296,-0.901132532791172,-0.0843611242845193,0.613041479407336,0,0.118552417459985,0,0,0.202802317970885,0,0,0,0,-0.372274428023609
CVIX.Index,2.15638265146053,0,-1.19319829369581,-0.938987595104591,0,0.660379502604817,-0.955636247797126,0,0.107163016797742,-0.686256127613719,0.414572446949378,-0.838773950001294,1.20022152742269,0.979897662440963,-0.219132894108862,5.55111512312578e-17,0,0,0,0.328466706339865
DXY.Curncy,-0.0428647760543578,0,0,0.01863276846293,-0.0236057068813416,0,0,0.0147000117977627,0.0160223551052506,0.0137874216057023,-0.0158520120140256,0,0.0208011031639202,0,0,0,0,0,0,-0.0243452429869865
SPX.Index,0.0507288044261019,0,0,0,0,0.00172039422678591,-0.00194071172251609,0,-0.00841953696116195,-0.0156146349281762,0,0.010547015474989,0,0,0,0.0793814924274553,0.0190467853664104,0,0,-0.0730055188514004
VIX.Index,0,-0.411137246833788,0.69146452242301,0.239250004329946,-0.351539999237114,0,0.0682468212658684,-1.16923542304363,-0.514544296537224,0.713532027335447,0,0.572113901672682,-0.464744252229837,0,0.671676299740615,-1.38897487604674,0.19727050463073,0,-2.25384626481354,0
