,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XMR,DASH,MIOTA,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.146703344705121,0,0.298799416358607,-0.0088077228324601,3.46944695195361e-18,0.175544035327971,0.00905961358689631,0.445793559605344,4.33680868994202e-19,0,0.150854217296928,0.0378306065800839,0,-0.127199413294316,0,0,0,0,3.46944695195361e-18
ETH,0.0101436970653828,0,0,0.189739034034778,0,0.144059171589188,0.114726795007187,0,0,0.000233934277174903,0,0.254067649639136,0,0,0.0194597906543021,0,0,0,0,0.0664216415502877
XRP,0,0.198348002819588,0,0.110186675330525,0.349105454078723,0,0.126925341383114,0.345483719814669,0,-0.0805570363241191,-0.16735403591234,-0.274879737079834,-0.0810241384685624,0.235727939156394,0.119254971415113,0,0,0,0,0
BCH,0.12522379189439,0.40787009074581,0.0978288773549863,0,0.133071646698358,-0.10344239840146,0.0331836326784328,0.104821706807222,0,-0.204155420246599,0.634057940249832,0,-0.102177149974967,0.258030442349536,-0.0729270146331158,0,0,0,0,0.00735946293591076
LTC,0,0,0.329085213763495,0.253749432975121,0,0,0,0,0,0,0,0.208975764980757,0,0,0,0,0,0,0,-0.0127733679504413
ADA,0,1.38540194847771,0,-0.642542981855637,0,0,-0.189619548218497,0,0.437781937699931,0.0493760677038304,0.643396305755391,0,0,-0.313425508251345,-0.0560708662961443,0,-0.0579173107341888,0,0,0
NEO,0,0.601322516199547,-0.0667845988256064,0,0,0,0,0,0,0.073497194987123,0,0,-0.0813394241629852,0.148407055447021,0.17156446050761,0,-0.744288604570813,0,0,-0.0915903777254494
XLM,-0.118077996465151,0,0.420351721712368,0.474484157592242,-0.513099737216853,0,0.0334427369012012,0,0,0.463607597063472,0,0,0.233857036177698,-0.272447196103926,0,0,0,0,0,-0.16075977493274
EOS,0.49916005147753,0,0.0765295126142648,0,0,0,0,0.00864340886214212,0,0,0.185426408468899,0.24535970635104,0.104981720920931,-0.13896687430161,0.282282251398809,0,0,0,0,0
XMR,0.67379659719375,0,0.489675687648132,-0.31076452719685,0.583330433932774,0,-0.078928708894984,0.357299677206539,0,0,0,0,-0.261088296859148,0.580940558560845,-0.544539617523465,0,0,0,0,0.0250790295841153
DASH,0.268565877608041,0,0,0.606861953840419,0,0.205304056913934,-0.0504148123912063,0,0,0,0,0,0.0680538486679887,0,-0.123850154640035,0,0.269896255628622,0,0,-0.0408940917339109
MIOTA,-0.0402178331399528,0,0,0,-0.144138758947553,0,0.0168357719401143,0.152057426760519,0.802233664573437,0.0397325216281645,-0.138676578274728,0,-0.112892176470121,0.392383927554689,0,-1.02645454341054,0,0,0,-0.153526823307039
XEM,0,0,-0.392984859311312,-2.77555756156289e-17,0,0.288278087689307,0,0.347353428687699,0.280187313493701,-0.267305458094502,6.93889390390723e-18,0,0,0.33746913510165,0.111485841231806,0,0,0,0,0.135225891982016
TRX,0,0,-0.354309654180153,0.645972635363136,-0.181713477875849,-0.0536662816540469,0.00904720576425282,-0.0775572561612475,0,0.0960756416059033,0,0.511652826932588,0.0419448614661444,0,0.280973762896821,0,0,0,0,0.273038155425037
ETC,0,0,0.794643805472226,0,0,-0.0379820575889884,0.156403651439751,0,0,-0.180354624789379,-6.93889390390723e-18,0,0.203133086702258,0.13388959485397,0,0,0,0,0,-0.121239697661357
BV010082.Index,0,-0.100659340369509,0,0,0,0,0,0.0808801303267943,0,0.0268200364904701,0.0959087473037397,0,0.0523571253731615,-0.0774731934310807,0,0,0,0,0,-0.0594096008613365
CVIX.Index,0.190770138532222,0.0740797305799274,0.0966952377103774,0,0,-0.0036413112740875,-0.101228217289193,0.00527083389089454,-0.271526876531813,-0.131126871701809,0.273332062422273,0.061994067756557,-0.0379132393909234,-0.0466162564373814,-0.0782452960150013,0.421753731964609,0,0,-0.411460270519265,0
DXY.Curncy,-0.0277329311948199,0.00656776515649865,-0.0328451848260379,0,-0.045830873386213,0.0089045473932247,0,-0.0381303211091556,0.0145969298702429,0,0.0544188644412655,0.0374112154760312,-0.0195602117887799,-0.0291728186621839,0.0384484215594302,0.0436546835492769,0.0742003923121284,0,0,0.0308958117229213
SPX.Index,-0.0236288269470734,-0.0646149636029312,0,0,0.026110113863713,0,0.0532993370115367,-0.0535792591096016,0,0.0586479990379822,0,0,0.04995474178246,-0.0357848449162194,0,0,-0.000569658456448597,0,0,-0.0981029102270867
VIX.Index,0,0,0,0,-0.611553707375576,0,0.15956260997788,-0.426874894195864,0,0.512757833599539,-0.475134655602178,-0.226965656142908,0.33401768241434,0.540548611329666,0,0,-2.77555756156289e-17,0,-4.33127501905411,0
