,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,XEM,MIOTA,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.167792456310178,0,0,0.0640917411805743,0,0,0.114485970727732,0,0.209129569005793,0,0,0.158722730312053,0,0,0,0,0
ETH,0,0,-0.0176759045817987,0.143098060531128,0,0.0400827827322396,0.120909848085264,0.42350785839048,-0.225517186757681,0,0,0,0,0,0.561809938116705,0,0,0,0,8.67361737988404e-19
XRP,0,0,0,0,0.320431925487426,0,0,0,0.0152222033904852,0.171717946969431,0.0796660555786654,0,0,0.110152762033241,0,0,0,0,0,0.0461158108363967
BCH,0,0.188823847976338,-0.1142770229988,0,0,0.178404441024593,0.0727078540441816,-0.131509855790781,0.0547560460838386,0,0.157984745931277,0.561040615541441,0,0,0.256277281097441,0,0,0,0,-0.113057768103711
ADA,0,0,0.267932562030148,0,0,0.585878953546056,0.0556099602568385,0,0.0987812664962437,0.0125415612496505,0.0953863913307766,0,0,0,0,0,0,0,0,0
LTC,0,0.290552705802042,0,0.232275443963307,0.450903278871254,0,-0.185335536354408,-0.256021189368167,0,0,0.0597869434173214,0,0.0170191571410154,0.228425885755165,0,0,0,0,0,0.0536565761727636
NEO,0,0,0,0.528959540233608,0,0,0,0,0,0,0,0,0,0.125326831943618,0.244080479131821,0,0,0,0,0
XLM,0,0.305605232338808,-0.164104090327357,-0.367806512570496,1.16878476379376,-0.304003180443423,0,0,0.0468779839830285,-0.144556500678496,-0.362850703426472,0,0.12201995084103,0.60326741018249,0,0,0.457766908933546,0,0,-0.0639809562925446
EOS,0,0,0,0,0,-0.145767256551894,0.0386260968970005,0.395206140260687,0,0.0903648806468908,0,0,0,0,0.552593756105553,0,0.090272845629852,0,0,0
XEM,0,-0.725040086697473,0.290885692938051,0,0,0.102728025101661,0,-0.0770531349308352,0.38876312915668,0,0.0480224136016703,0.814598871843372,0,0.18845933036966,0,0,-1.24320744334823,0,0,0.189419056008783
MIOTA,0,0,0.0464177515445432,0.308148453371636,0,0.418194276563712,0,-0.113734919846506,0,0.192555146958953,0,0.195634969165764,0,0,0,0,0,0,0,-0.0235904622903676
DASH,0.746206746347035,0.12287317364088,0.176058930921681,-0.112119825415103,0,0,-0.137678085699521,6.93889390390723e-18,0.0102494975965017,-0.109805632291789,0.216689806545394,0,0.17250673655383,0.105929608499083,0,0,-0.345106657836117,0,0,0.0698557753009816
XMR,0,0,-0.121787438787612,0,0,0,0.180450448791976,0.0608378738780894,-0.0160450264368295,0.101993809532971,0.0467677858669762,0.605505479819109,0,0,0,0,0,0,0,0
TRX,0.620570143843014,-0.0968521308749797,-0.0581232478932152,0,-0.29751722178858,0.297299691403154,0,0.465506834993946,0,0.29942169886704,0,0,-0.0403730505612888,0,0,0,0,0,0,0.0771232836785947
ETC,0,0.266919102714531,0.0926920988962577,0.170368374142553,0,0,0.161067518353064,0,0.0739322699436125,0.0330352354830167,0.0284865941627586,0,0.0797054414557198,0.158701697602156,0,0,0,0,0,0
BV010082.Index,0,0,0.0112292121843193,0.0234583536355449,-0.0434526944799509,0,-0.0429966637287611,-0.058702206687598,0,-0.029458671062982,0,0.128543144322564,-0.0384899679151099,0.0553149242582399,0,0,0.181456658611538,0,0,-0.0494892319921791
CVIX.Index,-0.486713485737725,0,0.0470826183322938,0,0,0.0660078594053524,0,0,0.0942800414716832,0.152012859046966,0,0,0.122243292953924,-0.0547693361106144,0,0,0,0,0,0.00661340225485512
DXY.Curncy,0,0.0324258670305153,0.0385832673172727,0,-0.0135744849439,0,-0.0243069302965228,-0.0221697453714673,0,-0.0215069783163443,0.0251379958551512,-0.093974307342398,0.0365590471581193,0.0391812572521017,0,0,-0.0552620266893845,0,0,0.0167548736483943
SPX.Index,0,0,0,0,0.0077052811952861,0,0.0412990315819741,-0.0106213928078691,0,0.0288357848392224,-0.0472016965922683,-0.0355065385601928,0,0,0,0,0.130059192891235,0,0,-0.0649891907901584
VIX.Index,-0.197995080702944,-0.284802711963515,0.288147095446069,-0.0541228840705152,0.0173646811964982,0,0,0,-0.12659082210808,0.370836216424548,0.0919056581481141,0,0,0,0,-2.23315671423012,-0.591780254694001,0,-6.2433964386537,0
