,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.04894422465013,-0.159881515879034,0.067989753259601,0,0.127274255629574,-0.0498506035631251,0,0,0.158198381263768,0.184311609990212,0.327290330259939,0,0.0181652396335231,0.0882187597024031,0,-0.162513092021496,0,0,0.0206418204986397
ETH,0,0,0.325903149797827,0.270852946586612,0.361139960012535,0.00388404885031702,0,0,-0.338390000595124,-0.0227316776040091,0.168331234476215,0,0.0850397993106041,0.0797016356978321,0,0,0,0,0,0
XRP,0,0,0,0,0,0.0738476928815057,0,0,0.367056296182862,0,0.0994871342121438,0,-0.224296533325602,0,0.327259658629453,0,0,0,0,-0.0944056144181938
BCH,0,0,0,0,0.700864553865839,0,0,0,0,0,0,0.0951409919919508,0.128440877896949,-0.0222778917171284,0.0934024334278658,0,0,0,0,0
LTC,0,0.0893013907269376,0,0.131662014329967,0,0.150110221145595,0,-0.0620493702440773,0,0,0.429635118211017,0.107377736062817,-0.126036534826366,0.0259010833722954,0,0,0,0,0,0.14115689502106
EOS,0.544379495687929,0,0.544676530744423,0,0.12369100547194,0,0,-0.407861035607926,0,0.182490487131316,0,0,-0.0145961081628935,0.153433106039171,3.46944695195361e-18,0,0,0,0,-0.0442987449439711
ADA,0,0.318097641140031,0,-0.16006507420803,0,0.473912658295155,0,0.460199281370012,0,0.0500116192627384,0.0449718073751052,0,0.362187167863393,0,0,0.1603459105811,0,0,0,-0.234033013327118
XLM,0,0,0,0,0,0,0,0,0.757807719200028,0.0076528491622789,0,0,0,0.160264672725314,0,0,0,0,0,0
NEO,0,-0.468196787813583,0.270186519904101,0.0869302965453329,0.409930485297101,0,0.17293082559087,0.179671141545323,0,0.129267997525812,0.22213408415677,0.0960429101436432,-0.0557186798712496,0.0799723276754891,0,0,0.183730337994471,0,0,-0.00991183751868675
MIOTA,0.290157267238404,0,0,0,0.108999340971512,0,0,0,0.435968602787196,0,0,0,0.208294185539403,0.0608128568890684,0,0,0,0,0,0.0524672130678017
XMR,0.129954246834249,0.560091471855983,0,0,0,-0.189136080869868,0,0,1.16256834345207,0,0,0,-0.0242621767013573,-0.31409701043354,-0.221683591208123,0,0,0,0,0.00337058267376257
DASH,0,0.708075218300588,0,0.171407603359263,0,-0.0429684196227397,0.0760136885608791,0,0,0.0551254418229988,0,0,0.0878362764373462,0,0,0,0.174240012286184,0,0,0.1181052607482
TRX,0.484132189174422,-0.106605425071216,0,0.565072447694962,-1.14745992012187,-0.166294078746567,0.524720448737811,0,0,0.162696150666705,-0.449100868191379,0.936462106048871,0,-0.258176304418098,0.309473864146425,0,0,0,0,0.401847684017422
XEM,0,0.679023395184335,-0.425091602502661,-0.0151034837673887,0.250894615380449,-0.440091248716999,0.381012273204578,0.649409507214898,0,0,-0.90596332260215,0,0.180542332735074,0,0.604048985409015,0,-2.86192038780952,0,0,0.00622110666697484
ETC,0,0,0.174126797458008,0,0.221975418445077,0.148291736760317,0.1723200148079,0.277052898195147,0,0.331402727941101,-0.252481334461983,0,0.0391551797102916,0,0,0,0.0977880109143733,0,0,0.0124597329283447
BV010082.Index,0,0,0,0,0,-0.0575282604993515,0.15789728575662,0,0,0.0699309677308579,-0.149145109046817,0.201969254410166,-0.155426568653458,-0.110570631733844,0,0,0,0,0,-0.00069820710789466
CVIX.Index,-0.0559223070731439,0,-0.290643705039216,-0.107517935492073,0,-0.14112771525899,0.0989820681976585,0.0857170363877853,0.211926452038047,0,-0.2562710964421,0.162399790750603,0.0794890442184229,-0.273327585908922,0.331115401248412,0,0,0,0,-0.0556002965619556
DXY.Curncy,0,0,0.0428353682913174,0,0,0,0.00290580236091311,0,-0.021966609759153,0.0142906853654014,-0.0274896626952009,0.0661566121334235,-0.0378185074032735,-0.0124970858107393,0,0,0,0,0,0.00971776168149253
SPX.Index,0,0,-0.104171659859897,0.0158920356565092,0,0.0107706815611554,0,0,0.0854779903419654,0,-0.000535386640992237,0,-0.0445417282936339,0,0.0258238069499281,0,0,0,0,-0.0755339689433032
VIX.Index,0.493497303232274,0,-0.213059968867418,0,-0.217404006435052,0,0,0.270661726552618,0,0,0,-0.142225083659484,0,0,0.074926528584102,0,0,0,-4.40239744379956,0
