,BTC,ETH,XRP,BCH,LTC,XEM,ETC,DASH,MIOTA,XMR,NEO,EOS,ZEC,XLM,DOGE,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,-0.139324004166926,0.540973583601454,0.167320869660929,-1.12293685618478,0.90559309740157,0.0444429215748783,-0.152174178236411,0.155992396498316,0.0955556700523777,0.136450024282761,-0.181622854997493,0.349827499109541,0,0,0,0,0
ETH,-0.0245369890456399,0,0.889497239468484,0,0,-0.0267080726042906,0.393198929212059,0,0.0794222900566984,0,0,0,0,0,0,0,0,0,0,0
XRP,0.158007299534169,0.899565462444886,0,-0.112154597457756,-0.237523977329586,0.236349688067317,0,0,-0.125313316795065,0.243383641509627,0.00583876454117615,0.093544459659806,-0.123057648827573,0,-0.428651763982838,0,-0.0420921885177628,0,0,0
BCH,0,-0.148230663494577,0,0,-1.10893748384883,1.11941954918959,0,0,-0.560200259816983,0,0.0251982698908777,0.511398661555871,1.6985074355562,-1.34996294309095,0,0,0,0,0,0
LTC,0.242651383281538,0,-0.311252809382869,-0.0454337191965255,0,-0.0742814851610735,0.665660871530363,0.0160887819865406,0,0,-0.0175362321188247,0,0.297986468246795,0.0797394039880247,0,0,0,0,0,-0.153090351358547
XEM,0.516124846781708,-0.0636025444533687,0.426572260817399,0.234227725076633,-0.133560663153943,0,0,0,0.35122600370147,0,0.0626348931803339,0.438656853695954,-0.755395771654615,0.277556322417107,0,0,0,0,0,0
ETC,-0.114899757812988,0.131088566191088,0.191578740040001,0.0436375977889349,0.483828311109962,0,0,0,0.0320779301672288,0.069524054452844,0.0314418987101225,0,-0.103575044185611,0,0.10963682749405,0,0,0,0,0
DASH,0.0770705350204886,0.166588844775747,0,0,0,0.139766709017425,0,0,0.158679780002526,0.128877586455191,0.0481025527092509,0,0,0.0013638294908565,0,0,0,0,0,0
MIOTA,0.551817750856007,0.784482037289181,0,-0.482375337520073,-1.99678893482257,0.141124605776783,2.16827423226304,0.081331588666861,0,0.920096992951297,-0.0511262475406285,0.558602961237836,0,-0.453348271626769,-1.34188223736326,0.393584313012515,0,0,0,0
XMR,0,0.0452511416321635,0,0.119623298940937,0,-0.163982453359377,0,0.463345357837269,0.0545894348147561,0,-0.00146130078731948,0.101806843063026,0,0.542710931377703,0.0813199666059111,0,0,0,0,0
NEO,0.580377980222989,0,0.142594306749529,0.0929660993831561,0.0859096338507488,-0.112324448601573,0,0,-0.0770499741291831,-0.340011962141709,0,0.2105415108973,0.560702833824405,0.223151565799214,-0.0360364714614793,0,0,0,0,-1.69626565842933
EOS,0,0,0,0.0261597519697064,0.003682557301634,0.104326144778014,0,0.0433176144501397,0.148344224123103,0,0.0872246107070836,0,0,-0.0273710546445423,0.492141783982384,-1.69240394099884,0,0,0,0
ZEC,0,0.499161654025064,0,0.0558479454272208,0,0,0,-0.689361183756477,0,0.634136191874572,0.140496797725857,0,0,0,0,0,0,0,0,0
XLM,-0.404550500341426,0,0,-0.0103853996954014,0,0.422584293307895,0,-0.183504365595401,0,0.52025277040603,0.319544468148451,0.0130102201343094,0.381377204959722,0,0,0,0,0,0,0
DOGE,0.14639820898129,0.370781110629672,0,-0.0280258754935581,0,0.00467371845564063,0,0,-0.193638851134111,0.391261772095327,0.101322266049977,0.309928096534356,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0161208028611128,0.0222290292679478,0,-0.0299534101619607,0.048662673619753,0,0.0506751303315257,0.00846920327094641,0,-0.150658019523336,-0.0252784207522108,-0.0342789383597527,0.108328359555623,0,0,0,0,-0.18889644506605
CVIX.Index,0,0,0.0262249264528486,-0.0129041218651463,-0.00328061747127497,-0.0239483784530275,0,0.0282196118174492,0.0191242446868886,0.0477829381202363,0,0,-0.0384936101260463,-0.0617297192582214,0,0,0,0,0,0.368314099447025
DXY.Curncy,0.0325927986804033,0,0,0.00689473786144026,0,-0.0284990058667829,0,0,0.0270545737793274,0,-0.00741344093959449,-0.0198840324867673,-0.039369164999605,0,0.033587835498232,0,-0.0507294179435955,0,0,-0.0283752133856497
SPX.Index,0.00673577997426174,0,0,0.0020429637066431,0,-0.00380878818787308,0,0.00302273530027499,0,0,0.0057244324774531,0.00248907715693182,-0.00266896743789777,-0.00422302423455068,0,0,0,0,0,-0.0134460058288966
VIX.Index,0,0,0,-0.0108311096694619,0,0,0,0,0.0685519911610639,0,-0.113645597771609,0,0,0,0,0,0,0,0,0
