,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0718845069450821,0.101038494871513,0.433500147795348,0.0337675817721779,-0.0718207859237389,-0.0606799056349678,-0.0059889628096599,-0.0259650085168974,0.036952870897396,0,0.0644141578075954,0,0,-0.000934433745908342
ETH,0,0,0.8469317925851,0,0.237346328978336,-1.25024865031977,-0.455952359524535,-0.401518304936712,0,0.423911787012099,0,0.283432970828022,0,0,-0.173396294019115
XRP,0,0,0,0,0,0,0.369130205036163,0.244153406425294,0.262719611348683,-0.236051520591829,0,-0.672947263601474,0,0,0.234236694745878
LTC,0,-0.0498976020630397,0.00327974654059425,0,0,0,-0.0756657325421674,0,0,-0.00248855694417112,0,-0.0737870038293641,0,0,0
DASH,-1.25210122844137,0.0754542935302906,-0.351404172724751,0.600520760637445,0,0,0.285821256005991,0.139746506887642,0.249205333378486,-0.126047441404,0.482604102536055,-0.499937456919457,0,7.45586052714073,1.02011156301728
DOGE,-0.846726369705739,-0.182171488103083,0.451390028023065,0,0.103559924059885,0,-0.170420476686602,-0.276442808821625,0,0.276769624012585,1.67804793671344,0,-3.10673016313057,0,0.131036366907499
XEM,-4.9010698533702,-0.480178474705694,0.50647282160722,0,0.244587052941463,-0.431518424036705,0,0.314626149028901,-0.515939991912592,0.285528561030047,0,0,0,0,0
XMR,-0.858152382186699,0.397089709086626,0.572578355087202,0.362346898239443,0.928095014319572,-0.335745377506552,-0.671227327877261,0,-0.312132483184299,-3.46944695195361e-18,2.00765698877136,6.93889390390723e-18,0,7.46373665793824,0.280302523510375
XLM,0,0.231697541644301,0.616810354029978,0,0.214889132096674,0.611255368293384,-0.161873233000412,-0.0683649114925345,0,0.0298591787333726,0,1.50224059543516,-5.10164629563375,0,-0.377412046474019
DGB,-3.21042490647052,0.697379784405475,-0.100638012806994,0,-1.14321917887801,1.66727636213356,0.413624652169496,0.260562211443589,0,0,0,1.95028665364103,0,0,-0.0315285410959636
BV010082.Index,0.979116553702065,-0.101214390153849,-0.0847982831054843,-0.640517968149159,-0.12367008525435,0.158675888119553,0,0.0518754809380927,0,0.00192898011638084,0,0.114350342966621,1.2418308318647,0,-0.115291407917232
CVIX.Index,-0.847064684523472,0,0.223206122293184,-0.0824555577277825,-3.46944695195361e-18,0,-0.148935896010205,-0.0379083293096288,0,0.0389889759955123,0,0,0,0,0.147633760712491
DXY.Curncy,-0.0590797842069746,-0.0044867284573135,0,0.117545626907291,-0.0273895363565727,0,0,0.0191388567090438,-0.00543889581069969,0.0204858312535014,0,0.0153047142717705,0,0,0.00911512201455294
SPX.Index,0,0,0,0,0.0271955103555095,0.0159037208528687,0.020982076553854,0.00341266592572284,0.00557045577178304,-0.023515442172189,0.013372807520427,0,0,0,-0.0927452083038146
VIX.Index,0,0.0645267919209447,0,0,0,0.304683833996976,0.222882476487172,-0.0173771852799576,0.142357463073501,-0.219099787655466,-0.369013124482376,0.517819266503003,0,-8.20680969282506,0
