,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0652803126264767,0,0.164364814610842,0.137410659179553,0.0826051227568232,0.349802929882827,0.160793439115888,-0.146868603877212,0.193802019257023,-0.195034955002992,0,0.00105705226554353,0,0,0,0,0.0766772467563464
ETH,0,0,0,0,0,0,0.193180695637959,0,0,0,0,0,0,0,0,0,0,0
XRP,-0.300123294318142,-0.0849339815281372,0,0,0,-0.487065460745866,0.10501579425952,0.138502264867047,0.735967179410783,0.17590726874315,-0.240449464064194,-0.0318445726923429,0,-0.10060020053869,0.144552001258021,0,0,0.00497467793315784
LTC,0.304458698615881,-0.0326024342117926,-0.149023961780138,0,0.18469151762632,-0.010487865210985,0.135406064164933,0.0514536190448068,0,0.305277426295546,0,0.0634317203989567,-0.175493923501205,0,0.0128461946771502,0,0,0.0266780341441589
XMR,0.179949268923769,0,0,0.76824590177525,0,0,0,-0.16784889830724,0,-0.182967710365867,0,-0.152573749615722,0.133194269916461,-0.582113638661502,0.227459909528023,0,0,-0.100048163954378
DASH,-0.0556230488202763,0,-0.809317159494842,0,0.400855746667147,0,-0.100258937460217,0.190980175380267,0.803673670004436,0,-0.0467472672743342,0,-0.0480123357902544,0,0,0,0,-0.0182868492015028
ETC,1.21344610791941,0.323069706396521,0,0.145754213502576,0,0,0,-0.211305101847501,0.0809913838242915,0,0.378598760980592,0.0703419340576929,0.0685308545555197,0,0,0,0,-0.262403555745738
XEM,1.36255563989883,-0.367027188646252,0.847416395839701,0,-0.929773680650309,0.940977150135,-0.675833119203304,0,1.29110736350109,0,-0.0968172953823774,0,0,0,-0.114564924098613,0,0,-0.138457196341044
ZEC,0,0.145836916421216,0.551622697435271,0,0.408559892009021,0.346802176496097,0.112940314099166,0.0190748787760263,0,0,0.191655853943194,0.210964112262436,-0.0120602910915707,0.395738603054967,-0.108608351296689,0,0,0
DOGE,0,0,0.533225757042374,0,0.145801126735025,-0.00362344406660828,0.0643342663662397,0,0,0,0,-0.3100552944911,0.0782221654463753,0,-0.200281229377658,0,0,0
XLM,-0.899157176673778,-0.312287754322937,0,0,0.173435972673476,0,0.602685508909524,0.160896434259252,0.330448751249741,-0.0377415501808969,0,-0.0238521502495339,-0.15331970970273,0.292216510757685,-0.164366734229129,0,0,0.0935005613503469
NEO,0,0,0,0,0,-1.08666464775009,6.93889390390723e-18,0.190367789649172,0.74775799678435,0,0.361662689975936,0,0,0,0,0,0,0
DGB,0.146644149228126,0,0,0,0,0,0.106379998891572,0.0637075598993604,-0.0613077151526769,0.3688973199941,-0.0148760055574272,0.171753507695264,0,0,0.175450451536396,0,0,0.0295393192995273
BV010082.Index,0.68712864113766,0,0,-0.584373966180303,-0.343562514290672,0.0766469198387527,-0.282077876480199,-0.190105545285141,0.591126609869959,0.0908588519245312,0.167439288637724,-0.0246501336883543,0.222927935750699,0,0.141628241042351,1.33554491660381,0,-0.0109577935106337
CVIX.Index,0,0.188282253090161,0,0,0,0,0.0261456132741454,-0.0631038019356294,-0.276882163850969,-0.101688487416652,0,0,0,-0.183756859394105,0,0,0,0.109697364834078
DXY.Curncy,-0.0995511471419554,0.0239003231196232,-0.116370048193454,0,-0.0311648875041696,-0.00713102842267868,0.037358371704646,0.0227160618442814,0,-0.0297631421355489,0.0168375478105616,-0.0227929967345785,0.0251771335944221,0.149778955850099,0.0689412227207535,0,0,0
SPX.Index,-0.0306762525031926,0.0337476753632962,0,-0.0154808377697965,0,0.0108435841445786,0,-1.35525271560688e-20,0,0,0,0.00216462468141562,0.00378700653101032,0.0125495559165681,0,0,0,-0.0398596762831473
VIX.Index,0,0.365623528619566,0.085250073358297,-2.77555756156289e-17,0.602366060103161,0,-0.763976468819945,-0.0331748190676049,0,-0.0514123598414393,0.187843445110348,0.225886891924627,0.262425246305023,0,0.0655591655527433,0,-6.42582244111371,0
