,BTC,ETH,XRP,EOS,LTC,BCH,XLM,TRX,BNB,ADA,BSV,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0605388660421578,0,-0.0214006088939388,0.0456852177559938,0.311475424031256,0.0617816885370774,-0.0503530445245837,0.0549782484109033,0.0175737416927346,0,0.0499122852894254,-0.0328567112010151,0.104988790680985,0.0269089080572496,0,0,0,0,-0.0521678985600419
ETH,0,0,0,0,0.164497011893921,0.244077236433213,-0.0724632115503756,0,0,0.381777359533458,0.0545891162790636,0,3.46944695195361e-18,0.0566660628786341,0,0,0,0,0,0
XRP,0,0,0,0,0.0611337552468282,0.154101183017629,0.14318829390208,-0.0914072623213088,0.0308415278953306,-0.0834901352494869,0,-0.110579644640432,0.424831070581422,0.127349374073768,0.00420782757385174,0.0268686954274091,-0.205718677976914,0,0,-0.0398376083398417
EOS,0,0.096395291033058,0,0,0.139580589006692,0,0.123093339675045,0.186491125377064,0.0958914077244702,0,0.371259394692885,0.266583281673381,0,0.27444516207759,-1.73472347597681e-18,0,0,0,0,-0.157933170886844
LTC,0,0.182883010246221,0,0.409478890677164,0,-0.390987013149797,0,0.0273862057362654,0.0663363259100169,0.539515485519677,-0.239949544051832,0.0847829241035291,0.663864636794237,-0.368379986654887,-0.225907814510377,0,0,0,0,0.0535499839912846
BCH,1.08596804546842,0,0.575914101563428,-2.16840434497101e-19,0,0,-0.0747416199260259,0.278869156245723,-0.0427872127799039,-0.171276644024694,0.388693358613205,0,0,0,-0.0697085710852079,0,-0.00507576800891715,0,0,0.0334722808089039
XLM,0.418062745419753,0.252090889808503,0.459286147052635,0,0.00789624045677033,0,0,-0.00947828295608293,-0.147712169285504,0,-0.128795801376658,0,0,0,0,0,0,0,0,0.0774873818581112
TRX,0,-0.0915672735032496,0,0.0733037306856987,-0.015522053379715,0.263423680380086,0.186647330734511,0,-0.00911419368066254,0,3.46944695195361e-18,0,0.197177997757637,-0.170744396063572,0.0531150718444072,0,0.216593798548273,0,0,0.0719419800826883
BNB,0,0,0.0801893382494827,0,0.0967591578254178,-0.32772968966415,0,1.11619546858942,0,1.4438719435586,0,-0.41790962746499,-1.47766298263705,0.605449481464108,0,-0.196686621072637,0.125340515311228,0,0,0.331607213300559
ADA,0,0.0734986202212311,0.613438529455561,0,0.0168887209344012,0.27811320070761,0.022007264869367,-0.0504099506661015,0.155964779235832,0,0,0,0.0815036080374106,0.0612227688674901,0.0228037326524246,0,0,0,0,0
BSV,0,0.177853729233277,0,0.103727322322275,0,0.203301128131267,0.0858535297455414,0.0606484211293389,-0.104812708071197,0,0,0,0,0.19975466405254,0.0750857062996172,0,0,0,0,0
XMR,0,0.416929493714736,0,-0.00275927308006858,0,0,0,0,0.215106646825857,0,0.488476503931112,0,0,0,0.0520401747917125,0,0.737720642201451,0,0,0
MIOTA,0,0.0635099007577087,0.677791793348382,0,-0.0638403553038269,0,0.0401174200728661,0.150421463167073,-0.0103847048899689,0.367473434348387,0.279230309774909,-0.0539294405427848,0,-0.0361442167551577,-0.101443189473321,0,0,0,0,0
DASH,0.475320452005716,0,0,1.38777878078145e-17,0,0,0,0,0,0.376735328167625,-0.164311960735275,0.444328373961099,0,0,-0.143069724538066,0,0.26327828507164,0,0,-0.00203665014194184
MKR,0,0.308959628568675,5.43136833252344,-0.154798218832208,-0.387066495054021,-1.53531095394163,-0.226941760130003,0.789855945365029,-0.529653710402818,0.715664580763467,1.90402248193698,0.797966918571795,-3.20080091744068,-3.46944695195361e-18,0,0,0,0,0,-0.120873626990698
BV010082.Index,0,0.139512883433183,0.220726547008473,-0.134071599077343,-0.0762927231923446,0.246370518091925,-0.481749577537339,0,-0.0463300723790374,0.17014993350786,-0.261144065014258,0,0.0515252496193229,0,-0.0672560152096788,0,0,0,0,0.0430000415516161
CVIX.Index,0,0,0,-0.114704630933778,0.117277192840849,0,0,0,-0.034691997180006,-0.317698617988836,0.064838744701924,-0.00566127925459295,0,0.120834965803508,0,-0.470200497414928,0,0,0,-0.0365570950053952
DXY.Curncy,0,0.00340646848351984,-0.0865311798449891,0,0.0195449625901019,-0.00147152480860748,-0.02110547799361,-0.0469495575582274,0.0238989991697218,-0.110656128559861,0.0255923147349402,0.0402046200308927,0.117472245788783,0.020565780582498,0,0.162274111104541,0,0,-0.101801449890863,0
SPX.Index,-0.184617452280421,0.0256921599985276,0,-0.0386603538812418,-0.013519706073906,0.0873588473441181,0,-0.0296620292119533,0.0469602185940684,0,0.0436261629291037,-0.0607034015110684,0.0709796907465871,0,-0.0158329624106262,0,-0.0909232890294765,0,0,-0.103131653565005
VIX.Index,-2.39416607749753,0.0570872159068135,0,-0.66024884676249,0,1.49092339515638,0.151315574670188,-0.259742894861682,0.32811102944325,-0.0473413412336065,0.189491135263354,0,0.201722637370408,0.178571029665541,0,0,-0.644597553245069,0,-6.62030299388475,0
