,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,TRX,XMR,DASH,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.120464276315596,0.256768378074523,-0.109801180621792,0.149870847496251,-0.0548597374538567,0,0,0.0862587739097857,-3.46944695195361e-18,0.177219006767215,0.307895826914638,0.0417551125322029,0,0,0,0,0,0.0254992949805994
ETH,0,0,0,0.0386312237442781,0.196275196748851,0.113785860153069,0.047263489710545,-0.299786921618713,0,0,0.0788695729773708,0.166552857096146,0.368540428918586,0.118517773469321,0,0,0,0,0,0
XRP,0,0.374299777225165,0,0,-0.426471205288295,0,0,0,0.783641300458285,0,-0.211902932021751,0,0,-0.0696706672009192,0.177237400443221,0,-0.470893917222903,0,0,-0.0535332293400149
BCH,0,0,-0.193080488965506,0,0.977711062227558,0.217777725915689,-0.371696564778184,0,0,0.296833684952778,0.299803010590718,0,-0.365430208381619,0.0939843018571358,-0.0455779422816816,0.505168963221145,0,0,0,-0.0944643201576002
LTC,0,0.0448476855353273,0,0.252835437355761,0,0.0630387358375634,0.0158228866451,0,0,0,-0.309486852775836,0.116125294368723,0.455793438421672,-0.0172202335816622,0.182310605143205,0,0,0,0,0.155413017935282
EOS,0,-0.00156837676352529,0,0.376036176977722,-0.389883771417059,0,1.0932914139545,0,0,-4.33680868994202e-19,-0.155082138231876,-0.379747357868803,-0.0808591213378097,-0.44278315649757,0.76508040830015,-0.0433580150797877,-1.34360915942708,0,0,-0.154324139756845
ADA,0,0.781514684798295,-0.298204185610189,-0.205144291167394,0,0.587475740676462,0,0.849199583195614,0,0.39604497649518,0.253899207484987,-0.220496890371416,0,0.161408798130445,-0.603899088876953,0,0,0,0,-0.246960110995131
XLM,0,0,0,0,0,0,0,0,0.757807719200028,0.00765284916227892,0,0,0,0.160264672725314,0,0,0,0,0,0
NEO,0,0,0,0,0.263108823719045,0,0.0757644645282347,0.361098871122948,0,0.172699867594847,-0.0188082466540736,0.18397550111129,0,0.0458991031344686,0.094475077581299,0,0,0,0,-0.0725551820111812
MIOTA,0,0,0,0,0,0,0,0.559589630377674,0,0,0.0769559111603863,0.230412692058562,0,0.0416754138391891,0.0162995720758826,0,0,0,0,0
TRX,0,-0.0720961167702137,0,0.654923468992673,-1.4135146030932,0,0.247473428445461,0,0,0.0908978870631486,0,0,0.957903224111956,-0.114913668582743,0.327795663380663,0,0,0,0,0.392602900022271
XMR,0.76708663279719,0.799016230986825,0,0,0,-0.266588557400258,0.226948140921939,0,0.526779352021905,0,0,0,-0.258523487081746,-0.297433615473164,-0.175085009642132,0,-0.370110404818883,0,0,0.0137656096307634
DASH,1.05229198351702,0.135294117322046,0,0,0.351873185828523,-0.0466983629785965,0.10434585991622,0.0501930517002282,-3.46944695195361e-18,-0.0868699132259193,0.053014751221606,-0.0586269221376365,0,0,-0.241091880224451,0.0730735500407036,0.272060883646,0,0,-0.029506527491315
XEM,0,1.14623112745938,-0.789139549219229,-0.255738088726302,-0.478564141338079,-0.583380339082518,0.486013521278069,0.192678996896655,1.04802800637934,0,0.0980561536209954,-0.824786926614101,0,0,0.710724587729206,-0.402462776813909,-2.90526750262521,0,0,0
ETC,0,0,0,0,0,0.209742010693019,0,0.150160735934354,0.321935111273517,0.210277929587755,-8.67361737988404e-19,0,0,0.0336174858861252,0,0,0,0,0,-0.00723930333652183
BV010082.Index,0,0,0,0,-0.0175612287061233,-0.0768033917807293,0.177334487823562,0.0234603413033958,0,0,-0.140907401560211,-0.124320131304617,0.22565289773867,-0.105829509570725,0,0,0,0,0,0
CVIX.Index,0,0,0,-0.103289361624194,0,-0.0997845035253607,0.0973466542712873,0,0,0,0.0654332435465853,0,0,-0.272164446694227,0.242006248364835,0,0,0,0,0.0199055507403252
DXY.Curncy,0,0,0.0326433952302848,-0.0050919899610362,0,0,0,0,0,0,-0.0306390038135969,-0.0168687952631946,0.0548653479797991,-0.0116062768054342,0,0.0329410104038126,0,0,0,0.00353532427286986
SPX.Index,0,0,0,0.0189536294753452,0.0300689315715711,0,0,0,0,0,-0.0476573060296591,0,0,0.00507567156847863,0,0,0,0,0,-0.0875560940405943
VIX.Index,0.341669567143445,0,-0.172419088674415,0,-0.182191361073477,0.0208019151562343,0,0,0,0.267429543838676,0,0,0,0.140055137636951,0.0412866110033219,0,0,0,-4.45487252443856,0
