,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0146728403139525,0,0,0,0,0.0653211988519092,0.0888325433393437,0,0,0.000776426079036191,0.297389653350806,0,0.209285806187053,0,0,0,0,-0.0188234114479829
XRP,0,0,0.118329853852211,0,-0.00518438785333957,0.357657669562491,0,0,0,0.14379572454322,0,0,0,0,0.234411478802575,0.387779413768898,0,0,0,0.122326014831594
ETH,-0.464985790436205,0.85386977322556,0,0,0.476622076380206,-0.0954388078072528,0,0.125368413690804,0,-0.0689288128316249,0.470391055692948,0,0,-0.261597191718157,0,-0.767409895394045,0,0,0,-0.0852261375309288
BCH,0,-1.38777878078145e-17,-0.181382358830946,0,0.686739924453019,0,0.3451821420256,0.220979367567744,0.529961187404962,0,0.170804663069444,-0.0595313776545029,-0.220246180617748,-0.570839226766997,0.272650140318736,0,0.403383703315509,0,0,0.15352176773753
EOS,0,-0.0293303762415736,0,0.125547933869902,0,0,0,0,0.0858292467811909,0.493607985219672,0.301783110960252,0.106304497465164,0,0,0,0,-0.12614609480093,0,0,0.0186214077594314
XLM,0,0.199748761083641,0,0,0.141577231428689,0,0.100145576649711,0.0753480850219437,0.08994078042368,0.070676856837333,0,0.0612989770092204,0.0844739950192323,0.149339498161048,-0.155395510277167,-0.285027246652759,0,0,0,-0.0577715202182399
LTC,0,0,0.506902088989516,0.317993366708134,0,0.158919611729179,0,0.0920926509349947,0,0,0,0.15435547975082,0,0,-0.419932948141129,0,0,0,0,-0.138135573876241
TRX,0,0.665177540725058,0,0.936296897130743,-0.438742907893079,0,0.206042806002854,0,-0.722292355581106,0,-0.0789480656537096,0.109163241001076,0,0,0,0,0,0,0,-0.145671430675577
BSV,0,0,-0.0921468113948616,0.363573787373291,2.71050543121376e-20,0,0,-0.0705604735541336,0,0.262012586660171,0,-3.46944695195361e-18,0,0,0.234583150139001,0,-0.155099306183172,0,0,-0.0506956918610788
ADA,0,0,0,-0.122010138116252,0.293857446421525,0.295721612087955,0.374140506916561,-2.16840434497101e-19,0,0,0,-0.0590399467671496,0.249125754757012,0.0067079476405484,0.068135582189512,0,0.0315247933440689,0,0,0.0177687745084985
MIOTA,0,0,0.117253261456831,0.136026622399284,0.488500806205768,0,0,0,0,0.119693812293491,0,0,0,0,0,0,0,0,0,0
BNB,0.124308522291752,0,0,-0.361564213969932,0.369448916295868,0.277810123334365,0.297265379393857,0.117108928064141,0,0,0,0,0,0,0,0,0,0,0,-0.019236455202087
XMR,0.286864960779787,0.654682095176271,0,-0.230327213388955,0,0,0.266903677226984,-0.0122902832792506,0,0.0506293976529335,0.118792977953332,0.0779085901498787,0,0,0,-0.369949919418096,-0.189893245311235,0,0,-0.0624166074253923
DASH,0.654199992172527,0,0,-0.00270523541007935,0,1.38777878078145e-17,0,-0.0186614117301052,0,0.162107542860998,0.0532175517745386,0,0.0612948805614751,0,0.312242026007218,0.124885857069791,0.136074790107772,0,0,0.0255268430939555
XEM,0.399679126302475,0.468162148754363,0,0,0,0,-0.00271106942073129,0.108787652531023,0.107653957667168,0,0,-0.11862555789761,0,0.13795146523072,0,0,-0.0410528964092502,0,0,-0.0368716394254136
BV010082.Index,0,0.772840984381444,-0.581620263330464,0,0.263729349284078,0,0,-0.00404200863180396,-0.135495574765764,0,0.00740901294753547,0,-0.27589912715505,0.163773374475746,0,0,0,0,0.0945555912919984,-0.282842460368449
CVIX.Index,0,0,0.154791522310485,0,0,0,0,-0.292997860255827,-0.0449401276850208,0,0,-0.642580788292725,0,0.364815823717181,0,0,0,0,0,0.0230414356492755
DXY.Curncy,0,-0.0693135235615076,-0.0162771181807249,-0.051964819107473,0,0.0683063106063565,0,-0.0188248983456373,0,-0.039729296656541,0.0565109944346777,-0.042869674862692,-0.00925402293375125,0.092485274137616,0.0516746078523384,0.0458550335760604,-0.0262613162080491,0,0,0
SPX.Index,0,0,0.0123461324732235,0,0,0,0,0.00706160007388592,0,0,0,0.031731674573683,0,0,0,0.241815312993288,0,0,0,-0.0755278885554016
VIX.Index,0,0,-0.301585112263052,-0.328924266622755,0,0.675990934615271,-0.268972809784751,0.111786107047083,3.46944695195361e-18,0,0,0.791594537578805,0,0,-0.0880360687314482,-0.54868524925319,-0.319023327857745,0,-2.04715230312399,0
