,BTC,LTC,XRP,ETH,DOGE,DASH,XLM,XMR,DGB,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.133899963586673,0.0616417644614945,0,0.194055323103966,0.0802085235469073,0.306808748304128,0.035621176985486,-0.103767976850493,0,0.103687741848242,0,0,-0.0602512872163125
LTC,0,0,0.213158337866454,0,0.105108936971513,0.011309642247991,0,0,-0.0065544330449227,0,0.208947054805911,0,0,0,0
XRP,0.7991972300311,0.0908343542863635,0,0.0506764123718389,0,0.0334305852676088,0.325383999920532,-0.545384368239614,0.0509635371992813,-0.369695832381395,0,0.0206035451524633,0,0,0
ETH,-1.63912791686949,0.880649948595283,1.22889562326315,0,0.62715604723577,1.30993012971294,2.10289336222245,1.38156123355365,-0.0863506370301302,0.154160289501314,-6.84902700302911,1.50142197107653,0,19.8572176546432,2.73952181280072
DOGE,0.222392301705959,0.634909247874098,0,-0.0323301659307664,0,0.0342851504314721,0.153520649295996,0.405307705785537,0.00649662878433293,-0.0768629264560726,0,0.22861916684295,-0.310561999215629,-0.603383620704711,0.0451539744563056
DASH,0,0.186308778436186,0,-0.218918873750098,1.15610224341145,0,-0.193762706768359,-0.115963221946528,-0.0211938122381257,0.102857536099121,0,0,0,0,-0.0384800444438697
XLM,1.74389338648216,0.416207723085883,0.31279079702996,0.11761481556268,0,-0.734092305331298,0,-0.266121431954682,-0.0240810030050492,0.0977030410992121,0.0395627862039197,-0.786807577298695,0,0,-0.276303236077067
XMR,1.1909043968424,-0.616257705823533,-0.888682407594651,-0.02086097065668,1.04531126311348,0,0.379150963814832,0,0.0409800734115718,-0.290030645832785,0,0,0,3.09245024599217,0.230288291674117
DGB,0,0,2.69470237734077,0.369990598100176,0,-0.369605812445503,1.4575042186465,0,0,1.29068425723482,0,0,0,0,-0.707974800520317
XEM,0.713790701891965,0,-0.641312548319256,0.152903661794978,-0.2067870491738,0.51821307535875,1.02326939306295,0.234801614853754,0.14520785187328,0,0,0.636154687552662,2.72548812164209,0,-0.057166627404828
BV010082.Index,-0.427379182057245,0.0381609063425645,0.158525819505946,-0.064625415575612,0.100318728299157,0.360118602600318,0.0911145915134466,0.0757146219813716,-0.00586626115234223,0,0,0,0.380131708391095,1.41637556164885,0.14422577423023
CVIX.Index,0,0,0.103975818268295,0,0.939170542618925,-0.39074936628901,-0.590528588209721,-0.499513000980198,-0.0265469911124735,0.13355327401993,0,0,0,0,0
DXY.Curncy,0.166162747087655,0,-0.00959978631878545,0.0114071660235828,0.0121820269206573,-0.089635969931523,-0.115632479830908,-0.0878072657160487,0,0.0370484148693787,0.237241826359541,-0.0766846042588698,0,0,-0.0606844886624135
SPX.Index,0.0491426769276497,0.0934979997103877,-0.0270343231140534,0.0112410547564765,-0.158880728910648,-0.039821545550953,-0.0170861952749118,0.0213806835114107,0.00376822998776571,-0.0127226195589002,0.164659573326168,0,0,0,-0.0991237262140372
VIX.Index,0,0.097089959041728,0,0.110335828396368,-4.33680868994202e-19,0,-0.638831047266614,0.0548227654378074,0.0300680556578358,0.0293715023744363,0,-0.212225088352517,0,-6.14686435005501,0
