,BTC,XRP,ETH,XLM,BCH,EOS,BSV,LTC,TRX,ADA,XMR,BNB,MIOTA,XEM,DASH,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.118787022599753,-0.0616889571863887,0.06622642616037,0,0.189868809535397,0.138462518980526,0.0476539669143883,0.0142754630211789,0.0682374272940607,0.33265240237314,0.0931453230840247,-0.0832619984763417,0,0,0,0,0
XRP,0,0,0.274158505229805,0,0,0.0794064945297934,-0.0532550770662406,0.11272212690822,0.0365033879607985,0.115355697953378,-0.127136929356777,0.14021396535823,-0.0291951799110876,0.140245098603236,-6.93889390390723e-18,0,0,0,0,0
ETH,0,0.477516547226058,0,0.00588120162670857,0,0,0.027387050004196,0.131545381100075,0,0,0.35700847467213,0.0812882721375102,0,0,0,0,0.224156051428759,0,0,0
XLM,1.00061226996846,0,0,0,0.10877165325285,0.0622372498144608,-0.0560148225385856,0,0,0.0423007117676572,0.0133147190090514,0,0,0.00595805728605393,0,0,0,0,0,0.046953370083864
BCH,-0.987505437296913,0,0.150204578102539,0,0,0.749384268275903,0.152787727480144,0,0.0256887894746009,0.235888452294041,0,0,0,0.816889039856572,0.0509001221427401,0,0.0732002821898531,0,0,-0.067553457229609
EOS,0.6454314352988,0.356324977705373,0,0,0.153132818066624,0,-0.00176298680924273,0.344641854604573,-0.593633520163865,0,0,-0.00983814488640842,0,-0.466253390035951,0.720312075649112,0,0,0,0,0.131272464138159
BSV,0,0,0,-0.536141013378809,0.90909030155503,-0.386527526094769,0,0,0,0,0,-0.0629194282324875,1.50417162264503,-1.00730369606436,0,0,0,0,0,0.500560852502309
LTC,0.55768897399767,0,0,0,0,0.18914477144037,0.0834888174670109,0,0,0,0,0.107851458210494,0,0,0,0,0,0,0,-0.156130321443835
TRX,0,0,0,0,-0.252722710141507,-0.240625230367088,-1.73472347597681e-18,0,0,0.424915692887165,0,0.14166341212336,0.683798994071416,0.255834100069597,0.0100933549005912,0,0,0,0,0.0544688490247905
ADA,0,0,0,0.0629375849317381,0.14313082245174,0.169587990614955,-0.0827136565443576,0.425460124138851,0.47741044128147,0,0,-0.12232499826417,0,-0.111261300073885,0,0,0,0,0,-0.0116039397726116
XMR,0,0,0.754575599663601,0.191726828018165,-0.135537943685161,-0.0668072615660583,-0.0569843052523287,0,0,-0.193210273279744,0,-0.240057850890268,0.172881788317727,0.235904587849479,0.28885344166032,0,-0.994043081311423,0,0,-0.050831454552358
BNB,-0.255669526717371,0,0,0,0.624127367789436,0,-0.138236916015576,0.422271305893205,0.199659348685892,0,-0.0785347396812677,0,0,0,0,0,-1.52727826087744,0,0,0.554255657882192
MIOTA,0.388449652326897,0,0,0.12987576886357,0.117947371824067,-0.0759667932416339,0.104931675409309,-0.329387225583465,0.198217314911558,1.38777878078145e-17,0.430450031567059,0.0482372696421651,0,0,0,0,0,0,0,0
XEM,0,0.342010995772487,0,0,0,-0.321380442989199,-0.102677637515757,0,0,0,0.94955950704125,0,-0.0123947192371218,0,-0.0649643573019044,0,0,0,0,0.147192704964607
DASH,0,0,0,0.484914547160003,0,0,-0.00858404125100477,0,0,0,0.588827541949186,0.0838476949616205,0,0,0,0,0,0,0,0.116926202635198
BV010082.Index,0,0,0.0729198818019501,-0.1680780359763,-0.02645901049319,0,0.00389647232313375,0.110720936022801,-0.0276919199189965,0,0,0.0998220413758024,0,0,-0.0742640946624371,0,0,0,0,-0.0573022295232147
CVIX.Index,0,0,0,0.0923516723162187,0.14186626995676,-0.129607512064908,0.0143430986746749,-0.100562008491775,0.0637245364622055,0,3.46944695195361e-18,-0.108857371020222,0,-0.0338817632985431,0,0,0,0,0,0.109219401140807
DXY.Curncy,0,0,0.0205251297353413,-0.0439480822275499,0,0.00720287953817298,-0.00251922827116145,0.0468875050147389,-0.0213892067207172,0,0,-0.00552105618984649,0,0,0,0,0,0,0,0.00496615048196809
SPX.Index,0,-0.0638293329008015,0,0,0.065263563252782,-0.104597831645532,-0.00345653192444267,0.0692631775501022,0.0208456120762701,-0.00747321063902635,-0.0264887990145532,0,0.0664825985451495,-0.0474147750644686,0.00897265955800523,0.0484941612181195,0,0,0,-0.125924994390715
VIX.Index,0,0,0,0,0.190707060615248,0.0682109562176575,0.0924739581587863,-0.183051015545313,0,0,0,0.00840068148260086,0,-0.472916119959627,0.189714888262461,0,0.875631128693304,0,-0.214261831473921,0
