,BTC,ETH,BCH,XRP,LTC,DASH,NEO,MIOTA,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.292867525369535,0.21245980394969,0,-0.175889576969148,-0.0570451921346721,0.385029552045349,-0.116116200807906,0.145266803722868,-0.0273384422634559,0.246534652305382,-0.274389035718749,0.0422592158857118,-0.618084024050795,-0.108860445881244,0,0,0,-0.471441411583468
ETH,0,0,-0.0116495640285507,0,0,0.0809048017085342,0.0567642653094812,8.67361737988404e-19,0.107265206696058,-4.33680868994202e-19,0.132307049107094,0.088714595041309,0.0257839804713815,0.143501506815444,-0.0112726064356335,0,0.13712304080221,0,0,-0.00946611301335772
BCH,-2.08097689261682,0,0,0,-2.77555756156289e-17,0,0.0149251604308343,1.1057500071243,-0.222708710703858,0,0.198066515342505,0.539233236633944,-1.48563477438906,0.0229025488445662,-1.38995749936179,0,0,0,0,-1.36420672757587
XRP,0,0.0128430809943066,-0.0682789831645464,0,0.334714089510956,-0.0842970884960426,0.11943981014232,0.0531336791731191,0.0958111316291616,-0.000225415097536005,0.00873872127489532,8.67361737988404e-19,0,-0.0564708770506605,0,0,0,0,0,0.0670242315004777
LTC,0,0,-0.132425214609115,0,0,0,0,0.0973240323875367,0,0,0.109185785827798,0.024605589725093,0,0.0348436536458371,0.00300212590342345,0,0,0,0,0
DASH,-0.635677015798289,0,0,0,0,0,0,-0.0710723628783117,0,0,-0.127435233821523,0,1.28434944651729,-4.33680868994202e-19,-0.495548310401709,0,0,0,0,0
NEO,0,0,-0.181031773900114,-0.767138527005383,0,0.00941469070237765,0,0,0,0,0.275618242824463,0.0924991977966423,0.16910197267322,0.165116597368955,0.0670038288529166,0,0,0,0,-0.0734187921229078
MIOTA,0,0,0.237036014019494,0,0.0134040204397368,0,-0.0768688733373635,0,0.205980287619385,0,0,0,0.343063827431875,0.203084689929163,0.355918782267119,0,0,0,0,0.248888556317625
XMR,0,0,-0.0853598175896076,0,-0.074932476565876,0.119362310412453,0.23040105115223,0.0282246876146694,0,0.278195255888473,0,0,0,0.176519835115031,-0.0833104420514339,0,0,0,0,-0.157386290137176
XEM,0,0.651065191549721,-0.0367082122433797,0,-0.018517185359641,0,0,0.103812035942275,0.0601863325888308,0,0,-0.109192791170691,0,0.031762099250532,0.165425251743472,0,0,0,0,-0.231322701971162
ETC,-0.891901575530891,1.2772138550424,0.101780791414609,0.454748666897523,0.253155962177592,-0.722968509663198,-0.0627839941158929,0.285130763469729,0.222059689393422,-0.553440459303924,0,0,0.135134725053483,-0.0475943844584987,-0.159955362544578,0,0,0,0,0
EOS,2.35959667197421,1.36806111668471,0.481273844684772,-0.656504857281717,-1.76879632464542,-8.67361737988404e-19,0.190066401793746,-1.14430598928446,0,-0.114840428055182,0.214566684262907,0,1.68278663896435,-0.146393301718023,1.27959968710004,6.25518795321122,-0.0111142787743226,0,0,2.10088835961718
ZEC,0,-0.459066303210393,-0.164663072489023,0,0.216945887493051,0.385779776628347,0,0.26010528822561,-0.0678432059080089,-0.227860447296089,0.197296218861081,0.0489270498962636,0,0.120357563867919,0.0446077847537013,0,0,0,0,-0.422986736996586
ADA,0,1.90715980023428,-0.0270998052454941,0,0.150924193526261,-0.122856212710638,0.139526733646316,0.155246508421426,-0.175838716383717,0,-0.137776989487434,-0.412196547850724,0,0,0.296769490926414,0,0,0,0,0.271487810900555
XLM,-1.34880257788714,0.168316121903425,-0.33270764150862,0.0913024694714797,0,-0.521545442551524,-0.0876681937143663,0.422536412859769,0,0.395874666197989,-0.172677867890466,0.325141200093578,0,0,0,0,0.292056710596627,0,0,-0.499816669864321
BV010082.Index,0,0,0.00807891979659579,0,0.0973232637980377,0,0,0.0341724552649312,0.0153888450263868,0,-0.00636430887494004,0.00957996390788847,-0.00144485895108497,-0.0656891740724078,0.0182740726023863,0,0,0,0,0
CVIX.Index,-0.0643531411642694,0.170930860901246,0,0,-0.108339195452987,0,0,0,-0.177385992502552,0.196211759798714,0.0183944068536898,0.0331187002841197,0,0,0,0,0,0,0,0.147752101660592
DXY.Curncy,0,-0.0306682470897837,0.00666130014209083,0,0,-0.00138337491575398,0.0135641471202664,-0.0178630620754863,0.020953670974049,0.0235453374230281,0,0.00475032329316492,0,-0.0127636524608233,0.0212487952559554,0,0,0,0,0.0343551115120412
SPX.Index,0.0094132647781639,-0.106151302178687,0.00893448578929919,0,-0.00511738924110951,0,0.0213212409381131,-0.0164077076501265,0.0120351468063048,0,0.0134849659586935,0.00516755348264938,0.0323668058432938,0.00954668337719458,0.0209032122301928,0,0,0,0,-0.00757153577555434
VIX.Index,-0.915230953997381,-0.830702799396883,-0.192595795081186,1.38777878078145e-17,0.77638385314436,-0.126462829682398,-0.0532794813521225,0.14802774556035,-0.0272941711602354,-0.0988639948939689,0.084892939365777,0.229567535871025,-1.38777878078145e-17,0.0473972030528422,-0.39099826206051,0,1.38476238888113,0,0,0
