,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,TRX,BSV,ADA,XMR,MIOTA,DASH,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.049063142125764,0,3.46944695195361e-18,0,0.278479341996613,0.0145315089874605,0.0509961509841904,0,0,0.042925821107458,0.000533135251672291,0,0.116594243325695,0.0451346985055409,0,0,0,0,0
ETH,0,0,0,0,0.316835340453439,0.429247947131605,0,0.192249206308618,0,0.0372969145846458,0,0,0,0,0,0,0,0,0,0.0907171590831666
XRP,0,0,0,-0.246835068402082,0.156206317280162,0.462735010181569,0.0450542159776675,0.135819239039573,0,-0.0329469730410491,0.327864055122103,-0.230795719566395,0,0,0.0898623271544473,-0.171256771692258,0.0836480871808332,0,-1.11326549446713,-0.11735737595662
EOS,0,-0.507274070049706,-0.519380392973477,0,0.356502670050314,1.36126964345634,-0.197091339076082,0.158218473575055,0,-0.322813494423286,1.38777878078145e-17,0.102986291428719,0.0858530157422215,0,0.477876341034309,-0.859330441601878,0.556926737672015,0,0,0.0958828839906363
LTC,0,0.274146795016172,0,0.114198537981586,0,1.38777878078145e-17,0.308906295776413,0.0474083126130507,-0.277944477640616,0.279759905184526,0.56314100368286,0,-2.77555756156289e-17,0,-0.363920338920318,0,0,0,0,0
BCH,0.667770915679103,0.171432245697372,0.135900078989138,0.193429545331352,0,0,-0.0431637790714986,0.00788939327558229,0,0.110371573915483,0,0.0332196448601067,0.234175360527153,0,-0.123805848157594,0.23276826296911,-0.0529239161468612,0,0,0
BNB,1.1970336292724,-0.461090695779556,0.16743836628152,-0.378596521650989,1.09219910826985,-0.462238526004061,0,-0.0926322920939833,0,-0.749871389305796,-1.24022295363035,0.229229932991866,0.757803429716414,0.974552956452671,0.587757900758909,0,0.932540940192632,0,0,0.640370542890898
XLM,0,0.232571421069578,0.0413441217446509,0,0.0951312181251622,0,0,0,0,0.0103783124010881,0,0,0.259125529999458,0,0.104504373808812,0,-0.203045845706562,0,0,0.0462814281107977
TRX,0,-0.123439710168011,0,0.0504542014304367,-0.132756323609036,0,-0.00548898143874752,0.0207003406794099,0,0.159456285799925,0.501308074786167,0,0.0439522841637764,0,0,-0.23415395656442,0.403613867725121,0,0,0.163860018339755
BSV,0,-0.317200735447468,0.474266044378532,-0.590685195471929,0.457357641543518,0.61403398846271,-0.469799010009423,0,0.6546702230247,0,0,0,0,0,0.584361392848474,0,0.887015756374965,0,0,0.288399770553698
ADA,0,0,0.422882813738213,0.179176398950857,0,0,-0.0237052615285988,-3.46944695195361e-18,0,-0.0463298251834523,0,0.18223627706541,0.226996201992943,0.108475644280439,0.0836005542271574,0,-0.0642389554578,0,0,0.139247363350502
XMR,0,-1.73472347597681e-18,0,0.399097560125953,-0.371359064159424,0,0.14553511360224,0,0.0866460783622588,0.2438518261727,0,0,0,0.204701327073186,0,0,0,0,0,0
MIOTA,0,0.189828131619009,0,0,0,0,0,-0.0606442101058244,0.16546398537453,0.0250987912778962,0.40158227599522,0,0,0.101404006929886,0.075667485393785,0,-0.338884700953446,0,0,-0.0941427010695494
DASH,0.592249599492344,-0.0416129851811853,0,0,-0.239655216466461,0,0.156277966591149,0,0.0886520327933411,0.208584071552217,0.385733188907349,0.0868108982053918,-0.0863751057063924,0,-0.0367487159239103,0,0,0,0,-0.118002739978335
MKR,0,1.1329029961141,1.38777878078145e-17,0.802780051121452,-0.515232979845548,-1.31084592160617,0.465568590330032,-0.212106040369087,0,0.799477824558846,0.303124023458142,-0.222495368398552,0,0,0,0.438248334329935,-1.07936351393235,0,0,-0.445676305571497
BV010082.Index,0,-0.0919693085282324,0,-0.285207545325436,0,0.548155878595713,0.113131333513466,-0.066761375419447,0,0,0,0,-0.188561179996828,-0.265878472528177,0.173896919438102,0,-0.0456493191440393,0,0,0.031237339336544
CVIX.Index,0,0,0.151989548747376,-0.0955149488658272,0,0,0.168415168629037,0,0.434443340983211,0,0,-0.11063124973034,0,0,-0.084631411758474,0,0,0,0,-0.222391747059802
DXY.Curncy,0,-0.0185777759758682,-0.0183584708816547,-0.0628346244410023,1.73472347597681e-18,0.13169966104376,0.0302009512191279,-0.0195198223221045,-0.012222648075585,0,0,0,-0.0630262531384717,0,0.0302377987165702,0.00518507784612844,0.0337976152908302,0,0,-0.00561566656956467
SPX.Index,0,0,0,0.0128406081733611,0.021287254308839,0,-0.0308297104589107,0,0,0,0,-0.0401787009379593,0,0,-0.00230912744454407,0,0,0,0,-0.0192516511988181
VIX.Index,0,0.496948635461923,0,-0.0341562783080232,0,0,0.336852092761061,0.409842674049917,0.883808524635536,0,0.191241411773458,0,-0.45967217904956,-0.475014617664755,-0.413623921564041,0,-0.942799444067507,0,-5.37294556343852,0
