,BTC,ETH,BCH,XRP,LTC,DASH,MIOTA,NEO,XMR,XEM,ETC,EOS,ZEC,ADA,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.153582584533177,0,0.36158979813631,-0.25956194159511,0.0970358882818031,0,0,0,-0.119438229187297,0.19044974253966,0,0,-0.357074458996529,0,0,0,0,-0.181917409606279
ETH,0,0,-0.0395541574204169,0.221510092025658,0,0.215149815977955,0,0.0241307081458997,0.0818525949424263,-0.107573718723797,0.197064064829934,0.126689433761806,-0.127389105981537,0.192941063243874,-0.0133082983183112,0,0.415292101535633,0,0,-0.190956074254604
BCH,-1.42179097102454,-0.669199666877198,0,-0.655673553037284,0.428975240926494,1.05726230608218,1.39007716789329,0.285414432999556,-0.78676278151546,-0.86040475955588,0.730486774013803,0.159019527514682,-2.62876997720383,0,-0.24682400724144,0,-2.44693795397806,0,0,-0.892091864007912
XRP,0,0.0882242378058792,-0.0520340488537012,0,0.359229296215203,0,0.112237136089035,0.102764926394113,0,-0.0262982457855839,0.0228241205419569,-0.00962379410862147,-0.196418485057885,-0.0369269329225093,0,0,0,0,0,0.00583062386409664
LTC,0,0,0,0.406840582853389,0,-0.166736661891447,-0.054230165969762,-0.0593759786077759,-0.0170024899952819,0.18179413294224,0,0.0147930444129262,0.456107134420294,0.0213824169692736,0,0,-0.220657306866005,0,0,0.180542244324722
DASH,-0.519827733402045,0.576574502192349,0.121993227695169,0,-0.213780607288507,0,-0.326732576445487,0,0,0,-0.375242758241875,0,1.75879410683153,-0.115262103379357,-0.185931917819293,0,0.277501766924865,0,0,0.400532373723092
MIOTA,0,0.405795546365881,0.301274018321112,0.0835592163525495,0.237729758414783,0,0,-0.196525652221161,0.38840346449593,0,0,0.0122941136634266,0.228943131994075,0.17374314777086,0.222972606613708,0,0,0,0,0.137857330357426
NEO,0,0,-0.0448930284782195,-0.247538899634732,0,-0.097739727886747,-0.503275205255536,0,0,0,0.451614700523636,0.0708552765103303,0.942538855078814,0,0,0,0,0,0,0
XMR,0,0.231622203441819,-0.0533148677043181,0,0,0.205012212457077,0.0693317911317443,0.235545070476861,0,0.376897078973946,0,0,0,0.115142897656021,-0.154875033062143,0,0,0,0,-0.0850691402483149
XEM,0,0.580846490278826,-0.0333294735605471,0,0,0,0.107865375170957,0,0.0792860813877405,0,0,-0.104340154095126,0,0.0440570030422609,0.149677737616159,0,0,0,0,-0.240264101320358
ETC,-0.863922769808399,1.29867980739809,0.0530473332774505,0.570058677527616,0.0462320266350632,-0.60682111927084,0.292968588461539,-0.0137608191836131,1.38777878078145e-17,-0.611008067338206,0,0.00992246619688623,0,-0.0420733118280033,0,0,0,0,0,0
EOS,1.46614780167462,1.86197130932238,0.373985139578774,0,-0.248847686446431,0.408712449231565,-0.217942951147332,0.17663965676338,-0.314136217971667,0.379444103732842,0,0,0,-0.352055951545405,0.526125350089174,2.4780940337229,-0.726304780291685,0,0,0.890645609611616
ZEC,0,-0.287701100738743,-0.192664885754422,-0.330624742655106,0.299235070012841,0.358194592047964,0.286464974626456,0.0935519889758387,-0.0916467020893425,-0.306468273438331,0.208371562968279,-8.67361737988404e-19,0,0.0431799834277404,0.0988158760666798,0,-0.118888282334313,0,0,-0.325291296283452
ADA,-0.461728378743754,1.98598304270411,0,0,-0.0946367688226132,-0.230080028938079,0.3866953813467,0.107799201411952,-0.472256238226868,0.43455489231563,-0.396186959659685,-0.388595489004939,-0.0449576862438207,0,0.42832440613606,0,-1.50665805803521,0,0,0.586000331274006
XLM,0,0,0,0,0.18465140857881,-0.136631276388306,0.204848043309299,-0.0113716771712526,0,0.80686573401176,-0.0914780576662839,0.249985059553784,0,0,0,0,0,0,0,-0.162034213320624
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130175695062504,0,0,0,0,0
CVIX.Index,-0.352030584886908,0,-0.0648067994251488,0.276572804643874,-0.2858744486675,0,0.0776092315534852,0.00190695292089368,-0.205054158787297,0.1099964300323,0,0.0281672102089608,0,-0.0164209835690504,0,0,0,0,0,0.175284897834151
DXY.Curncy,0,-0.0184829022815133,0.00463913940085976,0,0,0,-0.0188599632906025,0,0.0186764060841539,0.0231876676663425,0,0.00466505070024408,0,-0.0119449191777315,0.0214582888447966,0,0,0,0,0.029028952186377
SPX.Index,0,0,0.00332359220984099,0,0,0,0,0,0.0130551383987046,0,0,0,0,0,0,0,0,0,0,-0.0184208798125286
VIX.Index,-0.535564013711,-1.34618616840943,-0.250068770913209,0.198469446774688,0.537070561628398,0.303790245466858,0.201540818385543,-0.0362717123088758,0,-0.277476963045385,0.252678816342913,0.269833160146721,-0.652868362707977,0.321483785818037,-0.31594144085934,0,1.03058533915463,0,0,0
