,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.316847088821013,0.0350163149512608,-0.358653934820351,0.134730258698046,0.31307482141995,0,0,0.379610304935481,-0.023845815997357,0.0887746142357483,0.0254492183480883,0.0643888219598418,0,0,0,0,0.00461934448138429
ETH,0,0,-0.0886539318500998,0,0.0928803112515996,0,0.233195670718266,0,0,0,0.0764626047819465,0.112886601924562,0,0,0,0,0,0,0.0786557530854783
XRP,0,-0.706581112486905,0,0.0728531971510188,0,0,0.548783344407166,-0.450534777457946,-0.034424637529915,1.00983059795524,-0.0859261543493165,0.252795928278965,0.114120081950878,-0.165936804731179,0,0,0,0,0
XEM,0.179177243750901,0,0.121857873918682,0,-0.212995411312281,0.154066448226439,0,0,-0.138076496888103,0.1406381937712,0.426503638115762,0,0,0.11768554940422,0,0,0,0,0
ETC,-0.0162837170507308,0.252701588290072,-0.420228523920269,0.0874858390953757,0,0,0.342644879285811,0,-0.119193716171492,0,-0.0955900668101955,-0.164930219919075,0.138837950661033,0.327176521079323,0,0,0,0,0
LTC,0,-1.0842021724855e-19,0,0.0173993760617489,0,0,0,0.416923817398347,0.15113164747409,-0.122572166164261,-1.0842021724855e-19,-0.00183415042308152,0.149072206054363,0.357539335558648,0,0,0,0,0.374312899827945
DASH,0.414427951168367,0.493582348352476,0.377241764238684,0.277869256931665,0.145113617737671,-0.560827042907658,0,0.475699375616859,0.141495494147314,-0.523692183410965,-0.176671166238994,0.0374230044292262,-0.0291310545941947,0.407700572651448,-5.29009058950842,-3.45854239843656,0,0,0.113237274956773
XMR,0.209210214745565,0.406240943620866,0,0.18990590190646,-0.279190465114767,0.339750635709081,0.179663829375553,0,0,0.0932422917569164,-0.0456586275038499,0.0743245328898521,0,-0.133511051668386,0,0,0,0,0
DGB,0,0,0,-1.73472347597681e-18,0,2.77555756156289e-17,0,0,0,0.5857165037759,0.484851026650557,-0.0602405691039335,0,6.93889390390723e-18,0,0,0,0,-0.29069719791987
XLM,0,0.286832389088489,0.779407925668748,0.410190877619042,0.519365564839394,-0.0947370950265508,0.130863628131607,0.129208736452205,0,0,0.0416598881387104,-0.326997212830858,0.0194403141834447,-0.250238657122374,0,-1.05142793486113,0,0,-0.490063142039644
DOGE,0,0,0,0.384246342348292,0,0,0,0,0.253906641068035,-0.0189047220061836,0,0.150059190777876,0.0305247152473623,0.163379827614849,0,0,0,0,0
ZEC,0,0.423946968181637,0,0,0,0.213719661769837,0,0.0879374420185987,-0.0399929619874284,0,0.0818160500254998,0,0,0,0,0,0,0,-0.0833563668364886
BAT,-0.37876535259659,0,0.468156762563499,0,0.292014225010294,0.207881380193501,0,-0.0749354251222189,-0.0888865905091131,-0.309467291790825,0.0830196562761718,0,0,-0.173200667341493,0,0,0,0,-0.0619122042725746
NEO,0.237210493456842,0,0.103753433826331,0.600207110885991,0.747377534214824,1.51863726044692,0.724772677971867,-1.0896959626112,-0.212829843183236,0,-0.103378624263633,0,0,0,0,0,0,0,-1.28534822636289
BV010082.Index,0,-5.42101086242752e-20,0,-0.0175416904491815,-0.00437115673962806,-0.0246705805900036,0,0.00256999297913112,-0.0164106865731514,0.016881400714002,0.00987294545047741,-0.00844752885493043,0,0.0310206574619311,0,0,0,0,-0.0620578205889127
CVIX.Index,0,0.076006993538033,0,0.0253437406763595,0,0.0593444917296323,-0.0540888077578981,0,-0.0147929117657378,-0.0126343735687745,-0.00430606870225065,0.00776019780652741,0,0.0159829147672873,0,0,0,0,0.152222071049264
DXY.Curncy,0,0,-0.0112545607536893,-0.00595045097875794,0.013451456082795,-0.0111311932940648,0,0,-0.00490167873625583,0.011405941902907,-0.00697041631626359,0.00516619227227345,0,0,0,0,0,0,-0.001489054946157
SPX.Index,0,0,0,-0.0048886447146205,0.000725189802605802,0,0,0,-0.00195744487020188,0.0025370761642179,0,0,0,0.000991175808829043,0,0,0,0,-0.0412883825755599
VIX.Index,0,0.0373340488986255,0.222871463481031,0.187915121688344,0.218148037322943,0.433924051963404,0.308583074797067,-0.389266457499511,-0.248268107341529,0,0.0652755395380885,-0.0884845731493823,0,-0.352287787487694,0,0,0,0,0
