,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.0297023739652149,0,0,0,0,0,0.0472173791067618,-0.154540695733313,0,0.0763615901206874,0,0,0,0,0,0
ETH,1.27097250334991,0,-0.301835881697431,0,0.182691956338218,-0.18068182735832,0.0404358904077434,0.144744442926167,-0.026184100110254,0.351132348504551,0,0.286874610073083,-0.219213948310167,0,-1.38777878078145e-17,0,0,0.0915057832444631
XRP,1.04973898828883,-0.942156807974923,0,-0.87554917811413,0.684708549645723,0.58829044929455,-0.418489176109415,0,-0.0347435341368298,0.533120847670579,0,0.283665868939988,-0.225395550057052,0,0.776374698569419,0,0,0.678802315985667
LTC,-1.18396833844109,0.369257378297543,-0.18842677135267,0,0.199761302196795,1.34879941279223,-0.414906277404731,-1.44873641076102,0.123812150980553,-0.0914884394018457,-0.985441974636152,0.119806213577744,0,0,0.302374908790755,0,0,0.235171218092466
XEM,0,-0.596726971822824,0.84778139460246,0.621993729573598,0,-0.81507261716995,0.966086675634537,0.188666253923073,0.267905443269762,-0.185622136477182,0,3.46944695195361e-18,-4.33680868994202e-19,0,-1.49426222722289,0,0,-1.24334429510674
DASH,0,0,0.0493546243187832,0.157955896800095,0.020476668309502,0,0.0616769423827576,0.387913688986139,0.0277561769412635,0,0.323850145386989,-0.0647940682631267,-0.0275956941582812,0,0,0,0,0
ETC,0.0511510493555816,0,-0.277795238347465,-0.226360148150561,0.281389888781361,0.102747367538143,0,0,-0.0618986990536259,0.336672020489127,-0.275238607518646,0.477067879791694,-0.230991942183536,0,0,0,0,0.368503890857613
XMR,-0.86296330003146,0.187893893245085,0,-0.34236419224569,0.100000450740481,0.541320312708884,-0.236316918164657,0,0.0998836911759227,-0.135263456672911,-0.510671235561444,0.15483649473195,0,0,0.0872886850187262,0,0,0.0896544846045756
XLM,-0.93628507873227,-0.877976425648356,0.358438902503635,-0.333355694949718,0.289833701574439,0,0.322872989140945,2.36049452900504,0,0,0.0631613498251313,0,0,0,0,0,0,0
DOGE,-1.26573020954948,0,0.457843953499133,0.308041218871611,0,0.069323913610824,0.218266636828452,0,0,0,0,-0.0298417212211649,0.318138438280308,0,0,0,0,0
ZEC,0,0,0,0,0.072870845139573,0.810625374385474,0,-0.501767199068929,-0.0299618707258265,0.166120548554502,0,0.132633767894424,0.100548159955093,0,-0.110714543814651,0,0,-0.142441328886641
NEO,-0.625399419650892,0.7710358639103,0.379625472912717,0.51123663206923,-0.220416278953605,8.67361737988404e-19,0.240946557921987,0,-0.0429361467702823,-0.0472342310926358,0.729182395717828,0,0.0225485361955209,3.36047388978889,0.0620317882832726,0,0,-0.0128491278107956
DGB,1.82805643476015,-0.489053314911471,0,0,0,-0.979950208274776,-0.225681117181811,0,-0.0134169199264183,0.509814871698111,1.33546217146789,0.104471790771639,0,0,0,0,0,0.138203788106334
BV010082.Index,0.0860714973923112,-0.082222512670735,-0.00951708136885292,0,4.33680868994202e-19,0,0.0359733234283462,0,0.00375218130490435,0.0265246308190739,-0.0208287208342668,0.0245646622219352,0,0,-0.0974865889881764,0,0,-0.15707479818324
CVIX.Index,1.40486562915011,-0.16275398931961,0.352540329124928,0.0833161234718327,-0.475162924079185,0.276844572069674,0,0,0.0999879151760822,-0.0444110239620473,-0.438175625988011,0.153458576905759,0,0,0,0,0,-0.62210579097096
DXY.Curncy,0,0.00880668918392533,0.00139999773101642,-0.0113078198020664,-0.00773887591824364,-0.0021586429477357,-0.00979780659849899,0,-0.00185565978488229,0,0,0,-0.00482373835272674,0,0.0044081464821134,0,0,0.0325594636194206
SPX.Index,0,-0.00479856836257696,0,-0.0066621570311506,0.00185800167711554,2.16840434497101e-19,0.0092884236823075,0,0.000456524153134262,0.00329662711402136,0,-0.00128303432543592,0.000501676025200951,0,0,0,0,-0.0392371001300137
VIX.Index,0,0,0.485727662433839,0.432823781355672,-0.736376479361211,0,0.514567817086072,0,0.148231073529166,-1.73472347597681e-18,-0.27223615684919,0,0,0,-1.21573024431903,0,0,0
