,BTC,ETH,XRP,LTC,XMR,ETC,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.110795698490103,0.00795569883181617,0.0211120040094317,0.080602655353294,0.092751250277758,0,0,-0.0228934591761668,-0.24939468397878,0,0,0,0.023088838724919
ETH,0.0195124839514026,0,-0.441620448835023,-0.203526540014994,-0.0132895114564421,0,-0.234288509198344,-0.0408924816846927,-0.0136135612218924,0.42822081587429,-0.0490271135294846,0,0.636593336794768,0.320365562334703,0,0.0793590221456129
XRP,0.342126439090658,-0.17174658183441,0,-0.00951272348670014,-0.000617931558312694,0,-0.175800811705182,0.0112291748118383,-0.0817729276220686,0,-0.00992514424207319,0,0.078314534318703,0,0,0.0480938707558093
LTC,0.59954282095087,0,0,0,0.0228140300727248,0.103235611030056,0.0081396126204949,-0.0568721456659582,0.0244577830776229,0.242539637857364,0.0573033635859826,0,0.0393944645890817,0,0,0
XMR,0,0,-3.63533529883837,2.56984485936886,0,-0.561117723650664,0.314422748337637,0,-0.778509759525342,-0.901299053977362,0.456184413940954,1.24284419460313,0,0,0,0.0941885275321271
ETC,0.472346118268711,0.0266692325667738,-2.40762285946858,-0.152244973774122,0.145541251035509,0,0.20713197536002,0,-0.327470346650401,0,0.922851151708276,0,0,0,0,0.332474918662069
DASH,0.524017450338784,-0.79205096878905,-2.18983967255299,-0.475741381833986,0.0454254282525687,-0.101935079218242,0,-0.303349568609922,-0.541251436140287,0.973049565793592,-0.172549570204068,0,1.14975932650894,-3.61864016212694,0,-0.341190095756475
XEM,0.973460061782119,0,0,-1.28332930941476,0.0429419061040215,0.0907592469608969,0,0,0.893145558098878,-0.360069831057519,0.177008539206687,0,-0.133012339897491,0,0,-0.0551692731425286
DOGE,-1.62922156844344,0,-0.496580405736925,0.0228415682576844,0.0597156860776582,0.111329311455482,-0.251041358365914,0.138998059856675,0,0.772180953575002,0,-1.38487653955968,-0.471555008030324,0,0,0
XLM,0.513949358890223,1.00369937254783,0,0.429739933941888,-0.0172272361441931,-0.153884862983374,0.239261626021262,0.102702847844861,0.00195781604756581,0,-0.0165743226786023,0.796068328875145,0,-0.993236726253559,0,-0.0907617627782667
DGB,-1.58023213187035,0.303794937611257,-0.415849669285507,3.71919794122147,-0.245817697443339,-0.625023316608405,0.247641159445249,1.43383985618178,-0.541153513506713,-1.89295518577916,0,0,1.98825884171817,-7.73536367202558,-23.5768724888094,-1.74240237283468
BV010082.Index,-0.770300588698609,-0.168880775516036,0.185209116886166,0,0.0179765086542668,0.113233486161606,-0.00330969135219876,0.127393301210628,-0.305656028778113,0.13565948245671,-0.0260136593302191,0,-0.388295792299962,1.85920243569931,0,0.0633403723655133
CVIX.Index,-0.711703789143868,0.563624771566413,0.628810701687703,0.266695834643304,0,0.00604375508096346,0.365254718791936,0,0,0,0.174783949027907,-0.0739434455290556,0,0,0,0.0213754922651551
DXY.Curncy,0.25915980571131,0.0273148377627171,-0.11613603349538,-0.0883789419462941,0.00387305276753872,-0.0311505122683672,-0.0610317416256889,-0.0820702279701003,0.00612277590357508,0,0,0.277023280116358,0.15481557416516,0,0,-0.0204256244408495
SPX.Index,-0.180689890554728,-0.0233730113669667,0,0.100325110515753,-0.00213564543322333,-0.00310195006214051,0.00890273116116788,0.0357607528110236,-0.0120594570226021,0,-0.010761928222492,-0.0729443171302362,-0.0167484944266599,0,0,-0.0649392769329365
VIX.Index,-1.60544814810015,0,0.15132846780785,0,0.023629159823243,-0.0280709979685352,0,5.55111512312578e-17,-0.09331155750958,0,-0.052816176146947,0,0.45801487965663,-3.70893839966616,-6.66150232664745,0
