,BTC,ETH,XRP,LTC,BCH,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.159631514961352,-0.0211087394481324,0,0.109217631039342,0,0.0361095838616533,0,8.67361737988404e-19,0,0.179531008867077,0.136858954563286,-0.0776840811139169,0.0734333895172474,0,0,-0.0599706953074605,0,0,-0.0263605636557571
ETH,0.520309389658439,0,0.467331408491601,0,-0.0932330552422721,0.158251614208119,0.0869977222211077,0,0.104602822960296,0.0685124346441954,0,-0.145385654438705,-0.0316752840702612,-0.0447502332202876,0.0318545192034594,0,0,0,0,0
XRP,0.698111571676377,0.171355015217911,0,-0.238941706112995,-0.00633953088156419,0.138535058950482,6.93889390390723e-18,0.0833401706597195,0.0164766195969784,0,0,0.107792432116846,0,0,-0.0330117801637416,-0.0272353219789034,0,0,0,0.0595483381748321
LTC,0,0,0,0,0.348089453708826,0.182407723485382,-0.0234193881583977,-0.264046099671185,-0.0455223929307228,0,0.444172255271562,0.0504013882207729,0,0,0.177174669384731,0,0.0304131777923742,0,0,0.0159439997784853
BCH,1.0952161335909,0,-0.103658732921009,0.952041257379702,0,0.0533683698524576,0.052174073136182,0,0.251506518115551,0,0,-0.377549421506769,0.249058155093884,0,-0.354271082998597,0,0.0958923523861313,0,0,3.46944695195361e-18
EOS,0,0.326658793389839,0,0.432454835219982,0.0705645408425871,0,-0.098188555765912,0,-0.10983218862716,0,0,0.329594627259046,0,0,0.0740350567176321,-0.404698524899658,0.11978893199557,0,0,0
BNB,0,0,0,0,0.0784268548042355,0,0,0,-0.206621709371951,0.65746719233718,0,0.437780054262647,-6.93889390390723e-18,-0.0558929419303925,0,0.180337891301749,0.477204944693915,0,0,-0.0410618085799012
XLM,0,0,0.311182407559509,0,0.0970849931358775,-0.00131537513709018,0.115195779105254,0,-0.0725521739528663,0.444571921358943,0.108562341863347,-0.242566592609062,0.22500778902591,0,0,-0.295707653357212,0.0764356642205891,0,0,-0.191479819651139
ADA,0,0,0.16704306127671,-0.405239963556492,0.408456716614334,0,0,-0.107219974861324,0,1.44137833242497,0,0,-0.446989766921983,0.200795682708174,0,-0.533665216570504,0,0,0,-0.336317450833834
TRX,0,0,0,0,-0.267704412150296,0.27495965105185,-0.133968851785845,0.393073706930475,0.0199564110390739,0,0.4666425051008,0,0.204222019179461,0.0546307155645581,0.0530028596204568,0.347534177767949,0.0652386679249661,0,0,0.148253948885285
BSV,0,0,0,0.393883440589386,0.0284628772122256,0,0,0,0.0679326129282524,0,0,0.0287534334727724,0.075632457398698,0,0,0,0,0,0,0
XMR,0,0.213726781422915,0.627679484599188,0,-0.0610457917700138,0.0771459617852491,0.146831163059403,0.0577752063902838,0,0.0740001884656735,0,0,0,0.0135216867045303,0,0,0,0,0,0
DASH,0,0,0,0.0677501204236198,0.0677212195464796,0,0.112763473173685,0,0.0135515932935924,0.171356964251163,0,0.105825965969294,0,0.0858194636421128,0.104327444833945,0,0,0,0,0
MIOTA,0,0.121473065381943,0,0,0,0,0.110223383139806,0,0.0837097869635483,0.131717486547202,0,0.283987562454387,0,0,0.0235233274778608,0,-0.0958541853368292,0,0,0
NEO,0,0,0.450650182671654,0,0.0974200009928131,0,-0.0464175984846895,0,0.52012465049072,-0.567258469178553,0,-0.28690592270756,0.813918760624557,0.100618073965677,0,0.298681631851338,0,0,0,0.126077386415877
BV010082.Index,-0.399569926763989,0,0,0.388899324134416,0,-0.321891898396531,0.227027831754095,-0.362909693524307,-0.028651846657024,0.375421444965584,0,0.0581820088070343,0,0.0432660288339647,0.170719274035588,0,-0.0806993927782245,0,0,-0.305894071027621
CVIX.Index,0.562630719572334,0,-0.741541432648491,0,0,0.0497082698424381,0.0598815847623681,0.263328521368134,-0.298488142631808,0,0,0.0745406478146252,-0.00385837879200318,0,0,-0.831620361303775,0,0,0,0.0381002926839746
DXY.Curncy,0,0,0.0524060224283672,0.0573413391322698,0.00040370673187483,-0.0358380183000156,0.0218850319024582,0,0.0366392490249006,0.0514001948511746,-0.104160310251985,-0.046906142805682,0.0442050406190425,-0.0508617008685702,-0.00617196721265797,0.00389639371323559,0.0271685028009314,0,0,-0.0230182922191384
SPX.Index,0,0,0.0257572878189412,0,-0.0149181261857351,-0.00859347988096999,0.00495339947393701,0,-0.0193576689973306,-0.0165901003617488,0.0858420062070325,0,-0.0310142981611071,0,0.0263521702093449,0.0304266073831264,0,0,0,-0.083466019877613
VIX.Index,0,-0.764977923559159,0.987449795829331,-0.171752475197347,0.354973426621867,-0.299219167828866,0.246303966919145,-0.413665519682409,-0.345736426227446,0.987110518676986,0,0.172257409253265,-1.0142161224639,0,0.48360216646705,-0.586195925797632,0.318898900631474,0,-5.35033016376972,0
