,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,MIOTA,NEO,XMR,XEM,DASH,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.141658791318504,0.205383902162418,0.178711003835489,-0.221059380026694,0,0,0.0100298092252319,0,-0.0489670449574877,0.36334356532254,0,0.146872100937586,-0.00140874474719084,0,0,0,0,0,0.0419160177422972
ETH,0.350220994597966,0,0.116011652331647,0.312279109475225,0.114543118552102,-0.0645787338431018,-0.0174646315376246,-0.133374981895385,0.020959193668649,0.259999509056021,0.186074529170341,0,0,-0.0692290437849088,0,0,0,0,0,-0.1197307301459
XRP,0,0.305924063576751,0,0,0.0647808489803787,0.164210107912272,0.188248523745357,0.0958007695370682,0,0.235700219842573,0.101330118476997,-0.037904440891904,0.485269359129046,-0.0388907034961051,-0.430643867097409,0,0,0,0,-0.0633991952805216
BCH,0.121294591140666,0.736691666732391,0,0,0,0.0269050854066787,0,0.0727676627945855,-0.241213616657588,0,0,0.294583478537651,0.0947939645413954,0.0507369138602051,0,0,0,0,0,0
LTC,0,0.462221523647236,0,0,0,0.0521204203150492,0,0.0570852543253646,0,0.102079749620793,0,0.124856928688571,0.172873478081694,-0.0435574276258501,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,-0.357037939692328,0,0,0.469140729599902,0,0,0.405112412987759,0,0,0,0,0,0
ADA,0,0,0.724564641353333,-0.480277463537585,0,-0.0374756250569535,0,-3.46944695195361e-18,0.379738964515387,0.0759034621011233,0,0,0,-0.08327957398063,0.329424664999131,-1.40777807872976,0,0,0,0
XLM,1.03300882779609,0,0,-1.13758966147293,0.145995623493024,0.10130192279962,0.465573738077256,0,-0.876800616001717,0,0.741546058827474,1.05083645547074,0.292038154721508,-0.0786592724693459,-0.320790976275686,0,0,0,0,-0.532283207672701
MIOTA,0,0.271520017463822,0,0,-0.0770888189296579,0.0692973239478605,0.184350426384587,-0.119943734409392,0,0.0988966161464082,0,0.565928628987817,0,0.0384826338094078,0,0,0,0,0,-0.104542226262355
NEO,0,0,0,-0.174036726723017,0,0,0.031901290295849,0,0.198918087837361,0,0,0,0,0,1.07252412885384,0,0,0,0,0.13889274651535
XMR,0,0,0,0.215310227474593,0.0769073479695164,0.044276643844935,0,0,0.274719545450242,0.059861443661144,0,0,0,0.107090706844335,0,0,0,0,0,0
XEM,0,0,0.0475389539149616,0.185461830845986,0,-0.160174085328577,-0.160770182738257,0.622984975149043,0.434544717255931,0,-0.961740504324247,0,-1.09842101459418,0.215525795969899,1.86702275102275,-0.346604836222085,1.24517385404751,0,0,0.178120655572509
DASH,0.631141096781384,0,0.238389131473022,0.270269549542956,0,0,-8.67361737988404e-19,0,0,0.0605357384272712,-0.166951416131344,0.0946938547413021,0,0,0,0,0,0,0,0.0894169397325192
TRX,0,0,-1.49498039010065,1.11266932682707,0.780236976016652,0.0713524008593146,0,0,0.425347016984588,0,-1.50778590017714,-0.331526961879454,2.55899403035362,0,-0.421246685176976,0,-0.673028022184894,0,0,-0.50163691652831
ETC,0,0.125179432027104,-0.508321136632368,0,0.0733214550545447,0.177971864045187,0.105001847344093,-0.250254014624722,0.111462348077087,0.0774365260986969,0.532088930847625,0.272203378395924,0.381829021065918,-0.108134854361776,0,0,-0.206866675808609,0,0.508367223560672,0
BV010082.Index,0,0,0,0,-0.0730036622973151,0,0,0,0,0,-0.0829812342109661,0,0.148954521032975,-0.0316736295760784,0,0,0,0,0,-0.0710189639425738
CVIX.Index,-0.19143624538499,-0.203242116349306,0,0,-0.0472400023016618,0,0.0802564633451999,-0.140238693778173,-0.0494710665130403,0,0.280291089252429,0.155054527990636,0.404728648627893,-0.0702667075643323,-0.236656562048482,0,0,0,0,-0.10333859214827
DXY.Curncy,0,-0.0274287658855092,0.0490939775549519,-0.0619444810499132,-0.00854884063388127,-0.0107087643037008,0.00549470807314399,-0.0337591330961126,0.00998003780985896,5.42101086242752e-20,0.0141573033619933,0.0296681225438772,0,-0.00051754576962253,0,0,0,0,0,0
SPX.Index,0,0,0.0245719349592778,0,0.0263593465145023,0.0232635915543469,0.0246052841810367,0.00461140729424994,-0.0808546859981707,0.0215819720732531,-0.0508664016170052,-0.0282503611747262,0.0633571269514178,-0.0142306514524186,0,0,0,0,0,-0.141351037171523
VIX.Index,0,-0.0296237122614896,0,0,-0.119160049997756,0.0527301465233077,0.27519862452209,0.00876449926927793,-0.750481420062911,0.351558168677551,0,0.0564486141638491,0.3777992147774,0.0231548330597219,0,-0.188902046668361,0,0,-4.35901837075762,0
