,BTC,ETH,BCH,XRP,DASH,LTC,XEM,MIOTA,XMR,ETC,NEO,ZEC,BAT,EOS,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.108834925828128,-0.0516060867210624,0,0.133945011622499,0,0.474249959084875,0,-0.116773997569148,0,0.101672388125371,0,0.00809322139917992,-0.0183120593202327,0.0255719223913054,0,0,0,0,0.16475883162179
ETH,0.187482089164012,0,0,0,0.0161747997923762,0,0,0.0649794882811972,0.250296409451155,0.114193781175191,0,0.202904455300415,0.106278756115462,0.01761264199739,0,0,0,0,0,0.0375294238407354
BCH,0,0,0,0,-0.478530642310299,0.138003160917356,0.636726232464096,0,0.46678704352755,0,0.259289665439272,0,-0.334860694935316,0.0513254583540681,0,0,0,0,0,0
XRP,0,0,0.0735940568311483,0,0.167509451009953,0.0476932733700697,0.070857829307009,0,0.134801365050833,0,0,0.0682540975498905,0.00948526781037481,0,0.0807776039278122,0,0,0,0,0.0620999462738319
DASH,0,0,0.441132331394495,0.0643605871241308,0,6.93889390390723e-18,0.136280000138403,-0.216766144006043,0,0,-0.2797744429067,0,0.402769926788365,0.304610129295315,0,0,0,0,0,-0.181809506618085
LTC,0,-0.443783040638366,0.0420783848177643,0.271967563770223,0.0910511102230665,0,0.250246726316173,0.0808922358848385,0,0.58311321320667,0.0955184853778168,0,0.0716663584641613,0,0.0437973719145649,0,0,0,0,0.0832302213417457
XEM,1.18124509087173,0,0.0773430726439547,0,0.154672135799755,0,0,-0.158445550496752,0.255935332907057,0,-0.0969175981503509,0.0678826776225865,0,0,0,0,-0.038267682933859,0,0,0
MIOTA,0,0,0.209589895035751,0,-0.201597910270401,0,-0.111955831360305,0,-0.111882176956705,0.195268202926619,-0.529916300196556,0.207796274764443,0.239555363995366,0.587986571240598,0.72159181561364,0,0,0,0,0
XMR,0,0,0.0898748763010796,0.441649895834107,0,0.344235897293315,0,-0.207594028330787,0,0,-0.0858520007465843,0,0,0.251100002801589,0.135494213455407,-0.433509683637847,0,0,0,-0.192575365909597
ETC,0,0.589113847559317,-0.169075422264113,0,0,1.28826137341426,0,-0.103537521026516,-0.496442386381742,0,-0.0602068485277217,0,-0.0589574626575075,0,0,0,-0.0595417606276018,0,0,0
NEO,0,0,0.249146034920027,0,0,0,-0.325192849905945,-0.871055869126539,0.0965109517482744,-0.0322410538735793,0,0.508063328690541,0.482167295613369,0.405767454183904,1.03097397211399,0,0.12280487053319,0,0,-0.328625676684861
ZEC,0,0.653532236462511,0,0,0,0,0.0381708123833898,0,0,0,0.1289820575968,0,-0.177910359097686,0.187102124341126,-0.0557066562228852,1.18600889710672,-0.515517177663103,0,0,0.494552992957305
BAT,0,0,-0.538370613644172,0,0.892049617478941,0.815152374842891,0.146031599722031,0.810992316683922,0,-0.468150376439023,0.713447676570837,-1.01731998623385,0,-0.047121384705245,-0.426139512663505,0.224537655478938,0,0,0,0.408074081643296
EOS,0,0.399573656577707,-0.0937427062087251,0,0,0,0,0.747276286835413,0.0573419668349357,-0.471211364619091,0.266888639536178,0.753444323902401,-0.066582458330391,0,-0.391345803647386,0,0,0,0,-0.00901518089404808
XLM,0,0,-0.347857494466377,0.530701115032417,-0.435157508573775,0.0983408826239406,0.256690990362291,0.458970980762233,0,0.272987761077624,0.32956948847176,0,0,-0.104991157175986,0,0,0,0,0,0
BV010082.Index,0,0.0095967800099098,0.0663946853380633,0,-0.119930327356201,-3.46944695195361e-18,0.035940815252139,0.0348521669529777,-0.0654769021473702,0,0,0.0582349956977772,0.07318888472484,0,-0.100939422719476,0,0,0,0,-0.155215187558351
CVIX.Index,0,0.452992171898616,0.0418376135703668,-0.371949791894122,0.0853385306195549,0,-0.07490296932555,0,0.0816227901952787,-0.219443708684553,0.0701641349455868,-0.331925109288721,-0.0443664126767759,-0.0295297655910156,0.149945881808133,0,0,0,0,0.217427936472693
DXY.Curncy,0,0.0158070419187804,0.00431634522266803,0,-0.0188478048761325,0,0,0.00164723720026303,-0.0255365527326625,0,0,0,-0.0184946203661343,0.0209057771376627,0,0.196577977949105,0.015893506041406,0,0,0
SPX.Index,0,0,0.016069977415136,0,-0.0169785918364322,-0.00208398053896195,0.00563289597455918,0,0,0,0.00149031578950357,-0.0208596761343382,0.00255035015814882,0.00392109171654788,0,0.018766293065734,0,0,0,-0.0363850648625497
VIX.Index,0,0,0.117919596669392,0.0696578152855999,0.0613825089150248,0,-0.116155152095382,0.00527691639028855,0,0,0,0.535113831962288,0,-0.397267380235139,0,0,0.643751352325845,0,0,0
