,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.309039706914328,-0.0348955706708073,-0.000536002234435141,0,0.0832535984493803,0.0607357713203189,-0.104358815058894,0,0,-0.0139301152445078,0.0625885738598101,0,0.0754463193847131,0.18816624910261,0,0,0,0,0.10187976877251
ETH,0.320414304725561,0,0,-0.0511763256911281,0,0,0,0.0951965351983929,0.170889805206939,0.0230658897286376,0.0257950315975743,0,0,0.0735021891978857,0.152638884740992,0,0,0,0,0.117095069867452
BCH,0,0,0,0,0.235103075770865,-0.0320386528497801,0,0,0.0674401289954494,0.145773449072328,0.146940146864992,0,0.336869182879161,-4.33680868994202e-19,-0.219283666840909,0,0,0,0,0
XRP,-0.995648690780972,0,0.0854432986478963,0,0.186925507308717,0,0,-0.119463436255616,-0.0625482537825264,-0.285338367110177,-0.135900891363134,0,0.660168105903987,0.15372744688477,0.349774272688581,0,0,0,0,-0.0309949914595378
LTC,0,0,0.200287060463313,0.184059179422557,0,0,0,0,-0.0183662423572097,0.546702346484141,-0.0450450285542221,0,0.184571027900435,-0.0445120616632446,0.129480615817927,0,0,0,0,-0.0838841993670385
DASH,0,0,0,0,-0.119013004462334,0,0,0,0,0,0,0.683366917557966,0,0.169390040475655,0,0,0,0,0,0
XEM,0,0.164773576073092,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.18875435744002,0,0.0142629520495987,0.136648844998695,0,0,0,0,0.261310119671834
XMR,0,-0.325957582197125,0,0.200107903033387,0,0,0,0,0.224891952478715,0,0.110478370159,0.465865760002829,0,0,0,0,0,0,0,-0.0897502765734037
MIOTA,0,0,0.106970531032858,-0.245595866572728,0,0,0.345392970151987,0.228607281426749,0,0.160062935228646,-0.117722559160733,0.00895976854665889,0,0.427826328134026,0,0,-0.862501333649351,0,0,0.902390022842502
ETC,0.681886472134855,0,-0.357005406166469,0,0.682361818446063,0,-0.688909667008364,0,0.189489547129047,0,0,0,0.251711543940162,-0.00129567015014107,0,0,0,0,0,0.0295869751178736
NEO,0,0,0,0,0.23516038254984,0,0,0.179761592710317,0.125570354947668,0,0,0,0,0.316629856836641,0,0,0,0,0,-0.151738763413718
ZEC,6.93889390390723e-18,0.420373410708383,0.215628311901936,0,0,0.703662166105224,0,0.142077972900057,-0.196899054797803,0.0796718691443445,0.027408208738228,0,0.176096203055208,0,0.0751249365814767,0,-0.648622656084957,0,0,0
XLM,0,0,0.221354263695627,0.38033203631698,-0.118684478729286,0,0,0.0426627402164326,0.115598797434182,0.152175660795718,0,0.241600195244125,0,-0.0571318060624832,0.168567940017569,0,0,0,0,0
EOS,0,0.614123548191024,0,0,0.0175989949505665,0,0,0.151450600938396,0.0470475619599094,0.0765718382756216,0.292763415949879,0,0,0,0.450428165770284,0,-0.546011720676444,0,0,0
BAT,1.03350278001347,0,-0.312846003258324,0.000161588333698351,0.269835354235719,0,0.599604096022417,0,-0.189331314878435,0.0443276075512196,-0.147130083631425,0.144349655724162,0,0.186231597244192,0,0,0,0,0,0
BV010082.Index,0,0,-0.0534942617498169,0,0,-0.000378255804829155,0,0,0.0227266464244696,0,0.0160428954285471,0,0,0.0752970966957001,0.0190105100047248,0,-0.0603221644303214,0,0,-0.0959060671995815
CVIX.Index,0,0,0.0404462350159257,0,0.00581377979523279,0,0,-0.0050704741405296,-0.0321906933548105,0,0.0538501144525132,0,0,-0.0923991608072993,0.0709696365301131,0,0,0,0,0.0819583598832695
DXY.Curncy,0,0,0.00339504079303797,0,-0.00254663150067073,-0.0299066553355676,0.0289306146263373,0,0.0028317025259268,0,0.010958560170994,0,0.0225387964019971,0,-0.0191863952351054,0,-0.034957430999362,0,0,-0.0214947254897109
SPX.Index,0,0,0,0.00619956349894856,0,0.00105880158610317,0,-0.00860327198514867,0,0,0,0,0,0.000278319519105531,0.00225149707019353,0,0,0,0,-0.0407589575264357
VIX.Index,0,0.543151833069147,0.0683352727436808,0,-0.0100790631108435,-0.273929753869623,0,0.0223965766819258,0,-0.167435212504617,0,-0.0152656832255097,0.258283035850839,-0.289735894924169,-3.46944695195361e-18,-1.26339965301177,0.0487599922812793,0,0,0
