,BTC,ETH,XRP,BCH,LTC,ADA,EOS,NEO,XLM,MIOTA,XMR,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.149685593876994,-0.186201322777918,0.136496318545445,-0.0514786622646838,-0.0008549568371021,0.12299932839457,0,-0.101974248708216,0.204613680066605,0.349071993377799,0.347962566324788,0.112853256525901,-0.169417388834326,0.121846268864215,0,0,0,0,0.0461467959894132
ETH,0,0,0.0151692324731933,0.228139969160863,0.693697385536653,0.0877464482760585,0,-0.259303576154049,0.120566750917975,-0.0576621730810523,0.105690536069364,-6.93889390390723e-18,0.0559617239251877,0,0,0,-0.17083858726143,0,0,-0.111064527289654
XRP,-0.28679482438513,0,0,0.18790849709555,-0.412708413102093,0,0.127041007619055,0,-0.0320497209159383,0,0.771284088228268,-0.352123555401197,0.214698685878374,0,0.572372783754319,0,-0.0664569030269725,0,0,-0.284813688002672
BCH,0,0.0665574634695016,0,0,-6.93889390390723e-18,-0.0440865613851406,-6.76214984252522e-06,-0.402019103934102,0.326743932136743,0,0,0.162951884082473,-0.168116136262972,0.445388300906988,0.27354725321177,0,0,0,0,-0.0352245127198535
LTC,0.443645210483075,0,0,0.0288321660240221,0,0,0.0803948700701425,0.0778291874447075,0,-0.0938380097946519,0,0.266991435446575,-0.0525593097944068,0,0,0,0,0,0,0.190670731116889
ADA,0,1.22764332712437,0,-0.222129724897429,0,0,0.461911555155614,0.685674608337867,0.302196739325644,0.36676708011977,-0.61991467688876,0,-0.0434043227416258,6.93889390390723e-18,-0.402239999998673,0,5.55111512312578e-17,0,0,0.199707174727721
EOS,0.755414894866961,0,0.106238603443615,0,0.144950091932928,0,0,0,-0.243229034467098,0.0926378641570523,0,0,0.123779504374003,0,0.153494312899939,0,0,0,0,-0.255133011306804
NEO,0,0,-0.151365594579465,0,0,0.335023837425984,-0.0272600037388412,0,0.327209356107948,0.172294647989951,0,0,-0.043785446822823,0.0490470837583618,0.196990989648902,0,-0.252610848627002,0,0,0
XLM,0,0,0,0,0,0.0383676049470704,0,0.606129317426857,0,0.0457840868926467,0,0,0.14340881757527,0,0.135401969312946,0,0,0,0,0
MIOTA,0.297451935736222,0,0,0.0166118327390731,0.157776532417785,0,0,0.42547807292181,0.0384585640311019,0,0,0,0.0698920469122716,0.155011682964014,0,0,0,0,0,0
XMR,0.409192234632697,0.771242488153365,0.392253186752797,0,0,0,-0.0847019578824243,0.466852507447002,0.0688498171145461,0.0427613293402456,0,0,-0.236651662370465,0,-0.526527512292988,0,0,0,0,0.179477965030693
DASH,0.359120143520526,0,0,0.438364025856546,0.203837217425113,0.0821211075499025,-0.0799982736077336,0,0,-0.191005880311333,0,0,0.141054845484808,0.095902531738784,0,0,0.502824875058282,0,0,-0.101420160514686
XEM,0,0.55766674916669,0,0,0,0.0794064456124894,-0.0892866301028578,0,0.583759980476931,-0.477567532914609,-0.487216607173771,0,0,0.489376337260565,0.154351632002901,-0.570131778368093,0,0,0,0
TRX,0,0,-0.13891702444494,0.510496735313872,0,0.319850701961132,0.0371749027926832,0.303838160976024,-0.298516105083426,0.352803497130992,0,0.0140169905662912,0,0,0,0,0.15047589818251,0,0,0.228376924291639
ETC,0,0,0.676813201434671,0.148910647048013,0,0,0.00991796755004672,0.35224558866755,0.204770084966281,0,-0.575809285151878,0,-0.0345841099529714,0.319860813585849,0,0,0,0,0,0
BV010082.Index,0,0,-0.0944013411790565,0.0557849036292927,0,0.0134202898286618,0.0111117356999725,0,0.103989001739071,0.00451736505543267,-0.101750406853629,0.0953329865078778,-0.0917865220243633,-0.0744156169996587,0.0196664018444922,0,0,0,0,-0.0159647726492806
CVIX.Index,0.128175208844602,-0.043804832379457,-0.116624079484822,-0.189383024760538,0,0,-0.112869358188436,-0.325518401853619,0.285026629982301,-0.0679149201231121,0,0.0398295929488255,-0.243852954089323,0.324690031267445,0.312327047444081,0,0,0,0,-0.144324764104337
DXY.Curncy,0,0,0.0122538216517111,0.00989599002239669,0,0,0.00089921983001766,0,-0.0353487326558749,0,0,0.00301711867165368,-2.16840434497101e-19,0,0.0214060109491078,0,0,0,0,-0.0107255722279832
SPX.Index,-0.0455628177873477,0.0372307985468339,0,0,0,4.33680868994202e-19,-0.000870302075161322,0.0204632427956979,0.010075924501653,0.0314917379377425,-0.00743799339054446,0,0.00258376753236712,-0.0313748006087986,0,0,-0.0592878991515772,0,0,-0.0504510562882288
VIX.Index,0,-0.399840873483725,0,0,-0.689791515349168,0,0,0,-0.421981428369402,0,0.675403979511361,-0.207667847914984,0.308316041758055,0.375352501015506,0.249695859317349,0,-0.837718333636509,0,-4.50606916120133,0
