,BTC,XRP,ETH,BCH,EOS,XLM,LTC,TRX,BSV,ADA,MIOTA,BNB,XMR,DASH,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,-0.13005001066217,0.0943115320378736,-0.106915787989712,0,0.054174424111387,0.00416431486468828,0,0,0,0,0.432423522375178,0.253273899785056,0.0270704944294788,0,0,0,0,-0.0164442965698747
XRP,0,0,0.222915352920396,0,-0.21382399660482,0,-0.107594330168906,0,0.215161190215627,0,-0.0920278376786351,-0.106465709894956,0.264453637625261,0.208892232490783,0.316030183928408,0.154056343157139,0.0225102676573559,0,0,0.0631636259678661
ETH,0,0.860816289837592,0,0.104750886132543,0.214571089447563,-0.366347034431184,-0.407512823520407,0,-1.38777878078145e-17,-0.0811248115713839,0.658047132302214,0.020329944786797,0,-0.18274482858357,0.335415878648536,-0.634447592996504,0,0,-0.394852452038319,-0.112387309428553
BCH,0,-0.499053863747693,0,0,0.187790504011511,-0.0929278821753611,0.102962094637636,0.112439505106021,1.11328500875968,0,0.160077073178595,-0.35445983415082,-0.0943385822433076,0,0.380835918307925,0,0.121067134139198,0,0,0.192557691631444
EOS,-0.351608448407146,-0.11754053089897,2.16840434497101e-19,0.223879871310623,0,0,0.00347617686592795,-0.158256054495808,0,0.592951951608378,0.113610303883593,0,0.122783985030812,0.319474582386604,0,0,-0.394226715005903,0,0,0
XLM,0,0.242945063318451,0.260374569257971,0,0,0,0,0.0427385500183029,0,0.0016571386313046,0,0.130223366371799,0.0899339362382214,-1.0842021724855e-19,0.0603473004590171,-0.0406936030785372,0,0,0,-0.0215297236596673
LTC,0,0,0.340825028198041,0.196029027234988,0,0,0,-0.0435121784831221,0,0,0.198960037270189,0,0,0.063603150483366,0,0,0,0,0,0
TRX,0,0.0393320652962869,0.225795125908102,0.583921338330579,-0.844640170517321,0.523129860414701,0,0,0,0.728328593297143,0,0.247788089970677,0,-0.748565035785609,-2.77555756156289e-17,0.581920185446895,0,0,0,0.0657204372690088
BSV,0.205165834075466,0.0713100162041094,-0.0174049096421079,0.283766458786785,8.67361737988404e-19,0,0,0,0,0.218890919501505,0,0.265407870971574,0,-3.46944695195361e-18,-0.169538203993763,0.0287518265259125,-0.0479213353195638,0,0,0
ADA,0,0,0.143837239580174,0,0.227606583561847,0,0.249299369050392,0,0,0,0,0,0.332183406927631,0,0.0222933462565792,0,0,0,0,0
MIOTA,0,0,0.387116945210592,0.346949054193238,0.0354023325587713,0,-0.0660654603343548,-0.263467295868946,0,0.370873344918149,0,0,0,0.273970987282071,-0.248098807203711,0.219827254796691,0,0,0,0.0823706559882153
BNB,0.732637321317678,-0.596774707497504,0.175050612035448,-0.383961933546662,0.185645815961956,0.0647210290729581,0.103941615178878,0.307600270174501,0,0,0,0,0,0,0.341086820886617,0,0,0,0,0.0226347319964348
XMR,0,0.57904273959901,-6.93889390390723e-18,0,0,0.0673153409748045,0.221550828797226,0,0,0.138850956388636,0,0.0679885589902217,0,0,0,-0.422092802452863,-0.209964679176466,0,0,-0.0931273920130548
DASH,0.984212668655557,0.144676536429061,0.197852268008812,0,0,0,0.241431818956632,-0.277730131991779,0,-0.0619679426203486,0,0,0,0,0,0,0,0,0,0.0310661898848359
NEO,0,0.850359455731213,0,0,0,0.144632125602459,0.360706297193757,0.125309859166831,0,0,-0.111482816745814,0,0,-0.116326574805797,0,-0.0399137093348283,0,0,0,-0.0596670225449195
BV010082.Index,0,0.286984655602266,-0.693295558396576,0,0,0,0,0.0969063190581249,0,0,0.498075653716825,-0.264983637808041,-0.456335688637505,0,0.588040114804139,0,0,0,0,-0.1324601401864
CVIX.Index,0,0.107881146281851,0.548469589057512,0.138725636692586,-0.54640260171202,0,0,-0.390558483803491,0,0.625438274534048,-0.140256186382849,-0.125073624092706,-0.0721494290232574,0,-0.484185784446094,0.327800812309231,0,0,0,0.0425886504202345
DXY.Curncy,0.128677652222306,-0.055560888666898,0,-0.0797896230358929,-0.01988872102733,0.0557583152825196,-3.46944695195361e-18,-0.00230613781268947,0,0.0265501127494221,0.0948075309613333,-0.0388000614004941,-0.0533475426020768,0.000186438808338407,0,0.0897288836104111,0,0,-0.108557906534719,0
SPX.Index,0,0,-0.0980965860182002,0,0.0336461399787972,0,0,0,0,0,0,0,0.0373080917183276,0,0,0.119684389616393,-0.0806688567304857,0,0,-0.128884419845551
VIX.Index,0,0,0,-0.202728257197832,0,0.219178569739425,-0.541380654642691,0.126478144867497,0,0.075106589520019,0,0.894730508735885,0,0,0,0,-0.297199069407954,0,-2.73629814982729,0
