,BTC,ETH,XRP,BCH,LTC,NEO,ADA,XLM,XMR,EOS,MIOTA,DASH,XEM,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.129964386102797,0.128528728944558,0.150975216257946,0,0,0,0.548610678045526,0,0,0.000138663039010049,0,-0.126014155637885,0,0,0,0,0
ETH,0.00668070145173187,0,0.153559898899707,0.0715106796555775,0,0.0427996258094718,0.118303486354633,0,-0.04744420016506,0.00497287342119922,0.217722209109679,0.0296241767716594,0.157159231739074,0,0,0,0,0,0,-0.0111622138204337
XRP,0.0845837979042232,0,0,-0.0287153973539,0.252411137177578,0.218455630334753,0,0.276868407536056,0,0,0,0,-0.0406531694209292,0,0.0756778964721022,0,0,0,0,0
BCH,0,0,0,0,0.306558466975277,0,0,0.470284304630861,-0.299064856292156,0.130875760656584,-0.253905921882309,0,-0.0644716852555829,0.644085335021062,0,0,0.413109654011306,0,0,-0.0373935064016302
LTC,0.0592832120913893,0,0.000922271265563324,0.549979860323847,0,-0.0471304553298264,0.231728523202776,-0.0331779437374506,0.18633931125399,-0.613044860888965,0.770911288692869,0,-0.476740982447463,0,0,0,0.0952017289609274,0,0,-0.082595698100825
NEO,0.0510797414377119,0,0,0,0,0,0.0176793981601903,0.0969698660889109,0,0,0.166716327147099,0,0,0.131079081741638,0.187101423055807,0,-0.74137711882261,0,0,-0.058190241849525
ADA,0,0.0691391949708942,0,0,0,-0.0522466873529619,0,0,0,0,-0.1808589633048,0.37654946001786,0.916308340949799,-0.435449347158325,0.314029111199174,0,0,0,0,-0.132772205713034
XLM,-0.397028566289114,0,0.126450733597415,0.740128452818083,-0.408141788284322,0.133266064966248,0.341234231872431,0,0.395232250615297,-0.00779076936476236,0.160191380413598,0.0536208856221879,0.0459153468578533,-0.416116527109251,0,0,0,0,0,-0.00900871310353687
XMR,0.777685033932951,-1.36012221000552,0.226388210505375,-0.0330782668933279,0.336645821104306,-0.0337800337511025,0,0.563606476994902,0,0,0.78368735827602,-2.77555756156289e-17,-0.0540022836349132,0,-0.169112260785308,0,0,0,0,0.252338297062556
EOS,0.425410909329594,0,0,0.323903182570123,0,0,-0.075163193803093,0.0322118882610196,0,0,0.384956514117075,0,0,-0.211302456539566,0.0987841885662072,0,0,0,0,-0.0151547690329011
MIOTA,0,1.04917526218035,0.139314870528085,-0.027448856590021,0,0,0,-0.0566318168396475,0.151797547451196,0.17147575859276,0,0,0,0.0799232735256613,0.0206760002293716,0,-0.212302609635401,0,0,0
DASH,0.219286093804412,0,0,0,-0.0924374142381472,-0.0484758194081976,0.228928349866445,0,0.272986774503615,0,0,0,0.386892201349015,0,0.0323140494442525,0,0.411612259006702,0,0,-0.0600216771193937
XEM,0,0,-0.0913302713848596,-0.542682993667461,0,0.198108865220665,0.237473973461811,0.244851281342775,-0.403621437012695,0.101746441241308,0.163111264121095,0.30524853191329,0,0.635164216664561,-0.112138727270728,1.25554764935765,0,0,0,0.105701638453108
TRX,-0.283946824775904,0,0.0622432086321242,0.640759953063222,0,0.0873440621381478,-0.155061910199337,-0.343759783709911,0.341099158430748,0,0.0628706020039104,-0.105833982794572,0.730483584958218,0,0.13265867422053,0,0,0,0,0
ETC,0,0,0.721502607588869,0,0,0.17981576923883,0,0,-0.180276860000428,0.113635568569566,0,0,0,0.1927464253128,0,0,0,0,0,-0.137800209422651
BV010082.Index,0,-0.202574634496313,0.00712604208163561,0.109179276329008,0,0,0,0.0372276581325538,0.101147924636392,0,-0.0695540155984106,0,0.171533454783198,-0.164356172869801,0.0411712077598669,0,0,0,0,-0.0630931956132186
CVIX.Index,0,-0.31441608815031,0.00797868786836265,0.127392891201383,0.150994082580598,-0.0699793249388486,-0.0526251825970985,0.0829397285621479,-0.200957329929277,-0.132483681509493,0.0159357424865373,0.459273603543612,-0.0486650938459733,0,-0.047796701142918,0.134539130490191,0,0,0,0.0571950866904981
DXY.Curncy,0,0,0,-0.0491092935607788,-0.0264461931835457,0,0.0197603597370304,-0.0147520034300801,-0.0227664604483305,0,0,0.0340749915910926,0.0372642029662176,-0.00400724379376561,0.0102442794657678,0,0,0,0,0.0157562510528787
SPX.Index,0,-0.252444910729904,0.0446361161059171,0.0952580485275044,-0.00844638661708757,0.0652029874295838,0.0816391197828627,-0.00601530073242369,-0.00354194753606195,0,0.0113573467751128,-0.0895081509045912,0,0,0.0139430664299662,0.117102289846331,0,0,0,-0.0543022596951985
VIX.Index,0,0,0,0,-0.929416314372435,0,-0.739182663151952,0.625665405892433,0.35821666807061,0,-0.791448345112921,0,0,0.960852990049217,0.251304827364831,-3.50792151867226,0,0,-1.49710500108701,0
