,BTC,ETH,XRP,EOS,LTC,BCH,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,MKR,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.108662379745273,0,0.0459431719392894,-0.163606252608178,0.0782685839769462,0.0199650164311536,0,0.114460525965412,-0.0207559157836022,0,0.143960279605192,-0.00435681675748504,0.0409743174998609,0,0.0120071713218287,-0.0890683508982064,0,0,-0.0253360505453549
ETH,0,0,0.130086748343774,0.0541957427824042,0.192785172302628,0.165264780872255,0.0161058842468264,-0.108818941288784,0.169095740106771,0,-0.265429065354807,0.144224331700754,0,-0.0318799654382303,0,0.0425240969506173,-0.0729904777197009,0,0,-0.0662957129735639
XRP,0.698337612415635,0,0,0.0558431914952352,0,-0.0817928548186892,0.0109308928335255,0.0898165961778588,0,0.118261862445603,0,0.0634720028243938,-0.0722023459707857,-0.046574152561924,0,-0.00303766851853168,-0.103798871953044,0,0,0.0016379354416808
EOS,0,0,0,0,0.220649017558792,0.185085390337663,0,0,-0.108575077624249,0,0,0.110296486797205,0.170659246261887,0,0.413678083702504,-0.281082402238432,0,0,0,0
LTC,0,0.117000040982863,0,0.146807286724886,0,0.254830677297083,-0.0240189072586852,-0.299742024347705,0.000392083232474992,0.241023921431808,0.14034423319563,0,0.0623648617495928,-0.0803862855232956,0.114900098252868,0,0,0,0,-0.0456512560024729
BCH,0,0.47764508189005,0,0,0.507558101518989,0,0.207252811744324,0.651177761365042,0,0.312719541822452,0,-0.341626804763651,-0.461494179363915,0,0.256660575768689,0.0970416356211076,-0.0876515536578863,0,0,0.100126209527685
BNB,0,0,0,0,0,0.363071228859287,0,0,0,0,0,0,0.376893585665695,0,0,0,0,0,0,0
XLM,0,0,0,0,-0.375797533524268,0.23448622638752,0.0342870714224338,0,0.0705153553949676,0.474607424884456,0,-0.0123948639761501,0.209638273802057,-0.187394684816881,0,-0.604920111140182,0,0,0,-0.289530127582917
ADA,0,0.30540764822981,0,0,0,0,0.19538763027034,0,0,0.979606970925185,0.241926684083392,-0.327142305857481,-0.282124571442028,0.306985385075806,0.277392521543125,0,0,0,0,0
TRX,0,0,0.192040612844301,0.139302681438137,0.11405887949374,0,-0.126298931357084,0.228024170127906,8.67361737988404e-19,0,0.754588656052252,0,0.152468744920712,0.0924103060840176,-0.138347048881361,0.312737289233995,0.136014762228268,0,0,0.153657499597911
BSV,0,0,0,0,0.41120333209587,0,0,0,0.0638923381207687,0.026618636526315,0,0.108466836167059,0.0509937169021571,0,0,0,0,0,0,0
XMR,0,0.205246953746638,1.49055957124279,-0.121659741188746,0,0,0.057267617629795,0,-0.200004459543529,0,-0.460108744206317,0,0.413089520014164,0.517328922104786,0.365452716948219,0.736081080883037,0.189461458013703,0,0,0.1921513666938
DASH,0,0,-0.389635113980579,0,1.44823526188462,-0.958728608795457,0.324465058906807,0.75464829475792,0.0144722630901736,0.35442306083526,0,0,0,0.0450341838967028,6.93889390390723e-18,0,-0.148768258221057,0,0,0.00698014597950334
MIOTA,0,0,0,0,0,0.17707935221139,0.077206448531978,0,0.0793745956426083,0,0,0.355040498761061,0,0,0,0,-0.0771682123323821,0,0,0
MKR,0,0,-0.000860912467218564,0.239060334930986,0.603094500752552,0,-0.0482255500377116,0.361553459455889,0.10835591384848,-0.878008502494382,0.325093467464545,0.0896203825837135,0,0.312680076288429,0,0.264714150960225,0.245744551976402,0,0,0.288776982885513
BV010082.Index,-0.719678295347825,0,0,0,-0.248210936310765,0,0.246245694683972,-0.448176843148594,-0.247139792816166,1.02963995725996,0,0.255485349061998,-0.359681836618441,-0.203182979471218,0.440582600868721,0,-0.0266707089959771,0,0,-0.354125515976739
CVIX.Index,0,0,-2.04923975633335,0.0370507393995341,-0.584708787784818,6.93889390390723e-18,0.135208206826543,0.0373242324100898,0,0.800561942008413,0,0.241224070030748,-0.327950332914507,-0.235444231819759,0.484269354967102,-0.414744498341905,0,0,0,-0.239165990367331
DXY.Curncy,0,0.0399458624355352,0,0.0170741046464503,0,0,0.00986778774750019,0.00612260924619786,0.0130014338852685,0.0189005364813503,-0.0394166070357172,-0.0183503052761184,0.0208801795765107,-0.0644196795732665,0,0.0276435596962195,0.0437935908211011,0,0,0.00730519306112816
SPX.Index,0,0,0,-0.0172250370468003,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.037627119863673,-0.0130856032763751,0,0,-0.09055342062501
VIX.Index,0,-0.578465345070272,0,-0.368587890111465,0,0,0.268313811713936,-0.8212375136856,-0.00302658369855552,1.42049365082005,-0.31623865602882,0.00924447910349142,-0.341911380011648,-0.308662743602892,0.472153715088549,-0.60498912020194,0.00151159979618355,0,-4.38508355176212,0
