,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0444029388289117,0.0732018314812156,0.557644399049955,0.184012502933363,-0.101281485044825,-0.0806580047803696,-0.0468871015631251,-0.0203691047398977,0.0763658972194882,0.120153964682261,-0.0172048244788206,0,0,-0.020539278386853
ETH,0,0,0.211673171355081,0,0,-0.915481089479752,0,-6.93889390390723e-18,0,0.261865025262417,0,0,0,0,0
XRP,4.07609002694129,-0.0450094925428276,0,-1.2207840291812,-0.725736908717152,0.930658455287592,0.479701767371627,0.340772797551264,0.113672727263266,-0.408970763517916,-2.28694551127028,0,9.25714487828868,0,-0.234514140942933
LTC,0.611212667663162,-0.011355072918518,0.034959945242933,0,-0.0763771550925818,0.0332442945084683,-0.0163191092597145,-0.0147999207061668,-0.0109151846447433,0,0,0,0,0,-0.0175269436283696
DASH,0,-0.0522683277586913,-0.233691105515662,0,0,0.234535713740108,0.494332576025651,0.164137760866834,0.320518688749558,-0.355632891228495,0,0,0,0,0.134830782266973
DOGE,0,0,0,0,0,0,0.0624256934887091,-0.136833918050107,0,0.0232072526478801,0.893027119614336,0,0,0,0.0524155673454978
XEM,5.55111512312578e-17,-0.0650506586462421,0.126819249867112,-1.65961178303253,0.72322785602199,-0.182391992466885,0,-0.295062784885238,0,0.508645977302132,0,0.0234700820809354,0,0,0
XMR,0,-0.0066181227044339,0.82066838643701,-3.25535655145896,1.12048669313781,0,-0.845306752386573,0,0,0.20762865044663,0.586777640823568,0,0,0,-0.832733895734712
XLM,0,0,0.759519507859134,0,0.545059334648732,0.0231807702385584,-0.460667781235702,0,0,0.128659963864482,0,0,0,0,-0.299976308666427
DGB,0,2.77555756156289e-17,-0.567427785576876,-0.685596808359267,-2.61178833742796,0.537411868855537,1.21335543586207,0.768748184451377,0.636191844730167,0,0,-0.439881743632087,0,0,0.285994774882442
BV010082.Index,1.06192369112641,-0.145084522473627,0,0,-0.204450004934639,0.189249358872925,0.0996568293752555,0.145150091859333,0.117262032213619,-0.0460552064851799,0,0.722401940570127,0,0,-0.0594889196265651
CVIX.Index,0,0,0.148602477516883,-0.217323778126607,0,-0.0816155753119751,0,-0.0264109728026411,0.0338878076463939,0.020644522263559,0.302935085104073,0,0,0,0.203879660194935
DXY.Curncy,0,0.0118885057529528,0.00854293058070285,0.0571036270485675,-0.0433806302240405,-0.0108173793736469,0.0082113132968957,-0.00269002784164016,0.0106323154314646,0,0.104800954781505,0,0,0,0.0261556061449499
SPX.Index,0,-0.00473970761640407,0.0107674375417289,0,0.050669106755508,0.0148865139247241,0.0152761475405289,0,0.0044357954283997,-0.00423473412081505,-0.0321140654757519,0,0,0,-0.113380256565568
VIX.Index,0,-1.73472347597681e-18,0.0475378144524391,0,0.618096826540424,0.189257828180084,0.00646537622282838,-0.117200220593395,0,0,-0.345384292739674,0.3440857513895,0,-7.33981857900183,0
