,BTC,ETH,XRP,BCH,LTC,EOS,ADA,XLM,NEO,MIOTA,XMR,DASH,TRX,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.0850854746416304,-0.0391711163609377,0.4285574385374,0.0839779245338843,-0.0412007136815561,0.0684676929488695,0.17010287432672,0,-0.295458501151936,0,0.342805097754795,-0.0104246657289491,-0.108713087396691,0.154298326572801,0,-0.514305263872221,0,0,0.0412276459815755
ETH,0,0,0.0790416477371439,0.245867854687842,0.268781279394984,0,0.148268266787838,0,0,0,0.18407488061429,0.222047284313503,-0.0101198692808394,0.0119418660986009,-0.244521139430373,-0.256644097368732,-0.708213715521971,0,0,-1.73472347597681e-18
XRP,0,0,0,0,-0.026361290427851,0.126321085600646,0,0.179987328959583,0.68270046091507,0,0,-0.0166554180369004,-0.0647193085845746,0.0394970721407473,0,0,-0.82907110360768,0,0,-0.156658176045177
BCH,0.447101591926448,0.747952949446428,0.0657255972622274,0,0.0167442613533649,0,-0.139509513275925,0.123582727573323,0,0,-0.169569589281674,0,0.0386686041096372,0,0.172196374768308,0,0,0,0,0.0445947115220867
LTC,0,0.789787167520797,0,6.93889390390723e-18,0,0.316105960878537,-0.4186021925875,0.271071941065908,0,0,-0.379996995277356,0.0574038351912099,-0.0940478967417516,0.34324661558572,0,0,0,0,0.0760615841199092,0.198701520190602
EOS,0,0,0.222631436027794,0,0,0,0,-0.506074864941007,0,0,1.06607133226169,0,0,0,0.177847431809932,0,0,0,0,-0.173071227164454
ADA,0,0.656141712120738,0,-0.619360430536743,0,0.171376187444717,0,0.354125799981858,0,0,-0.389786869107528,0,-0.159168640001954,-0.130534822034016,1.31343101776395,0,0,0,-0.235538869948725,0
XLM,1.48820352224917,-0.881975387859608,0.369914387564521,-0.322497647771482,0.619323837271701,-0.555330815579018,0.580587236716746,0,-0.120876459855251,0.451452026677539,0,0,0.149639238609339,-0.627155320744404,0.420333423390506,-1.05033748687037,0,0,0,-0.326034980729955
NEO,0,0,0.0957054275548682,0,0,-1.73472347597681e-18,0,0.0568383162545997,0,0.327481097158608,0,0.119729970864521,-0.076209144216766,0,0.499417732654726,0.197511843563676,0,0,0,0.0698277128567713
MIOTA,0,0,0,0.829253718206884,-0.234668855356885,0,0,0,0.270703047481362,0,0,0,0.0439242452154515,0.068931497166818,0.042793222300888,0,0,0,0,0.079180078359134
XMR,0,0,0,0.0736406472083387,0.391519187279057,0.058595644975699,0,0,0,0,0,0,0.0898366602873557,0.0970793586691932,0,0,0,0,0,0.0706309990167018
DASH,0,0,0.0913814687901334,0,0.217958315961286,0,0.12902491113458,0.0327872401744719,0,0.0920531001946824,0,0,0,0,0,0,0,0,0,0.274289170838321
TRX,0,0,-1.1303984026533,0.732779495241952,0,0.653412473238055,-1.1452249975692,0,0,0.891367353561874,-0.779092895116143,0.303824851070458,0,0,1.71550366470033,0,0,0,0,0
XEM,0,0.0294421121302445,0.0739572549362798,0,0.0380837872683711,-0.201820114036855,0,0.205289867273934,0.669075502357012,0.0835178497046263,0.00955322311165778,0.221075212347127,0.0500182810291858,0,0,0,0,0,0,-0.214805874068773
ETC,0,0,0,0,0,0.053830075793481,0.278539098055547,0.114262354621863,0.613877475149053,0,-0.225367194243699,0,0.0271815413399431,0.0649490135850358,0,0,0,0,0,-0.0327061341326039
BV010082.Index,0,0,0.0976965737158065,-0.112326423597281,0,-0.0193244568528785,0.0111218291824962,0.0637997906213733,0,0,-0.0383451939202762,0.209825494445262,0,-0.188891680610682,0,0,0,0,0,-0.0911297780475135
CVIX.Index,-0.319461391134256,-0.402574914815794,-0.0939108789379868,0.184104086976041,0.15988325170489,0.0873456641906185,0.127614746203066,0.128034026724824,0,0,0,0.0375735315114938,0.00672302164899873,0.16161627664628,-0.327581228726434,0.360541320068746,0,0,0,0.0852298662587134
DXY.Curncy,0,0,0,-0.0521003999007004,0.029820300028092,0.031314855762874,0,0,0.0443518852801499,0,-0.0334795926844959,0.0547448402534306,-0.0104403884813709,0,-0.072479152542237,0.0527228465218404,0.0164281462572233,0,0,-0.00231818107204481
SPX.Index,0.0274047456622091,-0.164896297238733,0,0.0491929649172362,0.0757287606518153,0.00340804831705578,-0.0165644894545605,0.0131615328114558,0.0395664991226995,-0.00347407626078404,0,0,-0.0240754628559286,0,8.67361737988404e-19,0.118026487420056,0,0,0,-0.146711419756236
VIX.Index,0,-0.592056433120681,0.236981077840712,0.185872963245521,0.769079878512865,-0.0761783171313181,-0.757295843738707,-0.136077989464883,0.205890349107688,-0.0553729627529275,0.193544413529281,0.14551420434433,0,-0.736715558296899,1.06694190269676,0,2.10998320069789,0,-6.04014020581593,0
