,BTC,XRP,ETH,XEM,LTC,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.158699048918977,0,0,0,0,0,0,0,0,0,0,0,0,0
XRP,0,0,-0.489366594217602,0.214108093424652,-0.24573277668174,0,0,0.297203242689164,0,-0.334784739180115,0,0.201612706692372,0.334265642519094,0,0,0,0,0
ETH,0,-0.0621999447549975,0,0.0681423654920269,0,0,0,-0.050440384829771,0,0,0,0,0.11145282288385,0,0,0,0,0.0442039627706293
XEM,0,0,0,0,0,0,0,-0.0623245875556177,0,0.255508853048946,0,-0.0347512064091591,0.132219350412242,0,0,0,0,0
LTC,0.526518356735765,-0.123541930124763,0,0,0,0,-2.77555756156289e-17,0.0830268752723004,0,0.210528179311805,0,0,0,0,0,0,0,0.0492213191789889
DASH,0,0.0447853945002688,0.167134533447062,0,0.100235481887901,0,0.0810290203803543,0.00635246987936175,0.577660172094743,0,0.286966516546234,0.00717757754479574,-0.202456064898962,0,0,0,0,0.0146732395274129
ETC,0,-0.0126273571182709,0.772471327743705,0.229471726015597,0.148782949962698,0,0,0.0388585535447086,0,-0.183006817675735,0,0.0755008606903897,0,0,0,0,0,0.0600412602273432
XLM,-1.8546108749243,0.430995725217976,0,-0.146372211859114,-0.06131140429619,0.571205671088366,0,0,0.782355164533043,-2.77555756156289e-17,0.839891031924029,0.0863498680168362,0.216114683442797,0,0,0,0,0
XMR,-0.028082680275177,-0.1429936349167,-0.137873536441486,0.0801123385805599,0.0720333855684408,0.520747449841978,1.73472347597681e-18,0.033749080628778,0,0,0,0.0134048675883016,0.154368654350455,0,0.36147706142305,0,0,0
DOGE,0,0,0,0.372752432021704,0.0813328444250433,0,0,0.163735393048925,0,0,0,0.0536772862588836,0.206966180064596,0,0,0,0,0
ZEC,0,0,0,-0.0895519864393221,-0.116146469026542,0.241078010685862,-0.0179446358679259,-0.0456402692392766,0,0.286643078564142,0,0.00694016795167464,0,0,0,0,0,0.13797850660998
DGB,0,0,0,-0.375785094700344,-0.273944563110851,0,-0.157233886169879,-0.0352536095343763,0,0.788447249538902,0.148812780727893,0,0.227007497235741,0,0,0,0,0
NEO,-0.233488455422009,0.307432484083554,1.2856027532443,-0.517998205422441,-0.257854725099556,-2.09172161508867,0,-0.137002713724426,2.10685086458436,0.295722896913746,-0.0723995989452983,-0.0621931443720199,0,0,0,0,0,0.427319703049228
BV010082.Index,0.0244520042392239,0.024199898713819,0,1.0842021724855e-19,0,-0.123977715443783,0.086650467862531,0.0280143486119669,0,0,0.146596686707758,0.00395208575321573,-0.00763400294264177,0,0.258643718759903,0,0,-0.106296368625728
CVIX.Index,0,-0.0126041466262335,0,0.040428470332613,-0.115646871238409,0,0,-0.00412911628894593,0.206984040572593,0.0022356540393741,0,0.0385171431951954,-0.00243064872753273,0,0,0,0,0.168880342157636
DXY.Curncy,-0.0222200805347809,7.97820135285308e-05,0.0128051393138639,-0.000447512934883066,0,2.16840434497101e-19,0.0178763122279886,0.00335374904927964,0,-0.0074399426126661,-0.000898769404012528,-0.00151153880957828,-0.0105033380186226,0.0924252489481501,-0.0661202664312506,0,0,0.00745216608795521
SPX.Index,0,2.16840434497101e-19,0.0130700814693085,-0.00854464067337187,0,-0.0204980221670031,0.00129618868923466,0.00637871126186317,0.00440794214933209,0.000326098203034968,0,0.00275676727642009,-0.00589825238041063,0.00632139452091672,0.0156377912968791,0,0,-0.0333414280275259
VIX.Index,-0.622274843695009,0.0923560305587764,0.293557718838423,0.0314163231182214,0.369708493029943,-0.125849038107014,0.0501683225630787,0.0595881955552002,-0.853313847590325,0.140348404832767,-0.138180373266813,-0.119776542084205,0,-1.8875171732161,1.74353594605363,0,0,0
