,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.378506469655,0,0,0.0413794305081833,0,1.0842021724855e-19,0,0,0,0.0250811853729689,0,0,0.101569200600551,0.058878472690661,0,0,0,0,0
ETH,0,0,0,0.122122135867015,0,-0.0634885979462004,0,0,0.125893646183867,0.193792431452547,4.33680868994202e-19,0.324347660317545,0,0.191459282888565,0,0,0,0,0,0
XRP,0,0,0,0.590704220955224,0,-0.0362909520129505,0,0,0.0267837983563108,0,0.136706503155551,0.0243155690220947,0,0.0100209208297429,0,0,0,0,0,0
BCH,0,0.259339365343947,0.00854387066842154,0,0,-2.77555756156289e-17,0.23562604683636,0,0.0333827098037627,0.443694400636167,8.67361737988404e-19,0,0.0621282269594451,0,0,0,-0.109422588944117,0,0,0
EOS,0,0,0,0,0,-0.310307224692866,0.731441953248197,0,3.46944695195361e-18,0,0,0,1.70801131207726,-0.484410506142595,0.0660769359680708,0,0,0,0,0
XLM,0,0,0,0,-0.537206882589504,0,-0.382914524589323,0.957454385605884,0,0,0,0,0.996112646647959,0.0457857888622465,-0.0556977023997488,0,0,0,0,-0.000414181600731046
LTC,0,0,0.472861887063043,0.35314347843884,0.0985761638226617,0,0,0.0180721230183529,0.0222733393906373,0,0,-0.190865882367462,0,0.0935211062445351,0,0,0,0,0,0
ADA,0,-0.152677307260095,0,0,0,0,0,0,0,0.625242891632876,0.0646544958574195,0.0361924362221566,0,6.93889390390723e-18,0.464674154754518,0,0,0,0,-0.060330863675879
MIOTA,-0.495523364502234,0,0,0.764905732171137,0,0.100350674223063,0.152577420279448,0,0,0,0.322822347665807,0,0,-0.205248047211186,0.112787536626478,0,0,0,0,0.31815021692889
TRX,-0.166203254282062,0.225492619687575,0.675686558108758,0,0,0.0521325023035232,0,0,0.120575719545392,0,0,0,0.248954755649453,-0.129999080530651,-0.0489344149951303,0,0,0,0,-0.136409201538137
NEO,0,0,0.704480995259553,0,0.352442704660913,0.0404048802828575,0,0.238611767704817,0.37519857891525,0,0,0.0108805760041074,-0.40298702351407,-0.205433869990831,0.045219091011574,0,0,0,0,0
XMR,0.30894947872352,0,0.388081725805959,0.401451285546843,-0.0420723980842181,8.67361737988404e-19,0,0.257692860175729,-0.238192022533919,0,0.254508318249136,0,-0.47685444472708,0,0.130289023362114,0,0.319803575071649,0,0,0.0690908905080113
DASH,0,0.224422211649409,-0.463055247952735,0.207900056972596,0.109594515859049,0.194244682361009,0.130493789482985,0.0438906812884257,-0.108735368287742,0.421981050958788,0,0,0,0,0.0632073780773278,0,-0.380381138660532,0,0,0
ETC,0,0.699147198077552,0,-0.107161679512246,-0.213201695500104,0.168307086991732,0.580926041663114,0,0,-0.0543283692132194,0,0,0,0,0.0608671074935199,0,0.190465273654602,0,0,0
XEM,0.372302334284464,0,0,0,0,0.247193266145661,0,0.0680114488919994,0,-0.434151339961372,0,0.416551865295899,0.684949766445589,0,0,0,-0.134295373567184,0,0,0.00778948041982404
BV010082.Index,0,0,0,-0.0116113828198475,-0.0289979813646021,0.0940007208694023,0,0,0,0,0,0,0,0,0,0,-0.0716169449476806,0,0,-0.0200319105648299
CVIX.Index,0,0,0,0,-0.0221997119706747,0,0,0,0,0,0.1214990082164,0.389880716442464,-0.548553736868624,0.109429955727272,-0.0222366459463296,0,0,0,0,0
DXY.Curncy,0,-0.0579260700742777,0,-0.0328057092463906,0,-0.0299547317275703,0,0.0728895235989978,-0.0246576999550224,0,0,0,0,0,0.0117036868159276,0,0.0424450343431288,0,0,-0.00306845115728497
SPX.Index,0.0373870422626787,0,0,0,-0.000853616689274167,-0.00847160024664824,0.0389226373552844,0.00642393381664012,-0.0350978536835215,0,0.00993055961268815,0,-0.0141317422185718,-0.0338706669912305,0.00175964656686819,0.0134038023835468,-0.0339604317430462,0,0,-0.0823186805024495
VIX.Index,0,0,0,0,0,-0.0596211898827368,0.291057916453184,0,0,-0.995884020402703,0.0400189122795363,0.0902778311383793,0,-0.145791814933266,0.240643825489429,0,0,0,-7.28705593976919,0
