,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.133847503698228,0.0084862192988912,0,-0.107201802952279,0.015875431969037,0,0,0.00651818210500915,-0.00047532840934329,0,0,0,0,0,0
ETH,0,0,-0.104983462650756,0.398588915215016,0,0.64680915598171,0.0601059828871257,-0.117219921746796,0,0.358217342643769,0.0371060395246701,-0.0182970116808673,-0.281137267617291,0,0,0,0,0.189572852908192
XRP,0,0.195935330116144,0,0.812113241699214,-0.108417782733495,0.280526936663154,-0.369539340847963,0,0,0.424209611795172,-0.142377822738812,-0.0667527828467701,-0.364199516601763,0,-0.496895388473223,0,0,0
LTC,0.605166568273364,0,-0.000623812030329497,0,0.0421963371310807,0,0.101303289584432,0,0,-0.106638729783231,0,0.0024281484851186,0.0163120926367531,0,0,0,0,-0.0132729345615098
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.170900497638758,0,-0.736303729915063,0,0,0.278543540509738,0.356087895467896,0,-0.0914256517737442,-0.0378682837559389,-0.0375306341647688,-0.0968659770506391,0,0,0,0,-0.288066047681629
DASH,-0.617990711362878,0,-0.325271738995372,0.822288390147832,0.0307645436563429,0.456071580344175,0,0.23791442064448,0,-0.290272692139675,-0.0855089747217432,-0.102241163804717,-2.77555756156289e-17,0,0,0,0,0.102790941909974
XEM,0,0,0.515125242831437,0,0.183458309645831,0.091320922928959,0,0,0,0,0.111095403295578,-0.0174751854204317,0,0,-0.611562785283465,0,0,-0.164480187729989
DOGE,0,0,0.0516946995492552,0.05824516505556,0,-0.184685874792699,0.0405938938868196,0.108183916323354,0,-0.0365746418026892,-0.00797825941200555,-0.0130989038223554,0,0,0,0,0,0.0262661520584943
XLM,-0.486577763448948,0.514575343391361,0.310079646793047,-1.26197546969117,0.114193030096759,-0.312405977128249,-0.565059148818837,0.614299605505298,0,0,-0.0589430539786437,-0.0564589672405187,0.175127204050166,0,0.810701213523119,0,0,0
NEO,4.74111420360812,6.68411924457601,1.15381282523426,-5.58652059047889,-0.626688490545796,-6.0362678784416,0,1.84231432656797,-3.47119686174347,-1.16653329787361,0,-0.216671130812769,-0.938809475537865,8.07764185150529,0.520675893914378,-10.1423278612339,0,0.423383854842908
ZEC,0,0,0,1.79627278782874,0,0,-7.4496684133471,0,0,0,-0.736229755812144,0,-2.77555756156289e-17,0,0,0,0,-0.45074374264535
DGB,0,-0.879212404991205,-0.16392972193447,0,-0.195946117946629,0,0,0.318320728314295,0,0.467423636164012,-0.0619403733699559,-0.116775389019822,0,0,0,0,0,0
BV010082.Index,0,0,-0.094983252369674,0,0.0622524584314307,0.0792040502753263,0.100563711214471,0.0144742566151983,0,0,0.00107649616905961,0.0182871578898237,0.0791375701000559,0,0.162851841664473,0,0,0
CVIX.Index,-0.654274962577406,0,-0.235776797574264,0.786205107634089,0.0607032766281539,0.401813030041456,0,-0.223052324860439,0.464966963713602,0.270248629762305,0.0665875493377,0.0326382493973569,0,0.51129682674737,0,0,0,0.224446665255121
DXY.Curncy,-0.00689146029002637,0.0213699945344105,0,0,0,0,-0.012276793005736,0.0124786665648577,0,-0.00815589427337464,-0.00128257115509746,0.000735716546133464,0.0113716684904693,0.144250915049501,0,0,0,-0.0261082076691759
SPX.Index,-0.0684882600968637,0,0,0.020600263617115,0,-0.0561133426296377,0,0.037995566386606,0,0.00398372650144491,-0.00422323629299528,-0.00249624304160004,-0.00303799575474161,0,0,0,0,-0.0458808728952938
VIX.Index,0,0.277079197286259,0.0852458633595989,0.549602957951554,-0.016539023481961,-0.53823884885176,0,0.369968926463572,-1.6157239407821,-0.121199247271534,0.017097582775231,-0.0344764316886799,-0.0428401262987136,-2.61328802655055,0.538240115911282,0,-4.11152724865032,0
