,BTC,ETH,XRP,BCH,ADA,LTC,NEO,XLM,EOS,MIOTA,XEM,DASH,XMR,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.054584722621101,0,-0.0635379049931157,-0.207546152851297,0.191621431225447,0.0853073027448456,0.139708501209477,0,-0.0715811364280765,0.135201181023537,2.77555756156289e-17,0.40572744362272,0,0.150733716242221,-0.5420461034715,0.0438598376326894,0,0,-0.083600914705459
ETH,0.151831549716079,0,0.165413810512484,0.039965073229907,0,0,0.115037771353183,0.529224521221511,-0.315133278105542,0,-0.241464456906974,0.201402296979036,0,0,0.226252530149163,0,0,0,0,0.103710284012117
XRP,0,0,0,0.235615536599146,0.301387609364739,0,0,-0.0276997270237736,-1.38777878078145e-17,0,0.0994542858545017,0,-0.159742481252764,0,0.430011792264068,0,-0.200500690191424,0,0,0.0365014224832806
BCH,0,0,0,0,0,0,0.236117623513957,0,0,0.088369695053316,0,0.817739460020761,0,0,-1.38777878078145e-17,0,0,0,0,-0.0941447846814431
ADA,0,0,0.533343777137014,-0.0365904211301365,0,0.378555637473722,0.169105632454589,0.0848220022993062,0,0,0.0542632169580865,0,0,0,-0.12396453596995,0,0,0,0,-0.00537791155279472
LTC,0,0.263609938167868,-0.088055879885942,0.141150066797723,0.388592673963841,0,-0.0828958815167995,-0.215711773978191,-0.0339354493509519,0,0,0,0,0,0.374301919873738,0,0.403463038632124,0,0,0.0577847271913102
NEO,1.35249886002105,0.21656248086266,-0.128245089278519,0.112121976692272,0,-0.137308401706904,0,-0.0229242933065143,0,-0.232682896819578,0,0,0.14115296237822,0,3.46944695195361e-18,0,0.413634334836292,0,0,0.0685048766180386
XLM,0,0.552741536320626,-0.611224133073467,0.000871425873996534,1.34587614793105,-0.683471685832608,-0.111900395430907,0,0,0,-0.138672016853382,0.296290432885991,0,0.390092116964476,0,0,0,0,0,-0.017897812970879
EOS,-0.462971662977975,0,-0.0953474567522674,0.0402094149939537,-0.00140479913176657,-0.312283718851758,0,0.48934041355898,0,0.0371367225461588,0.171230165280473,0,0.446405857706792,0,0.487345282202347,0,0.177607993376513,0,0,0.0334086234369836
MIOTA,0,-0.171819842143975,0.051000527296481,0.00602086555608508,0,0.464074958067197,0,-0.167930377517593,0,0,0.117755124143692,0,0.424380846117059,0.124746328469025,0.178435046028068,0,0.602414504026369,0,0,-0.084880484501101
XEM,0.674268448777335,-1.03292380608656,0.429146895972002,-0.128894138266895,0,0.587548936010206,0.0987669233179089,0,0.224353182308487,0,0,0.768419305426435,-0.704435647925802,0.0560486279071943,0,0,-0.040700449678426,0,0,0
DASH,0,0,0.192057781696259,0,0.18019231292102,0,0.0462248534433904,0,-0.278943739766337,0,0.0323109254941637,0,0.879945546919352,-0.00437255130032558,0,0,-0.0610098191906144,0,0,0.0073427587274821
XMR,0.273421092069681,-0.192591520328295,-0.0109642859456188,0.207837664527504,0.0154407127596435,0.0625548627979618,0.0954982170587264,-0.194423788744325,0.162422974578614,0,-0.00968903310230364,0.618569866988149,0,0.0489471299993091,0,0,0,0,0,-8.67361737988404e-19
TRX,0,0,-0.198807698164421,0.12854474128017,0,0.0737447907583533,0,0.387784889263165,-0.104533346934797,0.455761736957438,0.290962021528226,0,0,0,0,0,0,0,0,0.105568827901066
ETC,0,0.331798945690754,0,0.159540826059168,-0.0785993471345229,0,0,-0.168120078138353,0.41291198226539,0.217867642710315,-0.0316741449395059,0,0.06090564013735,0.185278462066285,0,0,-0.0928094234442499,0,0,0.00621213141334335
BV010082.Index,0,0,-0.0784096826909936,0,0,0,-0.0333702351239979,-0.0820986041109414,0,0.0157510394650057,0,0.119818061291697,0.042433629871504,0.00620917840988304,0,0,0.0668873761600413,0,0,-0.0499113370846292
CVIX.Index,0,0,0.0769955811816056,-0.0778693190039585,0,0,0,-0.0157862506344005,0.133665939290758,0,0.0981812161355763,-0.202359197040133,0,0,0,0,0,0,0,0.021605802752122
DXY.Curncy,0,0,0.0558392855648213,0,-0.0412481779975563,0,0,-8.67361737988404e-19,-0.0869791499284108,0,-0.00161415047194088,0,0.0434348342966107,0.0020483244131479,0.0261751921830284,0,0,0,0,0.00949703148051616
SPX.Index,0,0,0,0.0193803365744014,0,-0.00812769314551122,0.060731650939449,0.0291856412755759,-0.0769929997783847,-0.0131976669846085,0.0646051990743002,0,0,-0.0804628321551387,0,0,0,0,0,-0.0657808512251269
VIX.Index,-1.4549347971229,0,-0.335463149226285,-0.188267401407805,0,0.917529895498507,0.0769697088116313,0,0.441101755864471,0.305303846349272,0.25736530210827,0,0,0,0,-2.37444660599671,-0.81480983310951,0,-3.46969976701787,0
