,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0200957024146657,0,0,0,0.267540039036166,0,0,0.116000886784967,0.0703205812758769,0,0,0,0,0.0652532768303438,0,0,0,0,-0.0502586302690789
ETH,0,0,0.922670972522196,0,0,0,0.0129060623048474,-0.0928525398408796,0.059203440243961,-0.0417757843817247,-0.00998385372010835,0.274193909432123,-0.338975428296875,-0.0425906111730022,0.0456197343676454,0,0,0,0,-0.124260607907406
XRP,0,0.203028123396161,0,0,0,0.156448736449931,0.107466510710862,0.00844169932367305,0.0400512212601774,0,0.0796368132083087,0,0.237126853454159,0.115713789360537,0,0,0,0,0,-0.0793276559780024
BCH,0,0.240303701422591,0,0,0,0.261245949045482,0.14419134637072,0,0.0737685266948977,0,0.292249654116422,-0.115432365517964,-0.064167887122859,0,0,0,0,0,0,0
EOS,-2.15581735211394,-0.722050786038672,0,0,0,0,1.78266796379305,0,-0.233892488565216,-0.748384753206812,1.24978153177047,0,0.863648680708006,-0.530950384170369,-0.0648115103184908,0,2.49479055876167,0,0,0.2475032094245
LTC,0,0.113665536650617,0.198120186785962,0.297571409482379,0,0,0.0268618329797517,0.0274832004027027,0.0232006983546049,0,0,0.169509188110598,0,-6.93889390390723e-18,0,0,0,0,0,-0.0647544359008618
ADA,0,0,0.180966971527379,0.219280006440016,0.0852687906516899,0,0,0.198989048681907,0.138430066409643,0.258571280844433,-0.110302036043126,0.0303791287570849,0.0762367682358893,0,0,0,0,0,0,-0.00780625289927983
XLM,0,0,0.249521027904039,-0.0868413833775759,0.0732438112992705,0,0.218131506251225,0,0,0.0552918173883984,0.347000343228112,0.123164442526871,0,0,0.0155781615864829,0,0,0,0,-0.135092245716194
MIOTA,0,0,0,0,0,0,0.478811797277935,0,0,0,0,0,0,0,0.310328064541483,0,0,0,0,0
TRX,0.19983744460728,-0.358249373567259,0,0.100915360755323,0.19073072502712,0,0.336431195780083,0.237900399371445,-0.0990210519000407,0,0.236573900573767,-0.00863803157673378,0,0,-0.0471240743871413,-2.74913523252685,0,0,0,0
NEO,0,0.198916093998501,0,0.0271370648870505,0.0865720615999316,0,0.0342737390289738,0.133337696056413,0.0925546070417292,0.0804605148242915,0,0.380274268755868,0,0.0438480218852901,0,0,0,0,0,0.0966548763569194
DASH,0,0.427309842268292,0,0,-0.169509562494844,-0.211651883419411,0.211426473305567,0.183331442755371,0,-0.177224312879257,0.275585081540608,0,0.215434038049844,0,-0.0503381380415307,0,-0.169964701596511,0,0,0.101185742436747
XMR,0,-0.216433548977848,0.686266542293591,0.0182049569279995,0,0,0.0594158351234652,0.0181079243868424,0,0,-0.0650225268631455,0.311025603091788,0,0,0,0,-0.0221698391436072,0,0,0
XEM,0,0,0.945685426095084,0,0,0,0,0.182582283419262,0,0.149668305129419,0,-0.0592960836277472,0,0,-2.77555756156289e-17,0,0,0,0,0
ETC,0,0,0,0,0,0.560212388703966,0.146249493503183,0.126711640248275,0.0555492521988847,0,0.0716956977051249,0.119613755012157,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0209901655577006,0,0.0501678777632801,0.0176099513654614,-0.0311781856290223,0.00463741029207893,-0.0531054172190987,0,0,0,0.0556790630202129,0.0411145973102759,-0.0110987973335285,-0.0113580091787834,0,0,0,0,-0.0772744351838859
CVIX.Index,0.293200826124005,0,0,0,0.194812076470788,0.000992342111947105,-0.332350368387675,-0.0268488472586077,0.0668822806575285,0,-0.0827447787662014,-0.0156503001924139,0,0.137335824634876,0.0471562312592041,0,0,0,0,0
DXY.Curncy,0,0,0,0.0155074946860876,0.0171644048593918,0,-0.0114302925597413,-0.00616503956443137,0.0152704516821504,0,-0.00962145949417629,0,0,-0.00196669481722606,0.00282919100656517,0,0,0,0,0
SPX.Index,0,0,0,0.0220660929069292,0.00990242998529135,-0.0183021674530497,-0.0450200495529292,-0.0408470712030195,0.00326660614091974,0.0348068541401027,0.000451380102174733,0.0450226580308445,0.0105246987588348,0,0.00346851792198894,0,-0.0300626913480972,0,0,-0.14304090801202
VIX.Index,0,0.126765842153068,0,0,0.123880151398121,-0.0379114556671105,-0.469845361712353,-0.290447568951214,0.165710279339294,0.221923435111688,0.00370218427084389,0.376972455536619,-0.0686095638627068,-0.0660038817996455,0.0820482305314996,0,-0.811320035080058,0,-5.97946031966618,0
