,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XMR,XEM,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0534965361082265,0,-0.0521092504969856,0,0.254674150826285,0.0357676146095052,-0.0326648597527872,0.0647730163361333,0.0784027136145762,0.0190113213127946,0,0,0.203135460081389,0.00774153156624618,0,0.460782781983215,0,0,0
ETH,0.744043272156291,0,0.151389349703576,0.00209696458846559,0,0.309482330881533,0.0126657582028313,0,0.0616342214916823,0,-0.0273835199728211,0.0673953178360842,-0.166114205402093,0,0.0535563660974266,0,0,0,0,0
XRP,0,0,0,-0.0722383541512322,0,0.534306409810504,0.102573973499435,0.186346424346392,0.083953594067651,0,0.0359586684497542,0,0.076827220811791,0,0,0,0,0,0,-0.0233779354410664
BCH,0,0,0,0,-0.126106149543086,0,0,0.289656028252064,0,-0.143115810451624,-1.38777878078145e-17,0.719628174006879,0.264936338353618,0,0,0,0,0,0,0
EOS,0,-0.56122187615679,0,0.696480669302736,0,0,0.893231001926627,0.6851906048427,-0.39348710899717,-0.810475736598127,0.83956462738603,-0.635057159383262,0,0,-0.110821823427943,0,0,0,0,0.406862564110143
LTC,0,0.459353418513135,0.0703478201225586,0.0345634972309586,-0.0197511992240487,0,0.0259635273153024,0,0.026775810302612,0.212561284238154,0.0543341070806646,0,0,0,0.12106621118494,0,0,0,0,0.00936695075180991
ADA,0,0,0.361927149931677,0,0.126478590961057,0,0,0.258512183825363,0.0735842211886326,0,0,0,0,0,0.0212654851183346,0,0,0,0,0
XLM,0,0,0.117545597162415,0,0.00690691104253965,0,0.309705575076515,0,0,0.0466416921135253,0.4179761891833,0.0575350753310511,0,0,0.0169007737105757,0,0,0,0,-0.0909637421371437
MIOTA,0,0,0,0,-0.0427572776343921,0,0.395943548787152,0.01437502262297,0,-0.183339494577728,0.269110260672074,0,0.579217589894945,0,0.116778799872142,0,0,0,0,0.319937149258319
TRX,0,0,0,0,0.249468178527122,0,0,0.0399880764258946,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,-0.0193693858391009,0.0375683480825421,0.0590687545885753,0.16942080848283,0,0.288742055831473,0.185689918729577,0.150832513055951,0,0.186428884714046,0,0,0,0,0,0,0,0.0558972749380607
DASH,0,0.273726413163987,-0.346304996911948,0.229471756080048,-0.105238401968783,0.0260899447858266,0,0.403807935398557,0.0259404896900076,0.211752826115554,0,0,0.387518127770491,0,0.043240372680493,0,0,0,0,0.0546393639239324
XMR,0,-0.226894164525713,0.457400082910342,0.176647527716847,0.0648056991078952,0,0,-0.135067997588923,0.0885140209943162,0.0775071155308643,-0.0909341965334155,0,0,0.317374316429369,0.151942073061309,0,-0.022906417162632,0,0,0
XEM,0,0.347785756721793,0,-0.0379671925174195,0,0,0,0.200237299713595,0.00066958066796987,0.133259052401724,0.0629451774479467,0,0,0,0.246438779861104,0,0,0,0,0
ETC,0,0.197236471552034,0,0.113646194908102,0,0.309480666060643,0,0.342356179615696,0,0,0,0.0177710898986402,0.109733891430222,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0272641871960471,0,0.0111999756408578,0,0,0,-0.00949204633493954,0,0.024652225959058,0,0,0,0,0,0,-0.0107782150685797
CVIX.Index,0.51360087330574,0.132415187293905,-0.158307980122348,-0.00942788639172209,0.0185769784819227,-0.125657165163479,-0.223077318787823,0.0540871695041024,0.00191570924734306,0,-4.33680868994202e-19,0,0,0,0.00419683676930842,-1.73472347597681e-18,0,0,0,0.0361200546487549
DXY.Curncy,0,0,0,0,0.0153538106443035,0,-0.00360681265548127,0.0122510028103028,0.00143241514763035,0,-0.0136905976586414,0,0,0,0.00445381142283968,0,0.0479920250824069,0,0,0
SPX.Index,0,0,0,0.016209992022056,0,-0.0133458681423849,-0.0188968501262479,4.33680868994202e-19,0.000825672906440406,0.00443911684290476,0,0,0,0,5.42101086242752e-20,0,0,0,0,-0.139728292170232
VIX.Index,0,-0.134033173253874,0.119590509248033,0.00879269328581887,-0.0201358311258932,0.00494127280568984,-0.0734098049009311,-0.288586974461558,0,0,0.197376639218171,0.187676609120677,0,-0.155573476205512,-0.00568269437668089,0.425939952387773,0,0,-5.84761377772265,0
