,BTC,ETH,XRP,LTC,DASH,DOGE,XEM,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.000553268826103783,0,0.310224918996276,0,0.237245881398309,0.106864900341954,-0.128509442174699,0,-0.126094645865699,-0.240502500743962,0,0,0,-0.0403166210264115
ETH,0,0,1.20365791330521,0,1.87727606652278,0.78834227382243,-0.720070106163535,1.62918311737594,0.112383066058213,0.791745032630896,0,1.02698379665214,0,-0.482576058744813,-0.44083507788448
XRP,0.0287542374567458,0.0804465324265468,0,0,-0.382362456196173,0,0.0373885065230132,0,-0.606787822845668,-0.312248754555781,0.289127207274837,0,0,0,-0.00215763257766933
LTC,0.669775678101644,0,0.320363153612505,0,-0.750771315801232,0.144694404477334,-0.350253482711607,-0.243400174872582,0,-0.0367479951829909,0.229699596806563,0,0,0,0
DASH,-0.0538500412254189,0.23631614333275,-0.203175366499443,-0.380040018484151,0,0.118629504389889,0.13390068929605,-0.463531335784364,-0.246160082393257,-0.138348460775245,-0.0367885029730532,-0.208230436043966,0,0.973664788474187,0.130173239194598
DOGE,0.342086929126454,0.019702448051575,0,0.088515630714817,0,0,0.181406384975507,0,0.18047830652139,0,0,-0.136672910137807,0,0,-0.00812650352899962
XEM,0,-0.143412594810154,0.671281702245058,-0.779779150363611,0,0.539447506384268,0,0.0682647859301006,0,0.0269886731271784,0,-0.45683869632197,0,0,0
XMR,-0.229105088467177,0.408673868478357,0,-0.656497591827292,-1.37411230032017,0,0.23310712986465,0,0.159959159435244,-0.154855718957749,0,-0.282993022852374,0,0,0.0244194209789393
XLM,0,-0.0616356894959743,-0.174472620190769,0,-0.105829428819415,0.248854138832526,0,0.149196075225634,0,-0.0959571456969524,0,0.182631172434475,0,0,-0.0873794957087699
DGB,0.197659668645669,0.130755709809613,-1.11593377689021,-0.366202714194681,-1.10153927095694,0,0.157022719730422,-0.153538084716897,-1.60711155824593,0,0.527920052235069,0,0,1.61007503970464,0
BV010082.Index,0,0.0230821564523319,0,0.170671866344262,0,0,-0.124456891283943,0,0,0,0,0,0,0,-0.199555586888343
CVIX.Index,0.0951425144333147,0.0653472214337348,-0.188263401663192,0.219248400207007,0.13565895530265,0.107283299989617,0.0993406106752136,-0.17108849149072,0.196821539826089,0,-0.142556671755754,0,0,0,0.0486151734826175
DXY.Curncy,-0.330971420089464,0.0176661876195629,-0.175877589586378,0.258552689314407,0,-0.101590030742691,0.0661865741643016,0.018330461525021,0,-0.0615266103362417,0.0572971321594376,0,0,0,0.0252171579193528
SPX.Index,0,-0.00233157487328751,0,0,0.0482176535854992,-0.00869731011082799,0.029226844132742,-0.0116157844761706,0,0,0,-0.0125193893845901,0,0,-0.0965023115177192
VIX.Index,0,0.0321107357400873,-0.320105100337711,3.46944695195361e-18,0.386061878935892,0.641588111815435,0.346460698737641,0.0494397167487328,0,0,-0.224311097168687,0.302851301421575,0,-5.63199992389804,0
