,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.147753360265574,0.0343189775813377,0,-0.0706247460199302,0.171107949072,0.23290771282368,0.1320125400497,0,0,0.11559124817926,-0.212200349801969,0.365144187702023,0,0,0,0,0
ETH,0,0,0.0545229074624391,0,0,0.690697611663128,0.211110463043888,-0.0606150211669468,-0.576163753075558,0,0,-0.0207385343085081,0,0,0,0,0,0
XRP,0,-0.0939753670071149,0,0,0.0407835434014245,0,1.38777878078145e-17,0,0.357374157666278,-0.314592462233767,1.60674656247519,0,-0.696634250791965,0,0,0,0,0
LTC,0,0.0746249975385619,-0.049161081820478,0,0,0,0.0750298558646746,-0.136390200506116,0,0,0,0,0,0,0.339738722302376,0,0,0
DASH,-0.184682736159948,0,0,0.0823232889713914,0,-0.0972906838113019,0,0.156566495617173,0.290070046454968,0,-0.277848782914961,0,0.0879117819453295,0,0,0,0,0
XMR,0.433703847535787,0.442215703878967,-0.0377979738048329,0,-0.00885488964007702,0,-0.346072259075206,0.154964697520654,0.273051026869018,-0.140951934767638,0.122682603663792,-0.0402801174536786,0,-1.51105484203292,-0.591762070333994,0,0,0
ETC,0,0.367759634311528,0,0.44796189443016,-0.309877531692279,0.126300557548726,0,0.02802554272631,0.401811287062595,0,-0.179259552948172,-0.254872901132675,0,0,0.088524871019042,0,0,0
XEM,-1.11537162319414,-0.3960465750174,0.143535447312711,0.310157645865769,-0.115452254800241,1.482461937842,0,0,-0.98751410797782,0,-0.262943590235224,0.404601361754794,1.3179585203871,0,0,0,0,0
ZEC,0,0,0.0826002207447037,0,0.192669429848278,0,0,0,0,0,0,-0.0452941321416447,0,0,0,0,0,0
DOGE,0,0.303916503849917,0.431292182905284,0.430849169150512,-0.246329085087369,0,-0.416737568272622,0,0.540157410110502,0,-0.345184066324459,0,0.618562525345927,0,-0.171948593612364,0,0,0
XLM,0.0281505876294381,2.16840434497101e-19,0.387893912650104,0.260712830972075,0,0,0,-0.294318821315881,0,0.209577307974259,0,0.241890189285619,0.538611601414794,0,0,0,0,-0.4277441007069
NEO,-0.564118758813482,0,-0.142887850340162,0.0195841105749517,-0.0869725978575256,-0.0698438738195948,-0.174238808309861,0.143330292777778,0.310452088039869,0.0867294149937457,0.296253086494479,0,0,0,0,0,0,0
DGB,0,0,-0.162151530764934,0,0.0792659337325672,-0.0797919710585954,0,0.357243669360502,-0.250409358267159,0,0.129406693835121,-0.0485658905746779,0,0,0,0,0,0
BV010082.Index,0.0303461018316159,0,-0.0100157289363821,0.0191296947196246,0,-0.182898401966046,-0.0901497004507986,0,-0.0788976193816427,0,0,-0.0480786356374361,0,0,0,0,0,-0.00329218482662547
CVIX.Index,0.258113827789769,-0.0241121839441535,0.00910991187191429,0.0406455557194957,0,0,0.0404181787669039,-0.0679383823448977,0.121063910955119,0,0,0,0.0812602284365876,0,0,0,0,0.362644683580137
DXY.Curncy,0.0311927726683083,-0.0213175934561985,0.00273741483446238,0.00463620946475604,0,0,0.0145061906310757,0.0184587795055209,-0.00318778582211416,-0.00178810108399232,0,-0.00322104855277227,-0.0184077477572201,0.0646892915833539,0,0,0,-0.0125778864381865
SPX.Index,0,0.00546723205037425,-0.000315771023548461,0,-0.0262446410308252,0.0035124103816117,0.00358359836630015,0,0,-0.00572653168142643,0,-0.0052588907955608,-0.0061888243569455,0,0,0,0,-0.0914037470793019
VIX.Index,0.3607035857067,0,0.0384126145108046,-0.141372031179547,0.184967786533052,-0.300016486220497,-0.0966120711679055,0,-0.0344865740648509,0,0,-0.0096765182726445,0,-1.02912213617347,0,0,0,0
