,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,DASH,XMR,XEM,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.105796020359691,0,0,-0.0580890244633586,0.103419509481029,0.146461659170629,-0.0992366728006185,0.291924155436685,0,0,0.203402315979605,0,0,0,0,0.078258406093073
ETH,0,0,0,0.237682445607144,-0.0228373290722049,0,0.173770828157004,0,0.0397341931042456,0.303560995149404,0,0.266067961722414,0,-0.0822760132098219,0,0.234479448117724,0,0,0,0.15130221439869
XRP,0,0,0,0.509665238136951,-0.0931952213843946,0.0375503485551934,0,-0.00894416361697058,0.0534570398185933,0.0336405719032287,0,0,0,0.276586042598509,0.0407621857866032,-0.0940663871194419,0,0,0,0
BCH,0,0.195371459764507,0.560042856020344,0,0.356586549457671,0,-0.335112057201586,0.267340179699709,0.0375401251349479,0,-0.243048760758217,0.24056122822384,0,0,0.0410618682985383,-0.263799149120549,3.46944695195361e-18,0,0,-0.0955891695865762
EOS,1.78323842190443,0,-0.3563736858707,0,0,0,-0.119704549232195,0,0.166261152922552,0.138909046992676,0.0572675021023278,-0.618312976814767,0.648289495744679,0,0,0,0,0,0,1.73472347597681e-18
LTC,0,0,0,0,-0.000820182366483685,0,0.029964050813416,0,-0.0771929646279093,0.156441171513681,0.290843643075409,0.254000272167353,0,0.225466737244026,0.0340022502598704,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.467647086439397,0.213571794778514,0.356570187964425,-0.0200297206644031,0,-0.130022262685666,-0.086413022923173,-0.043336717606535,-0.542754337590534,0,0,0,-0.237239205269111
ADA,0,0.256575735228049,-0.502294052110356,0.371894646367971,0,-0.16916647146517,0.528456129921462,0,0.258217241889517,0.101643913360228,0,0,0,0,0.00484656686376274,0,-0.243560103919901,0,0,0
MIOTA,0.93847506695199,0,0.911737067926679,-0.413235091984354,-0.0738326835623198,0,0.625056987114288,0.592681816320915,0,-0.52749014643733,1.01434939688072,-0.384800127302634,-0.838290603679702,0,-0.252022321697421,0.500353379793068,-2.77555756156289e-17,0,0,0
TRX,0,1.03589607399725,0.0414586946678474,-0.29819375990771,0.28190475719979,0,0,-0.191873281926285,-0.286946027320741,0,0,0,0.112373296716828,0.480372924695261,-0.0174104929584476,0,0,0,0,0
NEO,-0.266515839259143,0,0,-0.177964830891684,0,0.811361758236518,-0.105212625758434,0.249798526081762,0.0946479246777968,-0.120022675728105,0,0,0.278594038681064,0.281630993072244,6.93889390390723e-18,0,0.240009741763936,0,0,-0.0670397115012294
DASH,0.0970229989938431,0,0,0.673003087026302,-0.196215680657932,0,0,0.00374410625955549,-0.0765500025685276,-0.322365229279459,0,0,0,0.495503537074042,0,0,0,0,0,-0.138641523329031
XMR,0,0.353555295520864,0,0,0.196980708689602,0,0,-0.0283979917751281,-0.0592382099880672,0,0.460190215958865,0,0,0.0188429004569976,3.46944695195361e-18,0.202976665115614,0,0,0,0.110760347251885
XEM,0,0,0,0,0.0147413460219576,0,0,-0.177079456048658,-0.105061572906832,0.316117319184861,0.691077244006788,0.199402602351319,0,0,0.0596514604344229,0,0,0,0,0
BNB,0.968859656287038,0,0,0,-0.337182901071419,-0.509280379868838,1.26468459905433,0,0,0.00287970249951061,0,-0.579029375663357,0,0,0,0,-0.217427209110182,0,0,0.0783775196013372
BV010082.Index,0,0.491461751424271,-0.191694469700624,-0.191453711229628,0,0,0,-0.245010463202348,0.188413562125415,0,-0.0584456367807494,-0.051712170447868,0.192534536163545,-0.0102247598056104,-0.10750638484231,0,-0.645811400913122,-0.145922263618843,0,-0.279382194538735
CVIX.Index,0,0.52151807171375,-0.306514802694381,0,-0.0528632365843879,-0.123299124903736,-0.128847226847163,-0.256020565568526,0.25839576739869,0,0,-0.0440263183225194,0,0.136931246850244,-0.102372675848302,-0.645945872235902,0,0,0,-0.184673145951691
DXY.Curncy,-0.00214106744684421,-0.0812127190187129,0,0.0394545637138227,0.00835335579651274,0,0,0.0403918888097587,-0.0308665166708461,0.0554895078754304,0,0,-0.0233893501512056,-0.0423439075207724,0.00236167884186659,-0.0137133667289244,0,0,0,0.0141840835158486
SPX.Index,0,0,0,0.00878032734462903,2.71050543121376e-20,0,0,0.0549385766029833,-0.024253530612863,0,0,-0.046859255121505,0,-0.00694512364656177,0,0.0152500397937206,-0.011945383842893,-0.0403957408506253,0,-0.0543161654487388
VIX.Index,0,3.13788801137367,-0.00211578874732141,-1.34003932777457,0.273971440070399,-0.0990891452030116,-0.877297648044904,-0.0669199030111855,0.166971349308513,-0.513922631217872,0,-0.306849549244147,0.0306067111550312,0,-0.302935382673744,-2.40299758234734,-1.65072013260355,0,-2.64986799527929,0
