,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,-0.100830946482657,0,0.271104916184691,0.107181256950028,0,0.393712389118335,0.127605045369964,0,0,-0.266818529602845,0.0194648872601925,0,0,0.0264527430006482,0,0,0
ETH,-0.357472808952847,0,0.346847188005893,0,0.136089440433645,0,0.523367837623091,0.103797799888619,-0.405040755320982,0.0825709118415339,-0.634728869664924,6.93889390390723e-18,0,0.577712043389129,-0.164915777559531,0,0,-0.0628923724613877
XRP,0,0.0948367776904413,0,0,-0.180110936128232,0,0,0.0699504147272532,0.47330010377833,0.0461984454835327,0.0953762801113489,-0.225542870212935,0.0428556938079197,0,0.156280853881867,0,0,0.225369642725006
LTC,0.475812036905246,0.0132218755329976,0,0,0.0497808411397438,0.0901658900691666,0,0.0148657000143617,0.0777512758273675,-0.0699238259793823,0.207031256554069,0.034983139824798,0.0179391955179324,0,0,0,0,0
DASH,-0.514860208269851,0,-0.531598331375065,0,0,0.657947165402864,0,0.223951467691234,0.393358279777031,0.539760863279348,0,0.30984706109159,-0.124947973330823,0,0,0,0,-0.0772796377313084
XMR,0,0.784517782654424,0,0,0.231623269757595,0,0,0.140746693349343,-0.234455670052116,-0.540034492521084,0,-0.590727946377201,0.312837738331323,0,0.315067778508353,0,0,0
ETC,0.912102326042839,0.337791649971049,0,0.588882201852367,0,0,0,-0.268819569988411,0,0.0753207003650072,0.350997060523373,0,0,0,0,0,0,-0.316537957744682
XEM,2.29849510747987,0.264124365376867,-1.38777878078145e-17,0,0.163135190798461,0.166530781415662,-1.66799587298549,0,-0.328226680692136,0.455929674453295,1.13315988530599,0,0,0,0,0,0,0.193928436801445
DOGE,0,-0.365695508026485,0.933769950999652,0,0.00635391856996007,0.190330698459968,0.247954739604171,-0.145411111871976,0,0.397439330969187,-0.200794385623053,0.0689680992358061,-0.153436031901916,0,0,0,0,0.130280700074693
ZEC,0,0.158757630993825,0,0,-0.00919047340408434,-0.798374774295829,0.445272666599555,0.127565835543343,0.316862064831286,0,-0.488751744251992,-0.452623452719274,0,0,0,0,0,0
XLM,-0.842615308542647,-0.092635111702208,0.351397258433241,0.627721276293371,0.118723684185263,0.0338966943536697,0.410072980826172,0.0810565840192536,-0.138230031478123,-0.0860548773958699,0,0,-0.152545122053932,0.313714801223749,-0.234918953807033,0,0,0.0194130424800084
NEO,0,0.181987034583835,0,0,0.40661640336067,-0.759801501267558,0.19715025815818,0.202181376606695,-0.235487945772988,-0.511558220299197,0,0,0,0,0,0,0,-0.108641856700493
DGB,-0.11638878179594,0,1.11226328550051,0,0.479778033684565,-0.321227459177805,0,0.251226151071044,0,0,0,0,0,0,0.166156726802622,0,0,0
BV010082.Index,0,0,0,0,-0.0508283119587227,0.0461955979097606,-0.0832282728906587,-0.0833336234077422,0.0468800258005954,0.0664151329487745,0.333077210345491,-6.93889390390723e-18,-6.93889390390723e-18,0,0.157992805227069,1.2865204522314,1.68789204223216,-0.0514569646739948
CVIX.Index,0.200228202785557,0.110921242602885,0.320040395701685,0,0.0233605367341252,-0.0815459038178839,0,0,-0.275455491505309,-0.116180582125619,-0.254462157001339,-0.252696988889854,0.0509410091287605,0.185017741286815,0,0,0,0.217958029027566
DXY.Curncy,-0.0185692602637864,0.00922927034389707,0.018262779131983,0,0,-0.0125430096512391,0,-0.010501598350272,-0.0312852563073623,0,0.0347348394151607,0,0,0.189350064067385,0.0388507706691373,0,0,-0.0136569560032787
SPX.Index,-0.00888613566842788,0.00396101459701869,-0.00919320015313614,0,0.00362815292521426,0.00102274730435098,0,0,0,0,0.0124603162310638,0.0160545866348108,0,0.0568459549183175,-0.000949290948039462,0,0,-0.0364540686076776
VIX.Index,0,-0.873034726248799,0,0,0,0,0,-0.202408748553965,0,0,0,0,0,0,0.0815297513053006,0,0,0
